NAME,income,population,state,county,tract,GEOID20,area_x,city,OBJECTID_1,OBJECTID,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,CBSA10,METRO_NAME,HRS2020,RHRS20,Shape_Leng,Shape_Area,EQINTER20,area_y
"Census Tract 92.02, Kings County, New York",827.0,3453.0, New York,047,009202,36047009202,Census Tract 92.02, Kings County,8876,10858,56624.0,0.0,40.6446517,-73.9982381,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.00999170271,6.0284e-06,3,56625
"Census Tract 94.01, Kings County, New York",484.0,2293.0, New York,047,009401,36047009401,Census Tract 94.01, Kings County,8901,10896,75483.0,0.0,40.6440222,-74.0024807,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01161571547,8.0361e-06,3,75483
"Census Tract 94.02, Kings County, New York",631.0,2746.0, New York,047,009402,36047009402,Census Tract 94.02, Kings County,8875,10857,75543.0,0.0,40.6426913,-74.000278,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01161494344,8.04242e-06,3,75544
"Census Tract 96, Kings County, New York",1273.0,5858.0, New York,047,009600,36047009600,Census Tract 96, Kings County,8355,10264,150752.0,0.0,40.6460153,-74.0057847,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.0167588384,1.604958e-05,3,150750
"Census Tract 98, Kings County, New York",1247.0,6021.0, New York,047,009800,36047009800,Census Tract 98, Kings County,8356,10265,151006.0,0.0,40.6437764,-74.0081153,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01676149912,1.607624e-05,3,151005
"Census Tract 100, Kings County, New York",1275.0,5978.0, New York,047,010000,36047010000,Census Tract 100, Kings County,8357,10266,150970.0,0.0,40.6415355,-74.0104457,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01675709444,1.607198e-05,3,150970
"Census Tract 101, Kings County, New York",794.0,3944.0, New York,047,010100,36047010100,Census Tract 101, Kings County,8358,10267,314730.0,0.0,40.6583907,-73.9998245,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02407743019,3.351365e-05,4,314729
"Census Tract 102, Kings County, New York",1060.0,4844.0, New York,047,010200,36047010200,Census Tract 102, Kings County,9650,11710,152450.0,0.0,40.6392844,-74.0127872,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01681981674,1.622916e-05,3,152452
"Census Tract 104.01, Kings County, New York",545.0,2152.0, New York,047,010401,36047010401,Census Tract 104.01, Kings County,8900,10895,76142.0,0.0,40.6372888,-74.0094827,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01167168011,8.10546e-06,3,76143
"Census Tract 104.02, Kings County, New York",509.0,2256.0, New York,047,010402,36047010402,Census Tract 104.02, Kings County,8905,10901,76170.0,0.0,40.6359594,-74.0072805,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01167019605,8.10825e-06,3,76170
"Census Tract 106.01, Kings County, New York",567.0,2315.0, New York,047,010601,36047010601,Census Tract 106.01, Kings County,8894,10884,75434.0,0.0,40.6395396,-74.0071422,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01160933625,8.03039e-06,3,75435
"Census Tract 106.02, Kings County, New York",431.0,1952.0, New York,047,010602,36047010602,Census Tract 106.02, Kings County,8907,10903,75498.0,0.0,40.6382102,-74.0049387,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01161298972,8.03697e-06,3,75498
"Census Tract 108.01, Kings County, New York",443.0,1957.0, New York,047,010801,36047010801,Census Tract 108.01, Kings County,8906,10902,75490.0,0.0,40.6417811,-74.0048117,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01161468836,8.03645e-06,3,75489
"Census Tract 108.02, Kings County, New York",528.0,2022.0, New York,047,010802,36047010802,Census Tract 108.02, Kings County,8908,10904,75489.0,0.0,40.6404508,-74.0026095,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01161444355,8.03623e-06,3,75489
"Census Tract 110, Kings County, New York",503.0,2356.0, New York,047,011000,36047011000,Census Tract 110, Kings County,8359,10268,158059.0,0.0,40.6445789,-73.9927738,35620.0,"New York-Newark-Jersey City, N",3.995583,4.0,0.01749896876,1.682725e-05,4,158058
"Census Tract 112, Kings County, New York",1547.0,6088.0, New York,047,011200,36047011200,Census Tract 112, Kings County,8360,10269,171313.0,0.0,40.6422528,-73.9956749,35620.0,"New York-Newark-Jersey City, N",3.689055,3.7,0.01769882532,1.823784e-05,4,171313
"Census Tract 114, Kings County, New York",786.0,3846.0, New York,047,011400,36047011400,Census Tract 114, Kings County,8361,10270,167792.0,0.0,40.6394233,-73.9992118,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01764876508,1.786235e-05,3,167793
"Census Tract 116, Kings County, New York",838.0,3510.0, New York,047,011600,36047011600,Census Tract 116, Kings County,8362,10271,160266.0,0.0,40.6358731,-74.0036488,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01886391803,1.70602e-05,3,160267
"Census Tract 117, Kings County, New York",676.0,2949.0, New York,047,011700,36047011700,Census Tract 117, Kings County,8363,10272,201195.0,0.0,40.6685626,-73.9933107,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01837972103,2.142732e-05,4,201195
"Census Tract 118, Kings County, New York",453.0,1951.0, New York,047,011800,36047011800,Census Tract 118, Kings County,9707,11770,219234.0,0.0,40.6351044,-74.0114899,35620.0,"New York-Newark-Jersey City, N",3.079781,3.1,0.02592236527,2.333667e-05,3,219231
"Census Tract 119.01, Kings County, New York",322.0,1358.0, New York,047,011901,36047011901,Census Tract 119.01, Kings County,8898,10891,448425.0,21859.0,40.677193,-73.9878271,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.03067834745,5.009112e-05,4,470283
"Census Tract 120, Kings County, New York",340.0,1327.0, New York,047,012000,36047012000,Census Tract 120, Kings County,8364,10273,193342.0,0.0,40.6327817,-74.0117295,35620.0,"New York-Newark-Jersey City, N",3.652869,3.7,0.02453426836,2.058015e-05,4,193343
"Census Tract 121, Kings County, New York",415.0,1968.0, New York,047,012100,36047012100,Census Tract 121, Kings County,8365,10274,148056.0,0.0,40.671479,-73.991049,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01662976193,1.576862e-05,4,148055
"Census Tract 122, Kings County, New York",1063.0,5144.0, New York,047,012200,36047012200,Census Tract 122, Kings County,9649,11709,181661.0,0.0,40.638166,-74.0175772,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01802039501,1.933822e-05,3,181661
"Census Tract 126, Kings County, New York",599.0,2799.0, New York,047,012600,36047012600,Census Tract 126, Kings County,8208,10093,235982.0,0.0,40.634819,-74.0190415,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02355173256,2.511966e-05,2,235982
"Census Tract 127, Kings County, New York",779.0,4066.0, New York,047,012700,36047012700,Census Tract 127, Kings County,8366,10275,163391.0,0.0,40.6817476,-73.9828507,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01699802528,1.740446e-05,4,163390
"Census Tract 128.01, Kings County, New York",510.0,2279.0, New York,047,012801,36047012801,Census Tract 128.01, Kings County,9619,11679,114974.0,0.0,40.6308009,-74.0133027,35620.0,"New York-Newark-Jersey City, N",2.156169,2.2,0.01549567719,1.223801e-05,2,114975
"Census Tract 129.01, Kings County, New York",477.0,2246.0, New York,047,012901,36047012901,Census Tract 129.01, Kings County,8367,10276,128568.0,0.0,40.6816216,-73.9786547,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01581801027,1.369524e-05,4,128569
"Census Tract 129.02, Kings County, New York",511.0,2724.0, New York,047,012902,36047012902,Census Tract 129.02, Kings County,8368,10277,135381.0,0.0,40.6809277,-73.9760597,35620.0,"New York-Newark-Jersey City, N",3.648429,3.6,0.01821055887,1.442066e-05,4,135380
"Census Tract 130, Kings County, New York",964.0,4416.0, New York,047,013000,36047013000,Census Tract 130, Kings County,7729,9549,176432.0,0.0,40.6325873,-74.0213843,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01780886022,1.878014e-05,2,176432
"Census Tract 131, Kings County, New York",964.0,4267.0, New York,047,013100,36047013100,Census Tract 131, Kings County,8369,10278,156395.0,0.0,40.6777175,-73.9796019,35620.0,"New York-Newark-Jersey City, N",3.742074,3.7,0.01717124706,1.665846e-05,4,156396
"Census Tract 132, Kings County, New York",541.0,2299.0, New York,047,013200,36047013200,Census Tract 132, Kings County,8370,10279,155778.0,0.0,40.6279744,-74.0156708,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.019901221,1.658046e-05,2,155778
"Census Tract 133, Kings County, New York",1088.0,4465.0, New York,047,013300,36047013300,Census Tract 133, Kings County,9761,11824,148492.0,0.0,40.6751824,-73.9813092,35620.0,"New York-Newark-Jersey City, N",3.543602,3.5,0.01680537324,1.581587e-05,4,148491
"Census Tract 134, Kings County, New York",948.0,4163.0, New York,047,013400,36047013400,Census Tract 134, Kings County,8371,10280,268233.0,0.0,40.6295241,-74.0202705,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02720566477,2.855037e-05,2,268232
"Census Tract 135, Kings County, New York",995.0,4240.0, New York,047,013500,36047013500,Census Tract 135, Kings County,9663,11723,151867.0,0.0,40.672811,-73.9833133,35620.0,"New York-Newark-Jersey City, N",3.567257,3.6,0.01690160691,1.617483e-05,4,151866
"Census Tract 136, Kings County, New York",889.0,3829.0, New York,047,013600,36047013600,Census Tract 136, Kings County,8372,10281,214252.0,0.0,40.6268984,-74.0225939,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02575589882,2.2804e-05,2,214253
"Census Tract 137, Kings County, New York",762.0,3484.0, New York,047,013700,36047013700,Census Tract 137, Kings County,8373,10282,152453.0,0.0,40.6703973,-73.9853274,35620.0,"New York-Newark-Jersey City, N",3.581547,3.6,0.01692948036,1.623675e-05,4,152453
"Census Tract 138, Kings County, New York",847.0,3527.0, New York,047,013800,36047013800,Census Tract 138, Kings County,8374,10283,162579.0,0.0,40.6243111,-74.0255174,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02033773898,1.730349e-05,2,162580
"Census Tract 139, Kings County, New York",829.0,3574.0, New York,047,013900,36047013900,Census Tract 139, Kings County,9614,11674,151331.0,0.0,40.6679862,-73.9873365,35620.0,"New York-Newark-Jersey City, N",3.964995,4.0,0.01687835982,1.611672e-05,4,151332
"Census Tract 140, Kings County, New York",602.0,1944.0, New York,047,014000,36047014000,Census Tract 140, Kings County,9714,11777,147522.0,0.0,40.6207782,-74.0196779,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01776859624,1.570031e-05,2,147525
"Census Tract 141.01, Kings County, New York",212.0,968.0, New York,047,014101,36047014101,Census Tract 141.01, Kings County,8867,10848,75853.0,0.0,40.6661833,-73.9888407,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01375945117,8.07805e-06,4,75853
"Census Tract 141.02, Kings County, New York",462.0,1863.0, New York,047,014102,36047014102,Census Tract 141.02, Kings County,8866,10847,89630.0,0.0,40.6648134,-73.9898324,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01424373711,9.54518e-06,4,89631
"Census Tract 142, Kings County, New York",746.0,2992.0, New York,047,014200,36047014200,Census Tract 142, Kings County,9889,11961,200223.0,0.0,40.6225046,-74.0224901,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02356020654,2.130967e-05,2,200227
"Census Tract 143, Kings County, New York",777.0,3599.0, New York,047,014300,36047014300,Census Tract 143, Kings County,9675,11736,217205.0,0.0,40.6636266,-73.9926558,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02147473676,2.313083e-05,4,217206
"Census Tract 145, Kings County, New York",783.0,3909.0, New York,047,014500,36047014500,Census Tract 145, Kings County,9890,11962,216626.0,0.0,40.6613672,-73.9949634,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02125515137,2.306829e-05,4,216626
"Census Tract 147, Kings County, New York",537.0,2646.0, New York,047,014700,36047014700,Census Tract 147, Kings County,9891,11963,105979.0,0.0,40.6598558,-73.989672,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01413942638,1.128539e-05,4,105979
"Census Tract 148, Kings County, New York",354.0,1242.0, New York,047,014800,36047014800,Census Tract 148, Kings County,9715,11778,133459.0,0.0,40.6167077,-74.012961,35620.0,"New York-Newark-Jersey City, N",2.392761,2.4,0.01656755407,1.420247e-05,2,133458
"Census Tract 149.01, Kings County, New York",290.0,1478.0, New York,047,014901,36047014901,Census Tract 149.01, Kings County,8868,10849,74973.0,0.0,40.6638862,-73.9840883,35620.0,"New York-Newark-Jersey City, N",3.438015,3.4,0.01362652165,7.98406e-06,4,74973
"Census Tract 149.02, Kings County, New York",1204.0,4569.0, New York,047,014902,36047014902,Census Tract 149.02, Kings County,8869,10850,174858.0,0.0,40.6618001,-73.9856502,35620.0,"New York-Newark-Jersey City, N",3.797276,3.8,0.0173153433,1.862066e-05,4,174859
"Census Tract 150, Kings County, New York",437.0,1592.0, New York,047,015000,36047015000,Census Tract 150, Kings County,9892,11964,133505.0,0.0,40.6153783,-74.0107586,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01658179003,1.420728e-05,3,133506
"Census Tract 151, Kings County, New York",1046.0,4170.0, New York,047,015100,36047015100,Census Tract 151, Kings County,9645,11705,149311.0,0.0,40.665689,-73.9825855,35620.0,"New York-Newark-Jersey City, N",3.167873,3.2,0.01674078678,1.590111e-05,3,149312
"Census Tract 152, Kings County, New York",681.0,2650.0, New York,047,015200,36047015200,Census Tract 152, Kings County,8740,10710,268135.0,0.0,40.6145072,-74.0244665,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.0255048102,2.853385e-05,2,268136
"Census Tract 153, Kings County, New York",534.0,2530.0, New York,047,015300,36047015300,Census Tract 153, Kings County,9893,11965,150477.0,0.0,40.6681002,-73.9805759,35620.0,"New York-Newark-Jersey City, N",2.939171,2.9,0.01677984036,1.602571e-05,3,150477
"Census Tract 155, Kings County, New York",1099.0,3927.0, New York,047,015500,36047015500,Census Tract 155, Kings County,9680,11741,149645.0,0.0,40.6705136,-73.9785613,35620.0,"New York-Newark-Jersey City, N",2.810726,2.8,0.01675947788,1.59377e-05,3,149645
"Census Tract 157, Kings County, New York",989.0,4332.0, New York,047,015700,36047015700,Census Tract 157, Kings County,9748,11811,167428.0,0.0,40.6730524,-73.9764165,35620.0,"New York-Newark-Jersey City, N",2.805222,2.8,0.01753585791,1.783234e-05,3,167428
"Census Tract 159, Kings County, New York",944.0,4778.0, New York,047,015900,36047015900,Census Tract 159, Kings County,9894,11967,250862.0,0.0,40.6751934,-73.9730667,35620.0,"New York-Newark-Jersey City, N",2.352035,2.4,0.02325176731,2.671974e-05,2,250865
"Census Tract 160, Kings County, New York",997.0,4134.0, New York,047,016000,36047016000,Census Tract 160, Kings County,9616,11676,258630.0,0.0,40.6189797,-74.0268721,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02478385237,2.75241e-05,2,258631
"Census Tract 161, Kings County, New York",876.0,3552.0, New York,047,016100,36047016100,Census Tract 161, Kings County,9895,11968,182397.0,0.0,40.6798885,-73.9731895,35620.0,"New York-Newark-Jersey City, N",3.142976,3.1,0.01987263795,1.942868e-05,3,182398
"Census Tract 162, Kings County, New York",415.0,2169.0, New York,047,016200,36047016200,Census Tract 162, Kings County,9896,11969,237712.0,0.0,40.6132236,-74.0313837,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02656782,2.529569e-05,2,237712
"Census Tract 163, Kings County, New York",730.0,3489.0, New York,047,016300,36047016300,Census Tract 163, Kings County,9897,11970,184092.0,0.0,40.6791843,-73.9700051,35620.0,"New York-Newark-Jersey City, N",2.998921,3.0,0.01836079838,1.960898e-05,3,184092
"Census Tract 165, Kings County, New York",1467.0,5973.0, New York,047,016500,36047016500,Census Tract 165, Kings County,9898,11972,186645.0,0.0,40.6699761,-73.9740401,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02087261434,1.987819e-05,2,186645
"Census Tract 166, Kings County, New York",544.0,1852.0, New York,047,016600,36047016600,Census Tract 166, Kings County,8806,10781,266930.0,0.0,40.6187031,-74.0162624,35620.0,"New York-Newark-Jersey City, N",2.002927,2.0,0.02173088969,2.840732e-05,2,266931
"Census Tract 167, Kings County, New York",1192.0,4906.0, New York,047,016700,36047016700,Census Tract 167, Kings County,9899,11973,168915.0,0.0,40.6642969,-73.9787754,35620.0,"New York-Newark-Jersey City, N",2.56695,2.6,0.01928412364,1.798835e-05,3,168915
"Census Tract 169, Kings County, New York",1287.0,4817.0, New York,047,016900,36047016900,Census Tract 169, Kings County,9900,11975,209462.0,0.0,40.6592927,-73.9812838,35620.0,"New York-Newark-Jersey City, N",3.352773,3.4,0.01962998103,2.230493e-05,4,209464
"Census Tract 170, Kings County, New York",786.0,2935.0, New York,047,017000,36047017000,Census Tract 170, Kings County,7730,9550,209047.0,0.0,40.6101331,-74.012634,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02308819422,2.224416e-05,3,209045
"Census Tract 171, Kings County, New York",1228.0,4213.0, New York,047,017100,36047017100,Census Tract 171, Kings County,9901,11976,208490.0,0.0,40.6569638,-73.9768619,35620.0,"New York-Newark-Jersey City, N",3.005917,3.0,0.01946944958,2.220026e-05,3,208488
"Census Tract 172, Kings County, New York",857.0,3275.0, New York,047,017200,36047017200,Census Tract 172, Kings County,9902,11977,206317.0,0.0,40.6088822,-74.0103463,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02290913945,2.195357e-05,3,206318
"Census Tract 174, Kings County, New York",551.0,2155.0, New York,047,017400,36047017400,Census Tract 174, Kings County,9903,11978,165543.0,91465.0,40.6035123,-74.012107,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02534254645,2.734479e-05,3,257008
"Census Tract 176, Kings County, New York",679.0,2455.0, New York,047,017600,36047017600,Census Tract 176, Kings County,9658,11718,133636.0,83378.0,40.6019273,-74.0088041,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02463198221,2.308925e-05,3,217015
"Census Tract 178, Kings County, New York",756.0,3041.0, New York,047,017800,36047017800,Census Tract 178, Kings County,7573,9353,164020.0,0.0,40.6069686,-74.0047234,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01932528586,1.74522e-05,3,164019
"Census Tract 179, Kings County, New York",842.0,4385.0, New York,047,017900,36047017900,Census Tract 179, Kings County,7574,9354,158289.0,0.0,40.6842401,-73.9713282,35620.0,"New York-Newark-Jersey City, N",3.583378,3.6,0.01699014858,1.686173e-05,4,158289
"Census Tract 180, Kings County, New York",834.0,3424.0, New York,047,018000,36047018000,Census Tract 180, Kings County,7575,9355,176108.0,0.0,40.6083001,-74.0071511,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01931930808,1.873886e-05,3,176108
"Census Tract 181, Kings County, New York",671.0,3785.0, New York,047,018100,36047018100,Census Tract 181, Kings County,9601,11661,169374.0,0.0,40.6877689,-73.9723701,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01742108116,1.804346e-05,3,169374
"Census Tract 182, Kings County, New York",841.0,3421.0, New York,047,018200,36047018200,Census Tract 182, Kings County,7576,9356,165463.0,0.0,40.6124597,-74.0026813,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01766178175,1.760736e-05,3,165463
"Census Tract 183, Kings County, New York",510.0,2663.0, New York,047,018300,36047018300,Census Tract 183, Kings County,7577,9357,137311.0,0.0,40.691376,-73.9714779,35620.0,"New York-Newark-Jersey City, N",3.666285,3.7,0.01552865103,1.462856e-05,4,137311
"Census Tract 184, Kings County, New York",710.0,2318.0, New York,047,018400,36047018400,Census Tract 184, Kings County,9676,11737,149139.0,0.0,40.6137054,-74.0071446,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.0166446813,1.587039e-05,3,149138
"Census Tract 185.01, Kings County, New York",887.0,4130.0, New York,047,018501,36047018501,Census Tract 185.01, Kings County,7578,9358,111097.0,0.0,40.6947866,-73.9741567,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01408103026,1.183642e-05,4,111097
"Census Tract 186, Kings County, New York",543.0,2255.0, New York,047,018600,36047018600,Census Tract 186, Kings County,7579,9359,113054.0,0.0,40.6156439,-74.0051063,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01512818335,1.203095e-05,3,113055
"Census Tract 187, Kings County, New York",300.0,1459.0, New York,047,018700,36047018700,Census Tract 187, Kings County,7580,9360,85768.0,0.0,40.6946579,-73.9706403,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01222271017,9.1377e-06,4,85767
"Census Tract 188, Kings County, New York",821.0,2905.0, New York,047,018800,36047018800,Census Tract 188, Kings County,9703,11766,175213.0,0.0,40.6174779,-74.00274,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01861396197,1.864621e-05,3,175213
"Census Tract 190, Kings County, New York",1163.0,4543.0, New York,047,019000,36047019000,Census Tract 190, Kings County,7581,9361,212934.0,0.0,40.621038,-74.0003857,35620.0,"New York-Newark-Jersey City, N",3.324351,3.3,0.02021519238,2.266151e-05,4,212933
"Census Tract 191, Kings County, New York",530.0,2964.0, New York,047,019100,36047019100,Census Tract 191, Kings County,7582,9362,253797.0,0.0,40.6952427,-73.9644277,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02543203564,2.704038e-05,4,253800
"Census Tract 192, Kings County, New York",532.0,2716.0, New York,047,019200,36047019200,Census Tract 192, Kings County,7583,9363,189790.0,0.0,40.6284585,-73.9989281,35620.0,"New York-Newark-Jersey City, N",3.978166,4.0,0.01838873679,2.020073e-05,4,189790
"Census Tract 193, Kings County, New York",860.0,6140.0, New York,047,019300,36047019300,Census Tract 193, Kings County,9605,11665,269732.0,0.0,40.6912794,-73.9626407,35620.0,"New York-Newark-Jersey City, N",3.876683,3.9,0.02195522911,2.873619e-05,4,269732
"Census Tract 194, Kings County, New York",887.0,3465.0, New York,047,019400,36047019400,Census Tract 194, Kings County,9555,11615,178420.0,0.0,40.6258369,-74.0011077,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01989627617,1.89898e-05,4,178420
"Census Tract 195, Kings County, New York",595.0,3128.0, New York,047,019500,36047019500,Census Tract 195, Kings County,9568,11628,137028.0,0.0,40.6914102,-73.9674997,35620.0,"New York-Newark-Jersey City, N",3.711782,3.7,0.01533533886,1.459833e-05,4,137027
"Census Tract 196, Kings County, New York",991.0,4238.0, New York,047,019600,36047019600,Census Tract 196, Kings County,7584,9364,188308.0,0.0,40.6234234,-74.004185,35620.0,"New York-Newark-Jersey City, N",3.285154,3.3,0.0183520865,2.004145e-05,4,188307
"Census Tract 197, Kings County, New York",844.0,3669.0, New York,047,019700,36047019700,Census Tract 197, Kings County,7585,9365,169819.0,0.0,40.6880022,-73.9667469,35620.0,"New York-Newark-Jersey City, N",3.040783,3.0,0.02021862189,1.809086e-05,3,169818
"Census Tract 198, Kings County, New York",460.0,1877.0, New York,047,019800,36047019800,Census Tract 198, Kings County,7586,9366,134715.0,0.0,40.6193594,-74.0066177,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01668895352,1.433683e-05,3,134716
"Census Tract 199, Kings County, New York",746.0,3769.0, New York,047,019900,36047019900,Census Tract 199, Kings County,7587,9367,188914.0,0.0,40.6840329,-73.9669265,35620.0,"New York-Newark-Jersey City, N",3.600478,3.6,0.01837883416,2.012395e-05,4,188914
"Census Tract 200, Kings County, New York",607.0,2296.0, New York,047,020000,36047020000,Census Tract 200, Kings County,7588,9368,134858.0,0.0,40.620689,-74.0088197,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01669291422,1.435229e-05,3,134858
"Census Tract 201, Kings County, New York",669.0,3940.0, New York,047,020100,36047020100,Census Tract 201, Kings County,7731,9551,175379.0,0.0,40.6838477,-73.9633875,35620.0,"New York-Newark-Jersey City, N",3.526137,3.5,0.01868095824,1.868211e-05,4,175379
"Census Tract 202, Kings County, New York",492.0,1963.0, New York,047,020200,36047020200,Census Tract 202, Kings County,9609,11669,134828.0,0.0,40.62202,-74.0110215,35620.0,"New York-Newark-Jersey City, N",2.093302,2.1,0.01669370217,1.434947e-05,2,134829
"Census Tract 203, Kings County, New York",357.0,1773.0, New York,047,020300,36047020300,Census Tract 203, Kings County,7589,9369,140848.0,0.0,40.6799568,-73.9648123,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01735070659,1.500283e-05,4,140847
"Census Tract 204, Kings County, New York",499.0,1710.0, New York,047,020400,36047020400,Census Tract 204, Kings County,7590,9370,134801.0,0.0,40.6233502,-74.0132239,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01669190254,1.434675e-05,2,134801
"Census Tract 205, Kings County, New York",627.0,3164.0, New York,047,020500,36047020500,Census Tract 205, Kings County,9747,11810,159711.0,0.0,40.6774755,-73.9657037,35620.0,"New York-Newark-Jersey City, N",3.034882,3.0,0.01786076624,1.701148e-05,3,159711
"Census Tract 206, Kings County, New York",690.0,2355.0, New York,047,020600,36047020600,Census Tract 206, Kings County,7591,9371,170942.0,0.0,40.6248807,-74.0154509,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01895508641,1.819368e-05,2,170942
"Census Tract 207, Kings County, New York",1209.0,4490.0, New York,047,020700,36047020700,Census Tract 207, Kings County,7592,9372,137892.0,0.0,40.6749547,-73.9666124,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01946082343,1.468705e-05,2,137894
"Census Tract 208, Kings County, New York",824.0,3159.0, New York,047,020800,36047020800,Census Tract 208, Kings County,7618,9398,143311.0,0.0,40.6259761,-74.0097676,35620.0,"New York-Newark-Jersey City, N",2.042917,2.0,0.01938505351,1.525292e-05,2,143309
"Census Tract 210, Kings County, New York",974.0,3935.0, New York,047,021000,36047021000,Census Tract 210, Kings County,7619,9399,150022.0,0.0,40.627626,-74.0081561,35620.0,"New York-Newark-Jersey City, N",3.399557,3.4,0.0186548281,1.596771e-05,4,150022
"Census Tract 211, Kings County, New York",592.0,2795.0, New York,047,021100,36047021100,Census Tract 211, Kings County,10117,12223,271830.0,0.0,40.6970856,-73.9719259,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.03807865504,2.896223e-05,4,271831
"Census Tract 212, Kings County, New York",962.0,4123.0, New York,047,021200,36047021200,Census Tract 212, Kings County,9554,11614,190833.0,0.0,40.6294745,-74.0058501,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01948930953,2.031208e-05,4,190833
"Census Tract 213, Kings County, New York",898.0,4166.0, New York,047,021300,36047021300,Census Tract 213, Kings County,9681,11742,184156.0,0.0,40.6683548,-73.9604674,35620.0,"New York-Newark-Jersey City, N",2.153378,2.2,0.02141316518,1.961254e-05,2,184155
"Census Tract 214, Kings County, New York",433.0,2128.0, New York,047,021400,36047021400,Census Tract 214, Kings County,7620,9400,167965.0,0.0,40.6316104,-74.0031816,35620.0,"New York-Newark-Jersey City, N",3.232925,3.2,0.01805957097,1.787848e-05,3,167964
"Census Tract 215, Kings County, New York",1275.0,6013.0, New York,047,021500,36047021500,Census Tract 215, Kings County,9719,11782,152313.0,0.0,40.6733751,-73.9632899,35620.0,"New York-Newark-Jersey City, N",2.455139,2.5,0.02112892588,1.622254e-05,2,152313
"Census Tract 216, Kings County, New York",809.0,3790.0, New York,047,021600,36047021600,Census Tract 216, Kings County,9746,11809,168178.0,0.0,40.6327947,-73.9997692,35620.0,"New York-Newark-Jersey City, N",3.03918,3.0,0.02029635406,1.790134e-05,3,168176
