NAME,income,population,state,county,tract,GEOID20,area_x,city,OBJECTID_1,OBJECTID,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,CBSA10,METRO_NAME,HRS2020,RHRS20,Shape_Leng,Shape_Area,EQINTER20,area_y
"Census Tract 72, Kings County, New York",433.0,1738.0, New York,047,007200,36047007200,Census Tract 72, Kings County,8343,10251,62490.0,0.0,40.6402978,-74.0204135,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.0107463226,6.65227e-06,3,62489
"Census Tract 74, Kings County, New York",1236.0,5328.0, New York,047,007400,36047007400,Census Tract 74, Kings County,9570,11630,141287.0,0.0,40.6418552,-74.0170288,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01603362992,1.504123e-05,3,141288
"Census Tract 75, Kings County, New York",1049.0,4798.0, New York,047,007500,36047007500,Census Tract 75, Kings County,8344,10252,282782.0,0.0,40.6812953,-73.9920163,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02419523319,3.0122e-05,4,282782
"Census Tract 76, Kings County, New York",942.0,5431.0, New York,047,007600,36047007600,Census Tract 76, Kings County,9648,11708,138336.0,0.0,40.6440836,-74.0146698,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01593044229,1.472756e-05,3,138337
"Census Tract 77, Kings County, New York",1327.0,5330.0, New York,047,007700,36047007700,Census Tract 77, Kings County,9496,11556,389422.0,0.0,40.6770204,-73.9952231,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.03164462322,4.147872e-05,4,389422
"Census Tract 78, Kings County, New York",954.0,4873.0, New York,047,007800,36047007800,Census Tract 78, Kings County,9596,11656,138114.0,0.0,40.6463204,-74.012337,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01590468874,1.470441e-05,3,138115
"Census Tract 80, Kings County, New York",870.0,3627.0, New York,047,008000,36047008000,Census Tract 80, Kings County,9686,11747,139115.0,0.0,40.6485749,-74.0100168,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.0159173391,1.481147e-05,3,139115
"Census Tract 82, Kings County, New York",617.0,3627.0, New York,047,008200,36047008200,Census Tract 82, Kings County,9794,11860,139691.0,0.0,40.6508179,-74.0076889,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01605610458,1.487331e-05,3,139692
"Census Tract 84, Kings County, New York",882.0,3635.0, New York,047,008400,36047008400,Census Tract 84, Kings County,8345,10253,243910.0,0.0,40.6538976,-74.0044859,35620.0,"New York-Newark-Jersey City, N",3.919858,3.9,0.02077780976,2.59708e-05,4,243909
"Census Tract 85, Kings County, New York",1986.0,7577.0, New York,047,008500,36047008500,Census Tract 85, Kings County,8352,10261,243576.0,0.0,40.675857,-74.0064716,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02605215238,2.594366e-05,4,243575
"Census Tract 88, Kings County, New York",420.0,2225.0, New York,047,008800,36047008800,Census Tract 88, Kings County,8354,10263,189369.0,0.0,40.6502102,-74.0014031,35620.0,"New York-Newark-Jersey City, N",3.444258,3.4,0.01831375657,2.016226e-05,4,189369
"Census Tract 90.01, Kings County, New York",313.0,1436.0, New York,047,009001,36047009001,Census Tract 90.01, Kings County,8896,10887,74547.0,0.0,40.6479217,-73.9983817,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01168876167,7.93698e-06,3,74548
"Census Tract 90.02, Kings County, New York",265.0,1334.0, New York,047,009002,36047009002,Census Tract 90.02, Kings County,8878,10860,73946.0,0.0,40.6465865,-73.9962083,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01142633945,7.87266e-06,3,73945
"Census Tract 92.01, Kings County, New York",479.0,2013.0, New York,047,009201,36047009201,Census Tract 92.01, Kings County,8877,10859,56593.0,0.0,40.6459823,-74.0004393,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.00999162764,6.02513e-06,3,56593
"Census Tract 1170, Kings County, New York",473.0,2058.0, New York,047,117000,36047117000,Census Tract 1170, Kings County,7709,9525,153809.0,0.0,40.6776,-73.886181,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01700620875,1.638282e-05,4,153808
"Census Tract 1172.01, Kings County, New York",562.0,2190.0, New York,047,117201,36047117201,Census Tract 1172.01, Kings County,7710,9526,129156.0,0.0,40.6808117,-73.8875148,35620.0,"New York-Newark-Jersey City, N",3.170231,3.2,0.01609491101,1.375772e-05,3,129157
"Census Tract 1172.02, Kings County, New York",955.0,3991.0, New York,047,117202,36047117202,Census Tract 1172.02, Kings County,7711,9527,151822.0,0.0,40.6827365,-73.8837649,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01634685752,1.617266e-05,3,151824
"Census Tract 1174, Kings County, New York",1020.0,3914.0, New York,047,117400,36047117400,Census Tract 1174, Kings County,7712,9528,212859.0,0.0,40.6828584,-73.8797862,35620.0,"New York-Newark-Jersey City, N",3.313892,3.3,0.02029715201,2.267433e-05,4,212859
"Census Tract 1176.01, Kings County, New York",829.0,3345.0, New York,047,117601,36047117601,Census Tract 1176.01, Kings County,9692,11754,152356.0,0.0,40.6847798,-73.8768792,35620.0,"New York-Newark-Jersey City, N",3.04333,3.0,0.01834578641,1.622975e-05,3,152355
"Census Tract 1176.02, Kings County, New York",654.0,2693.0, New York,047,117602,36047117602,Census Tract 1176.02, Kings County,9556,11616,143799.0,0.0,40.686235,-73.8744475,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01760214735,1.531878e-05,3,143800
"Census Tract 1178, Kings County, New York",465.0,1686.0, New York,047,117800,36047117800,Census Tract 1178, Kings County,7713,9529,140598.0,0.0,40.6816514,-73.8742881,35620.0,"New York-Newark-Jersey City, N",3.206371,3.2,0.01887049213,1.497657e-05,3,140598
"Census Tract 1182.01, Kings County, New York",738.0,2883.0, New York,047,118201,36047118201,Census Tract 1182.01, Kings County,7714,9531,126387.0,0.0,40.6879085,-73.8718976,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01486520666,1.346402e-05,3,126386
"Census Tract 1182.02, Kings County, New York",862.0,3477.0, New York,047,118202,36047118202,Census Tract 1182.02, Kings County,7715,9532,124326.0,0.0,40.6886646,-73.869002,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01493356818,1.324465e-05,3,124326
"Census Tract 1184, Kings County, New York",1154.0,4817.0, New York,047,118400,36047118400,Census Tract 1184, Kings County,7716,9533,204944.0,0.0,40.6843041,-73.86941,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01900197204,2.183178e-05,3,204945
"Census Tract 1186, Kings County, New York",640.0,2943.0, New York,047,118600,36047118600,Census Tract 1186, Kings County,7717,9534,131529.0,0.0,40.6814659,-73.867781,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01934913414,1.401058e-05,3,131529
"Census Tract 1188, Kings County, New York",958.0,4758.0, New York,047,118800,36047118800,Census Tract 1188, Kings County,7718,9535,174376.0,0.0,40.6790411,-73.8659138,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01972969914,1.857418e-05,3,174378
"Census Tract 1190, Kings County, New York",498.0,2227.0, New York,047,119000,36047119000,Census Tract 1190, Kings County,9885,11957,140618.0,0.0,40.6790596,-73.8716311,35620.0,"New York-Newark-Jersey City, N",3.014182,3.0,0.0223063425,1.497813e-05,3,140618
"Census Tract 1192, Kings County, New York",721.0,3043.0, New York,047,119200,36047119200,Census Tract 1192, Kings County,7719,9536,225444.0,0.0,40.6771101,-73.8781574,35620.0,"New York-Newark-Jersey City, N",3.992823,4.0,0.01959795656,2.401279e-05,4,225443
"Census Tract 1194, Kings County, New York",1092.0,5362.0, New York,047,119400,36047119400,Census Tract 1194, Kings County,7720,9537,182841.0,0.0,40.6725527,-73.8770602,35620.0,"New York-Newark-Jersey City, N",3.940642,3.9,0.01771722274,1.947385e-05,4,182842
"Census Tract 1196, Kings County, New York",1214.0,4832.0, New York,047,119600,36047119600,Census Tract 1196, Kings County,7721,9538,306450.0,0.0,40.6758956,-73.8731634,35620.0,"New York-Newark-Jersey City, N",3.444675,3.4,0.02458099045,3.264056e-05,4,306450
"Census Tract 1198, Kings County, New York",671.0,3175.0, New York,047,119800,36047119800,Census Tract 1198, Kings County,8262,10165,326903.0,0.0,40.6763145,-73.8943861,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02964121237,3.481926e-05,4,326903
"Census Tract 1200, Kings County, New York",515.0,2652.0, New York,047,120000,36047120000,Census Tract 1200, Kings County,7722,9539,150529.0,0.0,40.6748774,-73.8672723,35620.0,"New York-Newark-Jersey City, N",3.868236,3.9,0.02113176387,1.603266e-05,4,150527
"Census Tract 1202, Kings County, New York",434.0,2078.0, New York,047,120200,36047120200,Census Tract 1202, Kings County,7723,9540,153052.0,0.0,40.6763414,-73.864364,35620.0,"New York-Newark-Jersey City, N",3.110601,3.1,0.0206732925,1.630177e-05,3,153050
"Census Tract 1208.01, Kings County, New York",1082.0,5096.0, New York,047,120801,36047120801,Census Tract 1208.01, Kings County,8910,10906,202188.0,0.0,40.6709738,-73.8684517,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01900545805,2.153413e-05,4,202191
"Census Tract 1208.02, Kings County, New York",975.0,4138.0, New York,047,120802,36047120802,Census Tract 1208.02, Kings County,8889,10874,117296.0,0.0,40.6715379,-73.8647469,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01462498323,1.249265e-05,4,117296
"Census Tract 1208.03, Kings County, New York",464.0,2203.0, New York,047,120803,36047120803,Census Tract 1208.03, Kings County,8902,10897,155241.0,0.0,40.6716653,-73.8612583,35620.0,"New York-Newark-Jersey City, N",3.993209,4.0,0.02038285774,1.653393e-05,4,155241
"Census Tract 1210, Kings County, New York",1113.0,4203.0, New York,047,121000,36047121000,Census Tract 1210, Kings County,7724,9541,158707.0,0.0,40.6700908,-73.8722448,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01688565466,1.690281e-05,4,158708
"Census Tract 1214, Kings County, New York",1103.0,4342.0, New York,047,121400,36047121400,Census Tract 1214, Kings County,7733,9553,173354.0,0.0,40.6674943,-73.8651792,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01779472738,1.846188e-05,4,173353
"Census Tract 1220, Kings County, New York",1570.0,6091.0, New York,047,122000,36047122000,Census Tract 1220, Kings County,7728,9548,1090388.0,0.0,40.6637638,-73.8628672,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.06184811767,0.00011611872,4,1090391
"Census Tract 1237, Kings County, New York",983.0,7133.0, New York,047,123700,36047123700,Census Tract 1237, Kings County,10040,12135,321360.0,0.0,40.6967384,-73.9567404,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02426929401,3.423916e-05,4,321360
"Census Tract 1502, Kings County, New York",639.0,2608.0, New York,047,150200,36047150200,Census Tract 1502, Kings County,8082,9948,319296.0,0.0,40.6546407,-73.9812779,35620.0,"New York-Newark-Jersey City, N",3.916253,3.9,0.03517405108,3.399859e-05,4,319300
"Census Tract 1522, Kings County, New York",825.0,3629.0, New York,047,152200,36047152200,Census Tract 1522, Kings County,8077,9943,389861.0,0.0,40.6439736,-73.9671841,35620.0,"New York-Newark-Jersey City, N",2.011444,2.0,0.02864858752,4.150547e-05,2,389863
"Census Tract 165, New York County, New York",1671.0,6674.0, New York,061,016500,36061016500,Census Tract 165, New York County,8613,10570,204327.0,0.0,40.7823577,-73.9749988,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02034553052,2.179755e-05,2,204327
"Census Tract 166, New York County, New York",1043.0,6002.0, New York,061,016600,36061016600,Census Tract 166, New York County,8031,9895,174218.0,0.0,40.7893731,-73.9483928,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01789772208,1.858758e-05,4,174219
"Census Tract 167, New York County, New York",1431.0,6058.0, New York,061,016700,36061016700,Census Tract 167, New York County,8032,9896,196979.0,142852.0,40.7861484,-73.9838791,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.03493860685,3.625526e-05,2,339831
"Census Tract 168, New York County, New York",1061.0,5189.0, New York,061,016800,36061016800,Census Tract 168, New York County,8033,9897,199278.0,0.0,40.7910751,-73.9513565,35620.0,"New York-Newark-Jersey City, N",3.567157,3.6,0.01954223643,2.126162e-05,4,199278
"Census Tract 169, New York County, New York",1700.0,8272.0, New York,061,016900,36061016900,Census Tract 169, New York County,8424,10351,180003.0,0.0,40.7851959,-73.9731196,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01873324948,1.920343e-05,2,180002
"Census Tract 170, New York County, New York",1808.0,8100.0, New York,061,017000,36061017000,Census Tract 170, New York County,8034,9898,182917.0,0.0,40.7909025,-73.9421468,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01803521518,1.951596e-05,4,182917
"Census Tract 171, New York County, New York",2370.0,9168.0, New York,061,017100,36061017100,Census Tract 171, New York County,8035,9899,217834.0,195246.0,40.7888333,-73.9828254,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.03468081633,4.407174e-05,2,413081
"Census Tract 172, New York County, New York",1064.0,5120.0, New York,061,017200,36061017200,Census Tract 172, New York County,8648,10608,177939.0,0.0,40.793827,-73.9451333,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.018155255,1.89857e-05,4,177939
"Census Tract 173, New York County, New York",1724.0,7868.0, New York,061,017300,36061017300,Census Tract 173, New York County,8036,9900,178602.0,0.0,40.7877705,-73.9712361,35620.0,"New York-Newark-Jersey City, N",2.454163,2.5,0.01869179043,1.905475e-05,2,178602
"Census Tract 174.01, New York County, New York",885.0,4531.0, New York,061,017401,36061017401,Census Tract 174.01, New York County,8633,10592,100812.0,0.0,40.7948875,-73.948576,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01336160574,1.075672e-05,4,100813
"Census Tract 174.02, New York County, New York",572.0,2661.0, New York,061,017402,36061017402,Census Tract 174.02, New York County,8037,9901,50730.0,0.0,40.7968026,-73.9471624,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01011159053,5.41311e-06,4,50731
"Census Tract 175, New York County, New York",2395.0,10750.0, New York,061,017500,36061017500,Census Tract 175, New York County,8038,9902,216905.0,192617.0,40.7915227,-73.9798883,35620.0,"New York-Newark-Jersey City, N",2.126759,2.1,0.03470325472,4.369361e-05,2,409521
"Census Tract 177, New York County, New York",2267.0,9437.0, New York,061,017700,36061017700,Census Tract 177, New York County,8039,9903,174558.0,0.0,40.7903082,-73.969389,35620.0,"New York-Newark-Jersey City, N",2.687903,2.7,0.01854105497,1.862402e-05,3,174559
"Census Tract 178, New York County, New York",739.0,4278.0, New York,061,017800,36061017800,Census Tract 178, New York County,8040,9904,248850.0,209809.0,40.7935107,-73.9326073,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.03215696406,4.893788e-05,4,458659
"Census Tract 179, New York County, New York",2003.0,8916.0, New York,061,017900,36061017900,Census Tract 179, New York County,8656,10616,213907.0,189883.0,40.7944258,-73.9789459,35620.0,"New York-Newark-Jersey City, N",2.188391,2.2,0.03460627381,4.308398e-05,2,403792
"Census Tract 180, New York County, New York",1376.0,6324.0, New York,061,018000,36061018000,Census Tract 180, New York County,8635,10594,212522.0,0.0,40.7944017,-73.939595,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01932854128,2.267556e-05,4,212519
"Census Tract 181, New York County, New York",2013.0,8859.0, New York,061,018100,36061018100,Census Tract 181, New York County,8041,9905,138438.0,0.0,40.792556,-73.9677459,35620.0,"New York-Newark-Jersey City, N",2.768265,2.8,0.01726027901,1.477066e-05,3,138437
"Census Tract 182, New York County, New York",1612.0,7434.0, New York,061,018200,36061018200,Census Tract 182, New York County,8042,9906,176900.0,0.0,40.7983211,-73.9418511,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.0180804831,1.887602e-05,4,176899
"Census Tract 183, New York County, New York",1732.0,7963.0, New York,061,018300,36061018300,Census Tract 183, New York County,8043,9907,224323.0,187255.0,40.7967863,-73.9769266,35620.0,"New York-Newark-Jersey City, N",2.157015,2.2,0.03463901717,4.391628e-05,2,411577
"Census Tract 184, New York County, New York",1761.0,7387.0, New York,061,018400,36061018400,Census Tract 184, New York County,8044,9908,176581.0,0.0,40.7996841,-73.9450687,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.0180700307,1.884243e-05,4,176581
"Census Tract 185, New York County, New York",1198.0,4756.0, New York,061,018500,36061018500,Census Tract 185, New York County,8045,9909,130395.0,0.0,40.7944999,-73.9663637,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01696043551,1.391295e-05,3,130395
"Census Tract 186, New York County, New York",1160.0,6282.0, New York,061,018600,36061018600,Census Tract 186, New York County,8046,9910,121738.0,0.0,40.799106,-73.9497088,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01465301917,1.29904e-05,4,121740
"Census Tract 187, New York County, New York",2052.0,9524.0, New York,061,018700,36061018700,Census Tract 187, New York County,8612,10569,218111.0,185382.0,40.7994227,-73.9754109,35620.0,"New York-Newark-Jersey City, N",2.092357,2.1,0.03458938268,4.305551e-05,2,403495
"Census Tract 188, New York County, New York",795.0,4888.0, New York,061,018800,36061018800,Census Tract 188, New York County,8047,9911,148532.0,0.0,40.7975948,-73.9372599,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01650637964,1.584875e-05,4,148530
"Census Tract 189, New York County, New York",2685.0,11014.0, New York,061,018900,36061018900,Census Tract 189, New York County,8660,10620,265404.0,0.0,40.7973281,-73.9642508,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02175229907,2.831949e-05,3,265404
"Census Tract 190, New York County, New York",842.0,3790.0, New York,061,019000,36061019000,Census Tract 190, New York County,8649,10609,103795.0,0.0,40.8019615,-73.9476195,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01349995597,1.107604e-05,4,103795
"Census Tract 191, New York County, New York",1830.0,9124.0, New York,061,019100,36061019100,Census Tract 191, New York County,8179,10057,223477.0,177936.0,40.8015611,-73.9722959,35620.0,"New York-Newark-Jersey City, N",2.139659,2.1,0.03448225305,4.283477e-05,2,401411
"Census Tract 192, New York County, New York",971.0,4259.0, New York,061,019200,36061019200,Census Tract 192, New York County,8048,9912,189850.0,175645.0,40.7987751,-73.9294062,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02837996025,3.900122e-05,4,365499
"Census Tract 193, New York County, New York",1754.0,9896.0, New York,061,019300,36061019300,Census Tract 193, New York County,8049,9913,175714.0,0.0,40.8005051,-73.9619565,35620.0,"New York-Newark-Jersey City, N",2.955474,3.0,0.01857723364,1.875022e-05,3,175714
"Census Tract 194, New York County, New York",982.0,5982.0, New York,061,019400,36061019400,Census Tract 194, New York County,8050,9914,175057.0,0.0,40.8004651,-73.9351859,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01767391007,1.868e-05,4,175056
"Census Tract 195, New York County, New York",1557.0,7226.0, New York,061,019500,36061019500,Census Tract 195, New York County,8051,9915,218436.0,169837.0,40.804003,-73.9705048,35620.0,"New York-Newark-Jersey City, N",2.166702,2.2,0.03442052134,4.14342e-05,2,388272
"Census Tract 196, New York County, New York",637.0,4297.0, New York,061,019600,36061019600,Census Tract 196, New York County,8052,9916,177186.0,0.0,40.8028054,-73.9385762,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01810740643,1.890811e-05,4,177188
"Census Tract 197.02, New York County, New York",501.0,2720.0, New York,061,019702,36061019702,Census Tract 197.02, New York County,8054,9918,47397.0,0.0,40.802189,-73.9579879,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.00997299341,5.05778e-06,4,47397
"Census Tract 198, New York County, New York",468.0,2433.0, New York,061,019800,36061019800,Census Tract 198, New York County,8611,10568,225452.0,0.0,40.8043025,-73.9423627,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02145910886,2.405893e-05,4,225451
"Census Tract 199, New York County, New York",1248.0,8344.0, New York,061,019900,36061019900,Census Tract 199, New York County,8603,10557,226590.0,198119.0,40.806543,-73.9687765,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.03505957008,4.532408e-05,2,424707
"Census Tract 200, New York County, New York",630.0,3324.0, New York,061,020000,36061020000,Census Tract 200, New York County,8059,9923,129294.0,0.0,40.8057858,-73.9452337,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02144675824,1.37977e-05,4,129293
"Census Tract 201.01, New York County, New York",138.0,1759.0, New York,061,020101,36061020101,Census Tract 201.01, New York County,8637,10596,55126.0,0.0,40.8064355,-73.9602048,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01037187966,5.88289e-06,2,55126
"Census Tract 201.02, New York County, New York",746.0,4044.0, New York,061,020102,36061020102,Census Tract 201.02, New York County,8060,9924,83350.0,0.0,40.8050511,-73.9566329,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01167172374,8.89476e-06,4,83350
"Census Tract 203, New York County, New York",196.0,3834.0, New York,061,020300,36061020300,Census Tract 203, New York County,8061,9925,178225.0,0.0,40.808669,-73.9615617,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01884427636,1.902033e-05,2,178224
"Census Tract 205, New York County, New York",725.0,5287.0, New York,061,020500,36061020500,Census Tract 205, New York County,8659,10619,281121.0,381877.0,40.8105786,-73.9651393,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.03506607177,7.075889e-05,2,662996
"Census Tract 206, New York County, New York",626.0,3405.0, New York,061,020600,36061020600,Census Tract 206, New York County,8063,9927,148748.0,0.0,40.8082917,-73.9387853,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01629499572,1.587445e-05,4,148748
"Census Tract 207.01, New York County, New York",423.0,2825.0, New York,061,020701,36061020701,Census Tract 207.01, New York County,8663,10624,47273.0,0.0,40.8089775,-73.95846,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.00924712827,5.04516e-06,2,47274
"Census Tract 208, New York County, New York",956.0,5686.0, New York,061,020800,36061020800,Census Tract 208, New York County,8615,10572,148566.0,0.0,40.8096485,-73.942008,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01631397745,1.585547e-05,4,148567
"Census Tract 209.01, New York County, New York",788.0,3498.0, New York,061,020901,36061020901,Census Tract 209.01, New York County,8064,9928,115806.0,0.0,40.8115578,-73.9550032,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01524113341,1.235957e-05,4,115807
"Census Tract 121, Queens County, New York",449.0,1935.0, New York,081,012100,36081012100,Census Tract 121, Queens County,7863,9701,137900.0,0.0,40.7727587,-73.9035141,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01633752226,1.470903e-05,3,137900
"Census Tract 122, Queens County, New York",585.0,2933.0, New York,081,012200,36081012200,Census Tract 122, Queens County,8491,10425,210185.0,0.0,40.696497,-73.8310666,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01988237728,2.239381e-05,3,210183
"Census Tract 123.01, Queens County, New York",632.0,2917.0, New York,081,012301,36081012301,Census Tract 123.01, Queens County,8492,10426,591516.0,0.0,40.7757875,-73.8990845,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.03858494417,6.309656e-05,3,591516
"Census Tract 124, Queens County, New York",694.0,3101.0, New York,081,012400,36081012400,Census Tract 124, Queens County,8493,10427,197659.0,0.0,40.6952063,-73.8343035,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01887085967,2.105912e-05,3,197660
"Census Tract 125, Queens County, New York",355.0,1587.0, New York,081,012500,36081012500,Census Tract 125, Queens County,7666,9466,163049.0,0.0,40.7709267,-73.9156695,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02354023243,1.739109e-05,3,163049
"Census Tract 126.01, Queens County, New York",584.0,2749.0, New York,081,012601,36081012601,Census Tract 126.01, Queens County,9241,11280,150189.0,0.0,40.6936535,-73.8374117,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01798067284,1.600112e-05,3,150189
"Census Tract 126.02, Queens County, New York",639.0,2715.0, New York,081,012602,36081012602,Census Tract 126.02, Queens County,8494,10428,148974.0,0.0,40.6931695,-73.8407053,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01754205517,1.587164e-05,3,148975
"Census Tract 128, Queens County, New York",617.0,2187.0, New York,081,012800,36081012800,Census Tract 128, Queens County,9308,11350,159250.0,0.0,40.6982524,-73.8401182,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01789024977,1.696771e-05,3,159251
"Census Tract 130, Queens County, New York",388.0,1787.0, New York,081,013000,36081013000,Census Tract 130, Queens County,9323,11366,187692.0,0.0,40.7003482,-73.8378392,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02403698235,1.999855e-05,3,187691
"Census Tract 132, Queens County, New York",450.0,2112.0, New York,081,013200,36081013200,Census Tract 132, Queens County,8495,10429,192356.0,0.0,40.701294,-73.8343887,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02090326252,2.049577e-05,3,192355
"Census Tract 134, Queens County, New York",897.0,4253.0, New York,081,013400,36081013400,Census Tract 134, Queens County,8496,10430,190806.0,0.0,40.7052797,-73.8349794,35620.0,"New York-Newark-Jersey City, N",2.977334,3.0,0.02061230928,2.033211e-05,3,190808
"Census Tract 135, Queens County, New York",313.0,1236.0, New York,081,013500,36081013500,Census Tract 135, Queens County,8497,10431,135758.0,0.0,40.7706488,-73.898977,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01836134418,1.448011e-05,3,135758
"Census Tract 136, Queens County, New York",355.0,1866.0, New York,081,013600,36081013600,Census Tract 136, Queens County,8498,10432,151408.0,0.0,40.706597,-73.8286538,35620.0,"New York-Newark-Jersey City, N",2.959689,3.0,0.01924919608,1.613384e-05,3,151406
"Census Tract 137, Queens County, New York",465.0,1785.0, New York,081,013700,36081013700,Census Tract 137, Queens County,8499,10433,199933.0,0.0,40.7689714,-73.9049147,35620.0,"New York-Newark-Jersey City, N",3.289121,3.3,0.0262675221,2.132434e-05,4,199931
"Census Tract 138, Queens County, New York",919.0,3724.0, New York,081,013800,36081013800,Census Tract 138, Queens County,8500,10434,169755.0,0.0,40.7065798,-73.8251631,35620.0,"New York-Newark-Jersey City, N",2.971121,3.0,0.02629439887,1.808919e-05,3,169756
"Census Tract 140, Queens County, New York",738.0,3716.0, New York,081,014000,36081014000,Census Tract 140, Queens County,8501,10435,222107.0,0.0,40.7037257,-73.8290482,35620.0,"New York-Newark-Jersey City, N",2.999856,3.0,0.02454111576,2.366662e-05,3,222106
"Census Tract 141, Queens County, New York",383.0,1690.0, New York,081,014100,36081014100,Census Tract 141, Queens County,9220,11258,171071.0,0.0,40.7669906,-73.90669,35620.0,"New York-Newark-Jersey City, N",3.77248,3.8,0.02192478118,1.824556e-05,4,171070
"Census Tract 142.01, Queens County, New York",981.0,4541.0, New York,081,014201,36081014201,Census Tract 142.01, Queens County,9262,11302,210913.0,0.0,40.7009734,-73.8246417,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02021291786,2.247309e-05,3,210913
"Census Tract 142.02, Queens County, New York",579.0,2721.0, New York,081,014202,36081014202,Census Tract 142.02, Queens County,8502,10436,618133.0,0.0,40.6986663,-73.8203471,35620.0,"New York-Newark-Jersey City, N",3.000304,3.0,0.04019164619,6.586044e-05,3,618131
"Census Tract 143, Queens County, New York",754.0,3456.0, New York,081,014300,36081014300,Census Tract 143, Queens County,9311,11353,136506.0,0.0,40.7662996,-73.9115113,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01735747129,1.455891e-05,3,136506
