ct2010,count,NAME,income,population,state,county,tract,GEOID20,area_x,city,OBJECTID_1,OBJECTID,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,CBSA10,METRO_NAME,HRS2020,RHRS20,Shape_Leng,Shape_Area,EQINTER20,area_y,area_code
106.01,105,"Census Tract 106.01, Kings County, New York",567.0,2315.0, New York,47,10601,36047010601,Census Tract 106.01, Kings County,8894,10884,75434.0,0.0,40.6395396,-74.0071422,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01160933625,8.03039e-06,3,75435,106.01
106.01,105,"Census Tract 106.01, New York County, New York",1894.0,7238.0, New York,61,10601,36061010601,Census Tract 106.01, New York County,8651,10611,121959.0,130046.0,40.7570025,-73.960385,35620.0,"New York-Newark-Jersey City, N",1.0,1.0,0.0220010378,2.687364e-05,1,252004,106.01
106.02,56,"Census Tract 106.02, Kings County, New York",431.0,1952.0, New York,47,10602,36047010602,Census Tract 106.02, Kings County,8907,10903,75498.0,0.0,40.6382102,-74.0049387,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01161298972,8.03697e-06,3,75498,106.02
106.02,56,"Census Tract 106.02, New York County, New York",1079.0,4591.0, New York,61,10602,36061010602,Census Tract 106.02, New York County,8161,10037,124967.0,73073.0,40.7600894,-73.9582412,35620.0,"New York-Newark-Jersey City, N",3.724278,3.7,0.02135560463,2.112026e-05,4,198044,106.02
108.0,1107,"Census Tract 108, Queens County, New York",716.0,3137.0, New York,81,10800,36081010800,Census Tract 108, Queens County,9287,11328,157581.0,0.0,40.6886096,-73.8305968,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.0188046768,1.678738e-05,3,157581,108.0
110.0,1041,"Census Tract 110, Kings County, New York",503.0,2356.0, New York,47,11000,36047011000,Census Tract 110, Kings County,8359,10268,158059.0,0.0,40.6445789,-73.9927738,35620.0,"New York-Newark-Jersey City, N",3.995583,4.0,0.01749896876,1.682725e-05,4,158058,110.0
110.0,1041,"Census Tract 110, New York County, New York",1652.0,7630.0, New York,61,11000,36061011000,Census Tract 110, New York County,8162,10038,176517.0,0.0,40.7621475,-73.9631393,35620.0,"New York-Newark-Jersey City, N",3.334213,3.3,0.01773795408,1.882509e-05,4,176516,110.0
110.0,1041,"Census Tract 110, Queens County, New York",658.0,2846.0, New York,81,11000,36081011000,Census Tract 110, Queens County,8484,10418,165043.0,0.0,40.6873142,-73.8350142,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02028129558,1.758211e-05,3,165044,110.0
111.0,591,"Census Tract 111, New York County, New York",965.0,4720.0, New York,61,11100,36061011100,Census Tract 111, New York County,8666,10627,175464.0,0.0,40.7546475,-73.9953878,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01855961154,1.871077e-05,4,175464,111.0
111.0,591,"Census Tract 111, Queens County, New York",740.0,3164.0, New York,81,11100,36081011100,Census Tract 111, Queens County,7886,9725,150737.0,0.0,40.7787953,-73.9073131,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01753255764,1.607972e-05,3,150737,111.0
112.0,761,"Census Tract 112, Kings County, New York",1547.0,6088.0, New York,47,11200,36047011200,Census Tract 112, Kings County,8360,10269,171313.0,0.0,40.6422528,-73.9956749,35620.0,"New York-Newark-Jersey City, N",3.689055,3.7,0.01769882532,1.823784e-05,4,171313,112.0
112.0,761,"Census Tract 112, Queens County, New York",588.0,2275.0, New York,81,11200,36081011200,Census Tract 112, Queens County,8485,10419,189192.0,0.0,40.6841012,-73.8390726,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02038874004,2.015359e-05,3,189192,112.0
112.01,2330,"Census Tract 112.01, New York County, New York",301.0,985.0, New York,61,11201,36061011201,Census Tract 112.01, New York County,8632,10591,79536.0,0.0,40.7639781,-73.9753455,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.0119599631,8.48254e-06,2,79536,112.01
112.01,2330,"Census Tract 112.01, Richmond County, New York",1565.0,5913.0, New York,85,11201,36085011201,Census Tract 112.01, Richmond County,8600,10554,1607939.0,585976.0,40.5769871,-74.0867381,35620.0,"New York-Newark-Jersey City, N",3.749436,3.7,0.06921798129,0.00023334075,4,2193918,112.01
112.03,59,"Census Tract 112.03, New York County, New York",253.0,1228.0, New York,61,11203,36061011203,Census Tract 112.03, New York County,8163,10039,77947.0,0.0,40.7612444,-73.9689142,35620.0,"New York-Newark-Jersey City, N",1.341391,1.3,0.01187952392,8.31278e-06,1,77947,112.03
112.03,59,"Census Tract 112.03, Richmond County, New York",1606.0,6237.0, New York,85,11203,36085011203,Census Tract 112.03, Richmond County,8215,10101,1001598.0,0.0,40.5737677,-74.0973899,35620.0,"New York-Newark-Jersey City, N",3.607967,3.6,0.05492553763,0.00010652141,4,1001597,112.03
113.0,504,"Census Tract 113, Queens County, New York",894.0,4326.0, New York,81,11300,36081011300,Census Tract 113, Queens County,8486,10420,178676.0,0.0,40.7762579,-73.9084659,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01947896627,1.905939e-05,3,178676,113.0
114.0,579,"Census Tract 114, Kings County, New York",786.0,3846.0, New York,47,11400,36047011400,Census Tract 114, Kings County,8361,10270,167792.0,0.0,40.6394233,-73.9992118,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01764876508,1.786235e-05,3,167793,114.0
114.0,579,"Census Tract 114, Queens County, New York",342.0,1323.0, New York,81,11400,36081011400,Census Tract 114, Queens County,9296,11337,119157.0,0.0,40.6879308,-73.8418285,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01548391282,1.26938e-05,3,119156,114.0
114.01,685,"Census Tract 114.01, New York County, New York",294.0,1129.0, New York,61,11401,36061011401,Census Tract 114.01, New York County,7997,9856,98508.0,0.0,40.7648402,-73.9704939,35620.0,"New York-Newark-Jersey City, N",1.0,1.0,0.01316223265,1.050607e-05,1,98508,114.01
114.01,685,"Census Tract 114.01, Richmond County, New York",875.0,2960.0, New York,85,11401,36085011401,Census Tract 114.01, Richmond County,8181,10059,526892.0,0.0,40.5857439,-74.0990981,35620.0,"New York-Newark-Jersey City, N",3.002528,3.0,0.03117083083,5.604512e-05,3,526886,114.01
114.02,1082,"Census Tract 114.02, New York County, New York",384.0,2087.0, New York,61,11402,36061011402,Census Tract 114.02, New York County,7998,9857,98800.0,0.0,40.7634831,-73.9672789,35620.0,"New York-Newark-Jersey City, N",1.0,1.0,0.01318444995,1.053679e-05,1,98798,114.02
114.02,1082,"Census Tract 114.02, Richmond County, New York",892.0,3524.0, New York,85,11402,36085011402,Census Tract 114.02, Richmond County,8182,10060,579280.0,0.0,40.5811925,-74.1049524,35620.0,"New York-Newark-Jersey City, N",3.000666,3.0,0.03356139269,6.161408e-05,3,579280,114.02
115.0,516,"Census Tract 115, New York County, New York",508.0,3538.0, New York,61,11500,36061011500,Census Tract 115, New York County,7999,9858,175590.0,0.0,40.7571679,-73.9935486,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.0185681557,1.872477e-05,4,175589,115.0
115.0,516,"Census Tract 115, Queens County, New York",511.0,2486.0, New York,81,11500,36081011500,Census Tract 115, Queens County,8488,10422,185559.0,0.0,40.7744206,-73.9133464,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01889429803,1.979281e-05,3,185557,115.0
115.02,280,"Census Tract 115.02, Bronx County, New York",992.0,4297.0, New York,5,11502,36005011502,Census Tract 115.02, Bronx County,8810,10785,336295.0,10032.0,40.8200657,-73.8865202,35620.0,"New York-Newark-Jersey City, N",3.041843,3.0,0.02511346612,3.696626e-05,3,346325,115.02
116.0,798,"Census Tract 116, Kings County, New York",838.0,3510.0, New York,47,11600,36047011600,Census Tract 116, Kings County,8362,10271,160266.0,0.0,40.6358731,-74.0036488,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01886391803,1.70602e-05,3,160267,116.0
116.0,798,"Census Tract 116, New York County, New York",706.0,3827.0, New York,61,11600,36061011600,Census Tract 116, New York County,8624,10582,195583.0,132931.0,40.7625331,-73.9557917,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02565288311,3.503609e-05,4,328518,116.0
116.0,798,"Census Tract 116, Queens County, New York",451.0,1951.0, New York,81,11600,36081011600,Census Tract 116, Queens County,7857,9694,136938.0,0.0,40.6887757,-73.8388054,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01817687379,1.458832e-05,3,136938,116.0
117.0,1271,"Census Tract 117, Kings County, New York",676.0,2949.0, New York,47,11700,36047011700,Census Tract 117, Kings County,8363,10272,201195.0,0.0,40.6685626,-73.9933107,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01837972103,2.142732e-05,4,201195,117.0
117.0,1271,"Census Tract 117, Queens County, New York",648.0,3706.0, New York,81,11700,36081011700,Census Tract 117, Queens County,8489,10423,212827.0,0.0,40.7722297,-73.9104558,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02051768792,2.270079e-05,3,212826,117.0
118.0,1620,"Census Tract 118, Kings County, New York",453.0,1951.0, New York,47,11800,36047011800,Census Tract 118, Kings County,9707,11770,219234.0,0.0,40.6351044,-74.0114899,35620.0,"New York-Newark-Jersey City, N",3.079781,3.1,0.02592236527,2.333667e-05,3,219231,118.0
118.0,1620,"Census Tract 118, Bronx County, New York",1083.0,5645.0, New York,5,11800,36005011800,Census Tract 118, Bronx County,8255,10158,989676.0,2876319.0,40.8097065,-73.8001663,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.09409096832,0.00041258714,3,3865990,118.0
118.0,1620,"Census Tract 118, New York County, New York",1918.0,9054.0, New York,61,11800,36061011800,Census Tract 118, New York County,8657,10617,176760.0,0.0,40.7652748,-73.9608554,35620.0,"New York-Newark-Jersey City, N",3.30985,3.3,0.01774004244,1.885208e-05,4,176761,118.0
118.0,1620,"Census Tract 118, Queens County, New York",498.0,2398.0, New York,81,11800,36081011800,Census Tract 118, Queens County,8490,10424,157091.0,0.0,40.6906515,-73.8338967,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02467598727,1.673554e-05,3,157090,118.0
119.0,867,"Census Tract 119, Bronx County, New York",1148.0,5399.0, New York,5,11900,36005011900,Census Tract 119, Bronx County,8304,10212,166999.0,0.0,40.8232738,-73.889572,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01726945713,1.782593e-05,4,166996,119.0
119.0,867,"Census Tract 119, Queens County, New York",263.0,1419.0, New York,81,11900,36081011900,Census Tract 119, Queens County,9325,11368,111475.0,0.0,40.7712054,-73.9060641,35620.0,"New York-Newark-Jersey City, N",3.742583,3.7,0.01441268974,1.189009e-05,4,111474,119.0
120.0,785,"Census Tract 120, Kings County, New York",340.0,1327.0, New York,47,12000,36047012000,Census Tract 120, Kings County,8364,10273,193342.0,0.0,40.6327817,-74.0117295,35620.0,"New York-Newark-Jersey City, N",3.652869,3.7,0.02453426836,2.058015e-05,4,193343,120.0
120.0,785,"Census Tract 120, New York County, New York",797.0,3103.0, New York,61,12000,36061012000,Census Tract 120, New York County,8000,9860,173024.0,0.0,40.7669264,-73.9647673,35620.0,"New York-Newark-Jersey City, N",1.0,1.0,0.0178337711,1.845402e-05,1,173025,120.0
120.0,785,"Census Tract 120, Queens County, New York",497.0,2485.0, New York,81,12000,36081012000,Census Tract 120, Queens County,7888,9727,144523.0,0.0,40.6915009,-73.8286536,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01594580092,1.539696e-05,3,144523,120.0
121.0,2164,"Census Tract 121, Kings County, New York",415.0,1968.0, New York,47,12100,36047012100,Census Tract 121, Kings County,8365,10274,148056.0,0.0,40.671479,-73.991049,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01662976193,1.576862e-05,4,148055,121.0
121.0,2164,"Census Tract 121, Queens County, New York",449.0,1935.0, New York,81,12100,36081012100,Census Tract 121, Queens County,7863,9701,137900.0,0.0,40.7727587,-73.9035141,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01633752226,1.470903e-05,3,137900,121.0
121.0,2164,"Census Tract 121, Richmond County, New York",913.0,2912.0, New York,85,12100,36085012100,Census Tract 121, Richmond County,8183,10061,741984.0,0.0,40.6258789,-74.1096443,35620.0,"New York-Newark-Jersey City, N",1.998648,2.0,0.03508795156,7.897144e-05,2,741981,121.0
121.01,237,"Census Tract 121.01, Bronx County, New York",698.0,3072.0, New York,5,12101,36005012101,Census Tract 121.01, Bronx County,8764,10738,115615.0,0.0,40.8282758,-73.8888941,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01419603708,1.234218e-05,4,115615,121.01
121.01,237,"Census Tract 121.01, New York County, New York",358.0,2926.0, New York,61,12101,36061012101,Census Tract 121.01, New York County,8956,10958,89046.0,0.0,40.7591106,-73.9902796,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.0124949935,9.49613e-06,4,89046,121.01
121.02,44,"Census Tract 121.02, Bronx County, New York",369.0,1338.0, New York,5,12102,36005012102,Census Tract 121.02, Bronx County,8256,10159,49643.0,0.0,40.8260035,-73.8879696,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01319733874,5.29919e-06,4,49642,121.02
121.02,44,"Census Tract 121.02, New York County, New York",982.0,4735.0, New York,61,12102,36061012102,Census Tract 121.02, New York County,10015,12108,89113.0,0.0,40.7603073,-73.99312,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01250197828,9.50339e-06,4,89112,121.02
122.0,2380,"Census Tract 122, Kings County, New York",1063.0,5144.0, New York,47,12200,36047012200,Census Tract 122, Kings County,9649,11709,181661.0,0.0,40.638166,-74.0175772,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01802039501,1.933822e-05,3,181661,122.0
122.0,2380,"Census Tract 122, Queens County, New York",585.0,2933.0, New York,81,12200,36081012200,Census Tract 122, Queens County,8491,10425,210185.0,0.0,40.696497,-73.8310666,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01988237728,2.239381e-05,3,210183,122.0
122.0,2380,"Census Tract 122, New York County, New York",803.0,2608.0, New York,61,12200,36061012200,Census Tract 122, New York County,8676,10637,172615.0,0.0,40.7682812,-73.9679849,35620.0,"New York-Newark-Jersey City, N",1.0,1.0,0.01781692572,1.841089e-05,1,172617,122.0
122.0,2380,"Census Tract 122, Richmond County, New York",937.0,4022.0, New York,85,12200,36085012200,Census Tract 122, Richmond County,8599,10553,827812.0,0.0,40.5759718,-74.1114581,35620.0,"New York-Newark-Jersey City, N",2.478525,2.5,0.03924537768,8.804217e-05,2,827814,122.0
123.0,225,"Census Tract 123, Bronx County, New York",957.0,4371.0, New York,5,12300,36005012300,Census Tract 123, Bronx County,8257,10160,303327.0,0.0,40.830115,-73.8860075,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.03687683166,3.238124e-05,4,303329,123.0
123.01,780,"Census Tract 123.01, Queens County, New York",632.0,2917.0, New York,81,12301,36081012301,Census Tract 123.01, Queens County,8492,10426,591516.0,0.0,40.7757875,-73.8990845,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.03858494417,6.309656e-05,3,591516,123.01
124.0,536,"Census Tract 124, Queens County, New York",694.0,3101.0, New York,81,12400,36081012400,Census Tract 124, Queens County,8493,10427,197659.0,0.0,40.6952063,-73.8343035,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01887085967,2.105912e-05,3,197660,124.0
124.0,536,"Census Tract 124, New York County, New York",2380.0,10626.0, New York,61,12400,36061012400,Census Tract 124, New York County,8001,9861,171573.0,75103.0,40.7660559,-73.9529175,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02362489401,2.630932e-05,4,246678,124.0
125.0,1416,"Census Tract 125, Bronx County, New York",917.0,3859.0, New York,5,12500,36005012500,Census Tract 125, Bronx County,8258,10161,169640.0,0.0,40.828636,-73.8935227,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01829336356,1.810947e-05,4,169639,125.0
125.0,1416,"Census Tract 125, Queens County, New York",355.0,1587.0, New York,81,12500,36081012500,Census Tract 125, Queens County,7666,9466,163049.0,0.0,40.7709267,-73.9156695,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02354023243,1.739109e-05,3,163049,125.0
125.0,1416,"Census Tract 125, Richmond County, New York",753.0,3103.0, New York,85,12500,36085012500,Census Tract 125, Richmond County,8184,10062,461075.0,0.0,40.6286776,-74.1188468,35620.0,"New York-Newark-Jersey City, N",2.553943,2.6,0.03335387321,4.90761e-05,3,461078,125.0
126.0,538,"Census Tract 126, Kings County, New York",599.0,2799.0, New York,47,12600,36047012600,Census Tract 126, Kings County,8208,10093,235982.0,0.0,40.634819,-74.0190415,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02355173256,2.511966e-05,2,235982,126.0
126.01,386,"Census Tract 126.01, Queens County, New York",584.0,2749.0, New York,81,12601,36081012601,Census Tract 126.01, Queens County,9241,11280,150189.0,0.0,40.6936535,-73.8374117,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01798067284,1.600112e-05,3,150189,126.01
126.01,386,"Census Tract 126.01, New York County, New York",1609.0,6791.0, New York,61,12601,36061012601,Census Tract 126.01, New York County,10001,12087,94351.0,0.0,40.7679933,-73.9574068,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01318999184,1.00632e-05,4,94351,126.01
126.02,428,"Census Tract 126.02, Queens County, New York",639.0,2715.0, New York,81,12602,36081012602,Census Tract 126.02, Queens County,8494,10428,148974.0,0.0,40.6931695,-73.8407053,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01754205517,1.587164e-05,3,148975,126.02
126.02,428,"Census Tract 126.02, New York County, New York",1582.0,5076.0, New York,61,12602,36061012602,Census Tract 126.02, New York County,9999,12085,89311.0,0.0,40.7689663,-73.9597087,35620.0,"New York-Newark-Jersey City, N",2.56828,2.6,0.01290889927,9.52582e-06,3,89311,126.02
127.0,517,"Census Tract 127, Kings County, New York",779.0,4066.0, New York,47,12700,36047012700,Census Tract 127, Kings County,8366,10275,163391.0,0.0,40.6817476,-73.9828507,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01699802528,1.740446e-05,4,163390,127.0
127.0,517,"Census Tract 127, New York County, New York",1010.0,6783.0, New York,61,12700,36061012700,Census Tract 127, New York County,8011,9873,174025.0,0.0,40.762237,-73.9898561,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01851912627,1.855933e-05,4,174024,127.0
127.01,167,"Census Tract 127.01, Bronx County, New York",495.0,2046.0, New York,5,12701,36005012701,Census Tract 127.01, Bronx County,8259,10162,108718.0,0.0,40.8256346,-73.8923283,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.0170130551,1.160544e-05,4,108718,127.01
128.0,584,"Census Tract 128, Queens County, New York",617.0,2187.0, New York,81,12800,36081012800,Census Tract 128, Queens County,9308,11350,159250.0,0.0,40.6982524,-73.8401182,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01789024977,1.696771e-05,3,159251,128.0
128.0,584,"Census Tract 128, New York County, New York",1437.0,5029.0, New York,61,12800,36061012800,Census Tract 128, New York County,8012,9874,178793.0,0.0,40.7713809,-73.9615172,35620.0,"New York-Newark-Jersey City, N",1.0,1.0,0.01820522504,1.907061e-05,1,178794,128.0
128.01,219,"Census Tract 128.01, Kings County, New York",510.0,2279.0, New York,47,12801,36047012801,Census Tract 128.01, Kings County,9619,11679,114974.0,0.0,40.6308009,-74.0133027,35620.0,"New York-Newark-Jersey City, N",2.156169,2.2,0.01549567719,1.223801e-05,2,114975,128.01
128.04,1420,"Census Tract 128.04, Richmond County, New York",1115.0,4096.0, New York,85,12804,36085012804,Census Tract 128.04, Richmond County,8185,10063,897166.0,342703.0,40.5626143,-74.1008025,35620.0,"New York-Newark-Jersey City, N",3.985163,4.0,0.05769599612,0.00013184227,4,1239873,128.04
128.05,1216,"Census Tract 128.05, Richmond County, New York",688.0,2534.0, New York,85,12805,36085012805,Census Tract 128.05, Richmond County,8708,10674,1006608.0,344653.0,40.5528682,-74.1153369,35620.0,"New York-Newark-Jersey City, N",3.867488,3.9,0.06026613039,0.00014366483,4,1351260,128.05
128.06,1230,"Census Tract 128.06, Richmond County, New York",1307.0,5304.0, New York,85,12806,36085012806,Census Tract 128.06, Richmond County,7933,9776,1319470.0,580167.0,40.557671,-74.1076715,35620.0,"New York-Newark-Jersey City, N",3.640686,3.6,0.06337493534,0.00020198286,4,1899634,128.06
129.01,491,"Census Tract 129.01, Kings County, New York",477.0,2246.0, New York,47,12901,36047012901,Census Tract 129.01, Kings County,8367,10276,128568.0,0.0,40.6816216,-73.9786547,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01581801027,1.369524e-05,4,128569,129.01
129.01,491,"Census Tract 129.01, Bronx County, New York",1110.0,4677.0, New York,5,12901,36005012901,Census Tract 129.01, Bronx County,9963,12049,156375.0,0.0,40.8226294,-73.8987339,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02362279836,1.669203e-05,4,156375,129.01
129.02,313,"Census Tract 129.02, Kings County, New York",511.0,2724.0, New York,47,12902,36047012902,Census Tract 129.02, Kings County,8368,10277,135381.0,0.0,40.6809277,-73.9760597,35620.0,"New York-Newark-Jersey City, N",3.648429,3.6,0.01821055887,1.442066e-05,4,135380,129.02
130.0,1290,"Census Tract 130, Kings County, New York",964.0,4416.0, New York,47,13000,36047013000,Census Tract 130, Kings County,7729,9549,176432.0,0.0,40.6325873,-74.0213843,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01780886022,1.878014e-05,2,176432,130.0
130.0,1290,"Census Tract 130, Bronx County, New York",275.0,1462.0, New York,5,13000,36005013000,Census Tract 130, Bronx County,8788,10762,116144.0,0.0,40.8193055,-73.8147485,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02148140244,1.239685e-05,3,116143,130.0
130.0,1290,"Census Tract 130, Queens County, New York",388.0,1787.0, New York,81,13000,36081013000,Census Tract 130, Queens County,9323,11366,187692.0,0.0,40.7003482,-73.8378392,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02403698235,1.999855e-05,3,187691,130.0
130.0,1290,"Census Tract 130, New York County, New York",929.0,3581.0, New York,61,13000,36061013000,Census Tract 130, New York County,8013,9875,178226.0,0.0,40.7727364,-73.9647332,35620.0,"New York-Newark-Jersey City, N",1.0,1.0,0.01818568418,1.901035e-05,1,178226,130.0
131.0,870,"Census Tract 131, Kings County, New York",964.0,4267.0, New York,47,13100,36047013100,Census Tract 131, Kings County,8369,10278,156395.0,0.0,40.6777175,-73.9796019,35620.0,"New York-Newark-Jersey City, N",3.742074,3.7,0.01717124706,1.665846e-05,4,156396,131.0
131.0,870,"Census Tract 131, Bronx County, New York",1074.0,5221.0, New York,5,13100,36005013100,Census Tract 131, Bronx County,7617,9397,230967.0,0.0,40.8259541,-73.8978983,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02122224983,2.465549e-05,4,230968,131.0
132.0,2094,"Census Tract 132, Kings County, New York",541.0,2299.0, New York,47,13200,36047013200,Census Tract 132, Kings County,8370,10279,155778.0,0.0,40.6279744,-74.0156708,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.019901221,1.658046e-05,2,155778,132.0
132.0,2094,"Census Tract 132, Bronx County, New York",1874.0,7367.0, New York,5,13200,36005013200,Census Tract 132, Bronx County,8789,10763,604268.0,925089.0,40.8151962,-73.8170505,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.05993168639,0.0001632226,3,1529354,132.0
132.0,2094,"Census Tract 132, Queens County, New York",450.0,2112.0, New York,81,13200,36081013200,Census Tract 132, Queens County,8495,10429,192356.0,0.0,40.701294,-73.8343887,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02090326252,2.049577e-05,3,192355,132.0
132.01,557,"Census Tract 132.01, New York County, New York",321.0,2614.0, New York,61,13201,36061013201,Census Tract 132.01, New York County,10008,12096,78040.0,92932.0,40.7686024,-73.9508486,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02396341929,1.823547e-05,4,170972,132.01
132.01,557,"Census Tract 132.01, Richmond County, New York",399.0,1347.0, New York,85,13201,36085013201,Census Tract 132.01, Richmond County,8616,10573,469586.0,0.0,40.5647779,-74.1225721,35620.0,"New York-Newark-Jersey City, N",2.031059,2.0,0.03287927699,4.993428e-05,2,469583,132.01
132.03,1654,"Census Tract 132.03, New York County, New York",1284.0,4717.0, New York,61,13203,36061013203,Census Tract 132.03, New York County,8963,10965,53877.0,0.0,40.7708902,-73.9522736,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.00971871789,5.74654e-06,4,53876,132.03
132.03,1654,"Census Tract 132.03, Richmond County, New York",1703.0,5986.0, New York,85,13203,36085013203,Census Tract 132.03, Richmond County,8186,10064,1027708.0,5153.0,40.5490558,-74.1423045,35620.0,"New York-Newark-Jersey City, N",2.115273,2.1,0.04792045175,0.00010980751,2,1032861,132.03
132.04,1502,"Census Tract 132.04, Richmond County, New York",1229.0,4809.0, New York,85,13204,36085013204,Census Tract 132.04, Richmond County,8187,10065,1045193.0,0.0,40.5594209,-74.1302418,35620.0,"New York-Newark-Jersey City, N",2.415577,2.4,0.04908190576,0.00011113421,2,1045191,132.04
133.0,789,"Census Tract 133, Kings County, New York",1088.0,4465.0, New York,47,13300,36047013300,Census Tract 133, Kings County,9761,11824,148492.0,0.0,40.6751824,-73.9813092,35620.0,"New York-Newark-Jersey City, N",3.543602,3.5,0.01680537324,1.581587e-05,4,148491,133.0
133.0,789,"Census Tract 133, Bronx County, New York",1475.0,5785.0, New York,5,13300,36005013300,Census Tract 133, Bronx County,7601,9381,161170.0,0.0,40.8228225,-73.9034849,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01834947715,1.720387e-05,4,161170,133.0
133.0,789,"Census Tract 133, New York County, New York",744.0,6235.0, New York,61,13300,36061013300,Census Tract 133, New York County,8014,9876,174355.0,0.0,40.7647381,-73.9880352,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01852561531,1.859527e-05,4,174355,133.0
133.01,17,"Census Tract 133.01, Richmond County, New York",271.0,1067.0, New York,85,13301,36085013301,Census Tract 133.01, Richmond County,8675,10636,67337.0,0.0,40.6355984,-74.1189103,35620.0,"New York-Newark-Jersey City, N",3.969993,4.0,0.01088516644,7.16789e-06,4,67337,133.01
133.02,942,"Census Tract 133.02, Richmond County, New York",836.0,3320.0, New York,85,13302,36085013302,Census Tract 133.02, Richmond County,8188,10066,849327.0,0.0,40.6358875,-74.1235004,35620.0,"New York-Newark-Jersey City, N",3.468093,3.5,0.04949416421,9.040984e-05,4,849326,133.02
134.0,2343,"Census Tract 134, Kings County, New York",948.0,4163.0, New York,47,13400,36047013400,Census Tract 134, Kings County,8371,10280,268233.0,0.0,40.6295241,-74.0202705,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02720566477,2.855037e-05,2,268232,134.0
134.0,2343,"Census Tract 134, Queens County, New York",897.0,4253.0, New York,81,13400,36081013400,Census Tract 134, Queens County,8496,10430,190806.0,0.0,40.7052797,-73.8349794,35620.0,"New York-Newark-Jersey City, N",2.977334,3.0,0.02061230928,2.033211e-05,3,190808,134.0
134.0,2343,"Census Tract 134, New York County, New York",1978.0,10759.0, New York,61,13400,36061013400,Census Tract 134, New York County,8015,9877,181769.0,0.0,40.7717015,-73.9561657,35620.0,"New York-Newark-Jersey City, N",3.326691,3.3,0.01797525085,1.938811e-05,4,181770,134.0
