ct2010,count,NAME,income,population,state,county,tract,GEOID20,area_x,city,OBJECTID_1,OBJECTID,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,CBSA10,METRO_NAME,HRS2020,RHRS20,Shape_Leng,Shape_Area,EQINTER20,area_y,area_code
389.0,663,"Census Tract 389, Bronx County, New York",990.0,5331.0, New York,5,38900,36005038900,Census Tract 389, Bronx County,7840,9677,170345.0,0.0,40.8564,-73.8849976,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01736992783,1.819227e-05,4,170344,389.0
390.0,825,"Census Tract 390, Kings County, New York",595.0,2486.0, New York,47,39000,36047039000,Census Tract 390, Kings County,9488,11548,173850.0,0.0,40.5929692,-73.9644265,35620.0,"New York-Newark-Jersey City, N",3.902164,3.9,0.02117222733,1.849434e-05,4,173849,390.0
390.0,825,"Census Tract 390, Bronx County, New York",577.0,2853.0, New York,5,39000,36005039000,Census Tract 390, Bronx County,7568,9347,181646.0,0.0,40.8812352,-73.86076,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01875736373,1.940649e-05,4,181647,390.0
391.0,607,"Census Tract 391, Kings County, New York",539.0,3536.0, New York,47,39100,36047039100,Census Tract 391, Kings County,9489,11549,166173.0,0.0,40.699795,-73.933655,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02009375565,1.770574e-05,4,166174,391.0
391.0,607,"Census Tract 391, Bronx County, New York",1751.0,7559.0, New York,5,39100,36005039100,Census Tract 391, Bronx County,7841,9678,205723.0,0.0,40.8531197,-73.8871234,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01861659438,2.19697e-05,4,205725,391.0
392.0,546,"Census Tract 392, Kings County, New York",793.0,3108.0, New York,47,39200,36047039200,Census Tract 392, Kings County,9552,11612,174602.0,0.0,40.5958499,-73.9630396,35620.0,"New York-Newark-Jersey City, N",3.240444,3.2,0.01729934346,1.857518e-05,3,174601,392.0
392.0,546,"Census Tract 392, Bronx County, New York",307.0,1648.0, New York,5,39200,36005039200,Census Tract 392, Bronx County,7842,9679,96134.0,0.0,40.8832885,-73.8647381,35620.0,"New York-Newark-Jersey City, N",3.011889,3.0,0.01297639054,1.027078e-05,3,96133,392.0
393.0,633,"Census Tract 393, Kings County, New York",680.0,4012.0, New York,47,39300,36047039300,Census Tract 393, Kings County,9490,11550,189603.0,0.0,40.695628,-73.9300045,35620.0,"New York-Newark-Jersey City, N",3.591836,3.6,0.02239162209,2.020072e-05,4,189602,393.0
393.0,633,"Census Tract 393, Bronx County, New York",1953.0,8150.0, New York,5,39300,36005039300,Census Tract 393, Bronx County,7843,9680,181720.0,0.0,40.8524976,-73.8831437,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02276001996,1.940599e-05,4,181720,393.0
394.0,1369,"Census Tract 394, Kings County, New York",559.0,2240.0, New York,47,39400,36047039400,Census Tract 394, Kings County,9809,11876,192099.0,0.0,40.598493,-73.9650691,35620.0,"New York-Newark-Jersey City, N",2.909514,2.9,0.02240280549,2.043749e-05,3,192099,394.0
394.0,1369,"Census Tract 394, Bronx County, New York",1221.0,5369.0, New York,5,39400,36005039400,Census Tract 394, Bronx County,7844,9681,145219.0,0.0,40.8864792,-73.8633993,35620.0,"New York-Newark-Jersey City, N",3.019644,3.0,0.01733301884,1.551603e-05,3,145220,394.0
394.0,1369,"Census Tract 394, Queens County, New York",689.0,2884.0, New York,81,39400,36081039400,Census Tract 394, Queens County,10059,12156,348243.0,0.0,40.6896398,-73.7587786,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.03414234892,3.709919e-05,3,348240,394.0
395.0,866,"Census Tract 395, Kings County, New York",547.0,3958.0, New York,47,39500,36047039500,Census Tract 395, Kings County,9530,11590,159720.0,0.0,40.6929683,-73.9247375,35620.0,"New York-Newark-Jersey City, N",3.440146,3.4,0.01887391729,1.701636e-05,4,159720,395.0
395.0,866,"Census Tract 395, Bronx County, New York",923.0,4157.0, New York,5,39500,36005039500,Census Tract 395, Bronx County,9987,12073,409402.0,0.0,40.8481986,-73.8966814,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.036191222,4.371751e-05,4,409401,395.0
396.0,934,"Census Tract 396, Kings County, New York",458.0,1910.0, New York,47,39600,36047039600,Census Tract 396, Kings County,9532,11592,163301.0,0.0,40.5973496,-73.9697067,35620.0,"New York-Newark-Jersey City, N",3.187978,3.2,0.01729047161,1.737352e-05,3,163303,396.0
396.0,934,"Census Tract 396, Bronx County, New York",980.0,4519.0, New York,5,39600,36005039600,Census Tract 396, Bronx County,8779,10753,223225.0,0.0,40.8844238,-73.8589556,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02012423298,2.384975e-05,4,223225,396.0
397.0,538,"Census Tract 397, Kings County, New York",729.0,3342.0, New York,47,39700,36047039700,Census Tract 397, Kings County,9533,11593,159173.0,0.0,40.6889485,-73.91914,35620.0,"New York-Newark-Jersey City, N",3.141263,3.1,0.02148816452,1.69573e-05,3,159175,397.0
397.0,538,"Census Tract 397, Bronx County, New York",163.0,3603.0, New York,5,39700,36005039700,Census Tract 397, Bronx County,7845,9682,525250.0,0.0,40.8618442,-73.885433,35620.0,"New York-Newark-Jersey City, N",3.650855,3.7,0.03528240584,5.610007e-05,4,525254,397.0
398.0,1379,"Census Tract 398, Kings County, New York",676.0,2845.0, New York,47,39800,36047039800,Census Tract 398, Kings County,9534,11594,202902.0,0.0,40.5954468,-73.9755124,35620.0,"New York-Newark-Jersey City, N",3.938352,3.9,0.02351055092,2.158568e-05,4,202901,398.0
398.0,1379,"Census Tract 398, Bronx County, New York",863.0,4152.0, New York,5,39800,36005039800,Census Tract 398, Bronx County,8309,10217,201856.0,0.0,40.882697,-73.8534698,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01905626103,2.156609e-05,4,201856,398.0
398.0,1379,"Census Tract 398, Queens County, New York",374.0,1695.0, New York,81,39800,36081039800,Census Tract 398, Queens County,10060,12157,200591.0,0.0,40.6945622,-73.7648097,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02162157959,2.137113e-05,3,200590,398.0
399.0,732,"Census Tract 399, Kings County, New York",674.0,4229.0, New York,47,39900,36047039900,Census Tract 399, Kings County,9535,11595,151244.0,0.0,40.6902355,-73.9175528,35620.0,"New York-Newark-Jersey City, N",3.363866,3.4,0.02112918446,1.611266e-05,4,151244,399.0
399.01,169,"Census Tract 399.01, Bronx County, New York",1253.0,5639.0, New York,5,39901,36005039901,Census Tract 399.01, Bronx County,9931,12009,151654.0,0.0,40.8635111,-73.8936406,35620.0,"New York-Newark-Jersey City, N",2.177451,2.2,0.01724631883,1.619779e-05,2,151653,399.01
399.01,169,"Census Tract 399.01, Queens County, New York",462.0,2475.0, New York,81,39901,36081039901,Census Tract 399.01, Queens County,9121,11149,106061.0,0.0,40.7507591,-73.8533419,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01363581267,1.130926e-05,4,106061,399.01
399.02,135,"Census Tract 399.02, Bronx County, New York",1323.0,5574.0, New York,5,39902,36005039902,Census Tract 399.02, Bronx County,7846,9683,121399.0,0.0,40.8604238,-73.8947649,35620.0,"New York-Newark-Jersey City, N",3.00515,3.0,0.0163059602,1.296596e-05,3,121400,399.02
399.02,135,"Census Tract 399.02, Queens County, New York",310.0,1391.0, New York,81,39902,36081039902,Census Tract 399.02, Queens County,8529,10468,63605.0,0.0,40.7535594,-73.8539819,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01059454254,6.78246e-06,4,63605,399.02
400.0,859,"Census Tract 400, Kings County, New York",765.0,2906.0, New York,47,40000,36047040000,Census Tract 400, Kings County,9536,11596,192000.0,0.0,40.5978088,-73.9761352,35620.0,"New York-Newark-Jersey City, N",3.015461,3.0,0.02244065119,2.042672e-05,3,192000,400.0
400.0,859,"Census Tract 400, Queens County, New York",363.0,1509.0, New York,81,40000,36081040000,Census Tract 400, Queens County,9243,11282,196301.0,0.0,40.6981476,-73.7648635,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01991884524,2.091517e-05,3,196300,400.0
401.0,1096,"Census Tract 401, Kings County, New York",641.0,3203.0, New York,47,40100,36047040100,Census Tract 401, Kings County,9710,11773,159583.0,0.0,40.686459,-73.9127405,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01679088852,1.700025e-05,3,159584,401.0
401.0,1096,"Census Tract 401, Bronx County, New York",988.0,4597.0, New York,5,40100,36005040100,Census Tract 401, Bronx County,7847,9684,170429.0,0.0,40.8646118,-73.8976516,35620.0,"New York-Newark-Jersey City, N",2.155293,2.2,0.01792460866,1.820374e-05,2,170431,401.0
402.0,804,"Census Tract 402, Kings County, New York",706.0,2844.0, New York,47,40200,36047040200,Census Tract 402, Kings County,9537,11597,197509.0,0.0,40.5960009,-73.9827234,35620.0,"New York-Newark-Jersey City, N",3.472701,3.5,0.01836153321,2.101221e-05,4,197508,402.0
402.0,804,"Census Tract 402, Queens County, New York",401.0,1557.0, New York,81,40200,36081040200,Census Tract 402, Queens County,10061,12158,218312.0,0.0,40.7000316,-73.768763,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02074302049,2.326126e-05,3,218313,402.0
403.0,1023,"Census Tract 403, Kings County, New York",715.0,3697.0, New York,47,40300,36047040300,Census Tract 403, Kings County,9526,11586,210275.0,0.0,40.6845226,-73.9082094,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02142737485,2.239956e-05,3,210274,403.0
403.02,32,"Census Tract 403.02, Bronx County, New York",1206.0,5125.0, New York,5,40302,36005040302,Census Tract 403.02, Bronx County,9775,11839,62696.0,0.0,40.8678463,-73.8921974,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.0135739866,6.69695e-06,2,62697,403.02
403.02,32,"Census Tract 403.02, Queens County, New York",896.0,4156.0, New York,81,40302,36081040302,Census Tract 403.02, Queens County,8471,10404,111327.0,0.0,40.7520503,-73.8611634,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01390526101,1.1871e-05,4,111327,403.02
403.03,118,"Census Tract 403.03, Bronx County, New York",1029.0,4335.0, New York,5,40303,36005040303,Census Tract 403.03, Bronx County,9772,11836,87550.0,0.0,40.8696839,-73.8934711,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01254463814,9.35183e-06,2,87549,403.03
403.04,49,"Census Tract 403.04, Bronx County, New York",808.0,3215.0, New York,5,40304,36005040304,Census Tract 403.04, Bronx County,7611,9391,67355.0,0.0,40.8676699,-73.8951873,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01117195963,7.1945e-06,2,67355,403.04
404.0,1787,"Census Tract 404, Kings County, New York",602.0,2355.0, New York,47,40400,36047040400,Census Tract 404, Kings County,9611,11671,153660.0,0.0,40.6021856,-73.9854194,35620.0,"New York-Newark-Jersey City, N",2.864463,2.9,0.0238059758,1.634876e-05,3,153660,404.0
404.0,1787,"Census Tract 404, Bronx County, New York",831.0,3514.0, New York,5,40400,36005040400,Census Tract 404, Bronx County,7605,9385,215289.0,0.0,40.8861691,-73.8513487,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01978062283,2.300242e-05,4,215289,404.0
404.0,1787,"Census Tract 404, Queens County, New York",940.0,4095.0, New York,81,40400,36081040400,Census Tract 404, Queens County,10062,12159,479414.0,0.0,40.7051937,-73.7707937,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02949010507,5.108523e-05,3,479413,404.0
405.0,542,"Census Tract 405, Kings County, New York",257.0,1512.0, New York,47,40500,36047040500,Census Tract 405, Kings County,9527,11587,138996.0,0.0,40.681589,-73.9051763,35620.0,"New York-Newark-Jersey City, N",3.026981,3.0,0.01602881759,1.480622e-05,3,138998,405.0
405.01,147,"Census Tract 405.01, Bronx County, New York",927.0,4128.0, New York,5,40501,36005040501,Census Tract 405.01, Bronx County,9960,12046,82860.0,0.0,40.8671293,-73.8909324,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01413444517,8.85081e-06,2,82862,405.01
405.01,147,"Census Tract 405.01, Queens County, New York",158.0,1087.0, New York,81,40501,36081040501,Census Tract 405.01, Queens County,9119,11147,71456.0,0.0,40.7483492,-73.8622229,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01146403799,7.61925e-06,4,71458,405.01
405.02,234,"Census Tract 405.02, Bronx County, New York",1720.0,7293.0, New York,5,40502,36005040502,Census Tract 405.02, Bronx County,9981,12067,141217.0,0.0,40.865878,-73.8889613,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01679372696,1.508365e-05,2,141217,405.02
405.02,234,"Census Tract 405.02, Queens County, New York",295.0,2178.0, New York,81,40502,36081040502,Census Tract 405.02, Queens County,9118,11146,58013.0,0.0,40.7517365,-73.863612,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01160695316,6.18603e-06,4,58013,405.02
406.0,919,"Census Tract 406, Kings County, New York",824.0,3642.0, New York,47,40600,36047040600,Census Tract 406, Kings County,9755,11818,147049.0,0.0,40.6005116,-73.9823218,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01705655176,1.564503e-05,3,147049,406.0
406.0,919,"Census Tract 406, Bronx County, New York",948.0,3613.0, New York,5,40600,36005040600,Census Tract 406, Bronx County,7848,9685,223327.0,0.0,40.8879511,-73.8570053,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02015205297,2.386185e-05,4,223327,406.0
407.01,48,"Census Tract 407.01, Bronx County, New York",852.0,3101.0, New York,5,40701,36005040701,Census Tract 407.01, Bronx County,7849,9686,58237.0,0.0,40.8715793,-73.8902605,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.0127697589,6.22086e-06,2,58236,407.01
407.01,48,"Census Tract 407.01, Queens County, New York",670.0,3781.0, New York,81,40701,36081040701,Census Tract 407.01, Queens County,8975,10977,70455.0,0.0,40.7480508,-73.8644943,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01309693835,7.51219e-06,4,70454,407.01
407.02,197,"Census Tract 407.02, Bronx County, New York",1354.0,6641.0, New York,5,40702,36005040702,Census Tract 407.02, Bronx County,7850,9687,182164.0,0.0,40.8691444,-73.8869972,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01963273168,1.945821e-05,2,182164,407.02
407.02,197,"Census Tract 407.02, Queens County, New York",773.0,4510.0, New York,81,40702,36081040702,Census Tract 407.02, Queens County,8470,10403,129066.0,0.0,40.751655,-73.8662253,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01836144186,1.376243e-05,4,129066,407.02
408.0,715,"Census Tract 408, Kings County, New York",964.0,3485.0, New York,47,40800,36047040800,Census Tract 408, Kings County,9750,11813,152930.0,0.0,40.6012012,-73.9791341,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01734810825,1.627095e-05,3,152930,408.0
408.0,715,"Census Tract 408, Bronx County, New York",1198.0,4709.0, New York,5,40800,36005040800,Census Tract 408, Bronx County,8271,10177,124014.0,0.0,40.8897429,-73.8617074,35620.0,"New York-Newark-Jersey City, N",3.012178,3.0,0.01592521433,1.3251e-05,3,124015,408.0
409.0,787,"Census Tract 409, Kings County, New York",989.0,3829.0, New York,47,40900,36047040900,Census Tract 409, Kings County,9651,11711,172310.0,0.0,40.6910811,-73.904613,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01723018414,1.835702e-05,3,172309,409.0
409.0,787,"Census Tract 409, Bronx County, New York",834.0,3292.0, New York,5,40900,36005040900,Census Tract 409, Bronx County,8266,10172,825703.0,345779.0,40.876857,-73.89442,35620.0,"New York-Newark-Jersey City, N",2.470922,2.5,0.04846347183,0.00012514863,2,1171481,409.0
410.0,331,"Census Tract 410, Kings County, New York",407.0,2004.0, New York,47,41000,36047041000,Census Tract 410, Kings County,7740,9560,142871.0,0.0,40.6009797,-73.9754514,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01859524826,1.520064e-05,3,142871,410.0
411.0,915,"Census Tract 411, Kings County, New York",620.0,3050.0, New York,47,41100,36047041100,Census Tract 411, Kings County,9528,11588,134881.0,0.0,40.6878787,-73.9071509,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01580032052,1.436895e-05,3,134881,411.0
411.0,915,"Census Tract 411, Bronx County, New York",798.0,3565.0, New York,5,41100,36005041100,Census Tract 411, Bronx County,8267,10173,121611.0,0.0,40.8755828,-73.8871372,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01725461279,1.299172e-05,2,121614,411.0
411.0,915,"Census Tract 411, Queens County, New York",804.0,3884.0, New York,81,41100,36081041100,Census Tract 411, Queens County,10063,12160,137675.0,0.0,40.7437912,-73.8654187,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.0168721581,1.467887e-05,4,137676,411.0
412.0,396,"Census Tract 412, Kings County, New York",806.0,3404.0, New York,47,41200,36047041200,Census Tract 412, Kings County,9529,11589,165322.0,0.0,40.6041574,-73.9741916,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01667910314,1.759012e-05,3,165322,412.0
413.0,1063,"Census Tract 413, Kings County, New York",785.0,3743.0, New York,47,41300,36047041300,Census Tract 413, Kings County,9531,11591,162165.0,0.0,40.6898146,-73.91062,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.016913767,1.727606e-05,3,162165,413.0
413.0,1063,"Census Tract 413, Bronx County, New York",2165.0,8904.0, New York,5,41300,36005041300,Census Tract 413, Bronx County,8268,10174,173358.0,0.0,40.8740946,-73.8851972,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01892267196,1.851893e-05,2,173357,413.0
413.0,1063,"Census Tract 413, Queens County, New York",751.0,4668.0, New York,81,41300,36081041300,Census Tract 413, Queens County,9258,11297,158802.0,0.0,40.7447361,-73.8613081,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01763371771,1.69316e-05,4,158803,413.0
414.0,1567,"Census Tract 414, Bronx County, New York",1263.0,5206.0, New York,5,41400,36005041400,Census Tract 414, Bronx County,8269,10175,521112.0,0.0,40.9035441,-73.8540894,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.04485815739,5.569188e-05,3,521108,414.0
414.0,1567,"Census Tract 414, Queens County, New York",1036.0,4468.0, New York,81,41400,36081041400,Census Tract 414, Queens County,10064,12161,473215.0,0.0,40.6996318,-73.7807705,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.03348264105,5.042087e-05,4,473218,414.0
414.01,199,"Census Tract 414.01, Kings County, New York",352.0,1541.0, New York,47,41401,36047041401,Census Tract 414.01, Kings County,9538,11598,135123.0,0.0,40.6017065,-73.9710654,35620.0,"New York-Newark-Jersey City, N",2.697485,2.7,0.01570624608,1.437641e-05,3,135123,414.01
414.02,204,"Census Tract 414.02, Kings County, New York",552.0,1829.0, New York,47,41402,36047041402,Census Tract 414.02, Kings County,9553,11613,154394.0,0.0,40.6024233,-73.9679363,35620.0,"New York-Newark-Jersey City, N",2.214332,2.2,0.01708986652,1.642706e-05,2,154395,414.02
415.0,1061,"Census Tract 415, Kings County, New York",909.0,4112.0, New York,47,41500,36047041500,Census Tract 415, Kings County,9539,11599,162692.0,0.0,40.6919502,-73.9143896,35620.0,"New York-Newark-Jersey City, N",3.460549,3.5,0.01707202947,1.733279e-05,4,162693,415.0
415.0,1061,"Census Tract 415, Bronx County, New York",1638.0,6103.0, New York,5,41500,36005041500,Census Tract 415, Bronx County,8781,10755,135858.0,0.0,40.8701051,-73.8835491,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01574426769,1.451216e-05,2,135858,415.0
415.0,1061,"Census Tract 415, Queens County, New York",878.0,4259.0, New York,81,41500,36081041500,Census Tract 415, Queens County,10065,12162,170942.0,0.0,40.7466051,-73.856599,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01835752886,1.822622e-05,4,170941,415.0
416.0,363,"Census Tract 416, Kings County, New York",560.0,2343.0, New York,47,41600,36047041600,Census Tract 416, Kings County,9540,11600,162563.0,0.0,40.6024112,-73.9634864,35620.0,"New York-Newark-Jersey City, N",2.951968,3.0,0.01924085103,1.729597e-05,3,162561,416.0
417.0,211,"Census Tract 417, Kings County, New York",803.0,3221.0, New York,47,41700,36047041700,Census Tract 417, Kings County,9557,11617,141142.0,0.0,40.6937625,-73.9179179,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01611037593,1.503735e-05,4,141143,417.0
418.0,647,"Census Tract 418, Kings County, New York",611.0,2859.0, New York,47,41800,36047041800,Census Tract 418, Kings County,9541,11601,164317.0,0.0,40.6054,-73.9648516,35620.0,"New York-Newark-Jersey City, N",2.969676,3.0,0.02050938146,1.748364e-05,3,164318,418.0
418.0,647,"Census Tract 418, Bronx County, New York",864.0,3555.0, New York,5,41800,36005041800,Census Tract 418, Bronx County,8270,10176,268871.0,0.0,40.8971155,-73.8584636,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.023184664,2.873181e-05,3,268869,418.0
419.0,527,"Census Tract 419, Kings County, New York",837.0,3914.0, New York,47,41900,36047041900,Census Tract 419, Kings County,9542,11602,153013.0,0.0,40.6953233,-73.9210331,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01662403008,1.630239e-05,4,153013,419.0
419.0,527,"Census Tract 419, Bronx County, New York",1216.0,6090.0, New York,5,41900,36005041900,Census Tract 419, Bronx County,8272,10178,325906.0,0.0,40.8768559,-73.8816837,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02650955813,3.48166e-05,2,325908,419.0
420.0,536,"Census Tract 420, Kings County, New York",438.0,1930.0, New York,47,42000,36047042000,Census Tract 420, Kings County,9608,11668,168650.0,0.0,40.6092377,-73.9643322,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02161833443,1.794561e-05,3,168650,420.0
420.0,536,"Census Tract 420, Bronx County, New York",793.0,4260.0, New York,5,42000,36005042000,Census Tract 420, Bronx County,7596,9376,150497.0,0.0,40.8930261,-73.8598556,35620.0,"New York-Newark-Jersey City, N",3.004396,3.0,0.01599220436,1.608134e-05,3,150497,420.0
421.0,488,"Census Tract 421, Kings County, New York",809.0,4239.0, New York,47,42100,36047042100,Census Tract 421, Kings County,9543,11603,153368.0,0.0,40.6970292,-73.9240384,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.0166870366,1.634055e-05,4,153367,421.0
421.0,488,"Census Tract 421, Bronx County, New York",1186.0,5522.0, New York,5,42100,36005042100,Census Tract 421, Bronx County,8273,10179,246182.0,0.0,40.8814613,-73.882734,35620.0,"New York-Newark-Jersey City, N",2.000461,2.0,0.02792282194,2.630139e-05,2,246183,421.0
422.0,889,"Census Tract 422, Kings County, New York",917.0,3545.0, New York,47,42200,36047042200,Census Tract 422, Kings County,9655,11715,227277.0,0.0,40.6068705,-73.9699923,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01940841788,2.418303e-05,3,227277,422.0
422.0,889,"Census Tract 422, Bronx County, New York",734.0,2864.0, New York,5,42200,36005042200,Census Tract 422, Bronx County,8274,10180,174693.0,0.0,40.8910971,-73.8552753,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01818374677,1.866654e-05,4,174695,422.0
423.0,565,"Census Tract 423, Kings County, New York",621.0,3840.0, New York,47,42300,36047042300,Census Tract 423, Kings County,9544,11604,182231.0,0.0,40.699002,-73.9272884,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01761269861,1.941616e-05,4,182229,423.0
423.0,565,"Census Tract 423, Bronx County, New York",1004.0,4033.0, New York,5,42300,36005042300,Census Tract 423, Bronx County,8275,10181,180376.0,0.0,40.8770682,-73.877321,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01874695677,1.926954e-05,2,180376,423.0
424.0,1577,"Census Tract 424, Kings County, New York",809.0,3342.0, New York,47,42400,36047042400,Census Tract 424, Kings County,9810,11877,161035.0,0.0,40.6067484,-73.9760483,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02083497674,1.713453e-05,3,161034,424.0
424.0,1577,"Census Tract 424, Bronx County, New York",573.0,2608.0, New York,5,42400,36005042400,Census Tract 424, Bronx County,8276,10182,175087.0,0.0,40.8892825,-73.8495388,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01854136837,1.870809e-05,4,175088,424.0
424.0,1577,"Census Tract 424, Queens County, New York",573.0,2314.0, New York,81,42400,36081042400,Census Tract 424, Queens County,7627,9410,516440.0,0.0,40.6953923,-73.7722684,35620.0,"New York-Newark-Jersey City, N",3.265377,3.3,0.03425855412,5.502265e-05,4,516439,424.0
425.0,524,"Census Tract 425, Kings County, New York",504.0,3321.0, New York,47,42500,36047042500,Census Tract 425, Kings County,9545,11605,167847.0,0.0,40.7014484,-73.9309587,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01675347783,1.788439e-05,4,167846,425.0
425.0,524,"Census Tract 425, Bronx County, New York",1366.0,6248.0, New York,5,42500,36005042500,Census Tract 425, Bronx County,8277,10183,293818.0,0.0,40.8710473,-73.8790905,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02681979007,3.138585e-05,2,293819,425.0
426.0,1738,"Census Tract 426, Kings County, New York",1109.0,4129.0, New York,47,42600,36047042600,Census Tract 426, Kings County,9546,11606,170007.0,0.0,40.605675,-73.9801891,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.0171158067,1.808895e-05,3,170006,426.0
426.0,1738,"Census Tract 426, Bronx County, New York",1429.0,7161.0, New York,5,42600,36005042600,Census Tract 426, Bronx County,8278,10184,507577.0,0.0,40.8908411,-73.8419292,35620.0,"New York-Newark-Jersey City, N",3.099416,3.1,0.03777554898,5.423562e-05,3,507578,426.0
427.0,839,"Census Tract 427, Kings County, New York",812.0,4730.0, New York,47,42700,36047042700,Census Tract 427, Kings County,9547,11607,148265.0,0.0,40.7036832,-73.9271913,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01726007445,1.579849e-05,4,148265,427.0
427.0,839,"Census Tract 427, Queens County, New York",1074.0,4732.0, New York,81,42700,36081042700,Census Tract 427, Queens County,10066,12163,170556.0,0.0,40.7437159,-73.8538128,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02219604963,1.81843e-05,4,170555,427.0
428.0,810,"Census Tract 428, Kings County, New York",1006.0,3789.0, New York,47,42800,36047042800,Census Tract 428, Kings County,9548,11608,164702.0,0.0,40.6056457,-73.9843266,35620.0,"New York-Newark-Jersey City, N",2.895284,2.9,0.02148146534,1.752449e-05,3,164701,428.0
428.0,810,"Census Tract 428, Bronx County, New York",598.0,1976.0, New York,5,42800,36005042800,Census Tract 428, Bronx County,7569,9348,169199.0,0.0,40.8945094,-73.845703,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01716746568,1.808029e-05,3,169200,428.0
429.0,357,"Census Tract 429, Kings County, New York",959.0,5205.0, New York,47,42900,36047042900,Census Tract 429, Kings County,9549,11609,168134.0,0.0,40.7017991,-73.9234556,35620.0,"New York-Newark-Jersey City, N",3.439901,3.4,0.01722530205,1.791523e-05,4,168135,429.0
429.01,120,"Census Tract 429.01, Bronx County, New York",773.0,3224.0, New York,5,42901,36005042901,Census Tract 429.01, Bronx County,8782,10756,102256.0,0.0,40.8749499,-73.8742925,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01998179067,1.092369e-05,2,102256,429.01
429.02,155,"Census Tract 429.02, Bronx County, New York",916.0,3865.0, New York,5,42902,36005042902,Census Tract 429.02, Bronx County,8279,10185,94576.0,0.0,40.8771176,-73.873909,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01438280649,1.010348e-05,2,94575,429.02
