,ntacode,shape_area,county_fips,ntaname,shape_leng,boro_name,boro_code,geometry,income,population,resarea,ln_resarea,comarea,ln_comarea,unitsres
0,QN08,77412747.847,081,St. Albans,45401.316803,Queens,4,"MULTIPOLYGON (((-73.75205066516907 40.70522802751699, -73.75174489150406 40.7045461553103, -73.75143698247676 40.70386432350894, -73.75113533223438 40.70320334279655, -73.75082756868593 40.70251465496407, -73.7505303873306 40.70185489744632, -73.75022047035597 40.70116599678197, -73.7499109894314 40.70047962766996, -73.74962119582992 40.69982978035742, -73.74930547145108 40.69914231349239, -73.75019295751487 40.69891208157826, -73.74928080801227 40.69689407679232, -73.74863325886776 40.69544476092144, -73.74829993874383 40.69553724402266, -73.74774501654478 40.69568854106041, -73.7474476897595 40.69577042133922, -73.74624875985903 40.69610314513018, -73.74618157884372 40.69612192598152, -73.74612956305771 40.69613573333659, -73.74523747509919 40.696374659344, -73.74507480022545 40.69639094941072, -73.7449099487613 40.69639460096721, -73.74474545328674 40.69638546549508, -73.74458386999139 40.69636378169997, -73.74365178350592 40.6962241569689, -73.74359286087839 40.69621532531043, -73.74386913448016 40.69540011792537, -73.74415874099202 40.69454990011391, -73.7442664884249 40.69426010141446, -73.74438938966276 40.69397343402545, -73.74452718234291 40.69369059892431, -73.74467955538242 40.69341226397278, -73.74479652994691 40.69322037171512, -73.74484610564868 40.69313905661791, -73.7448795153735 40.69309307821622, -73.74510485066797 40.69278293535418, -73.74624345580141 40.6912794443484, -73.74728617701338 40.68973717310511, -73.74755175366266 40.68934733665576, -73.74856993094478 40.68780373820711, -73.74884601444393 40.68744748426506, -73.74944546764216 40.68667202206134, -73.75008991131109 40.68592344635873, -73.75025615787941 40.68561310994648, -73.75055761406087 40.68507168199336, -73.75103020622572 40.68422286736819, -73.75125793539004 40.68373412593292, -73.75154215456259 40.68304604266639, -73.75180409149453 40.68240332399189, -73.75225828619395 40.68149141147265, -73.75247059935134 40.68118051487181, -73.75268290987269 40.6808696168608, -73.75321057852224 40.68015428817162, -73.75323817129312 40.6801168860067, -73.75328689979476 40.68005114533415, -73.75345604220912 40.67982295635587, -73.75372596150034 40.6794574278675, -73.75399395089526 40.67909450721423, -73.75417856945893 40.67884448578621, -73.75484909670557 40.67792883838743, -73.75523457805531 40.67728840974743, -73.75549392402182 40.67662967318244, -73.75562236473563 40.6762584734758, -73.75563646968828 40.67621517858182, -73.7557616922747 40.67588590942051, -73.75648885769796 40.67602276208709, -73.75662976397336 40.67611691264326, -73.75672742325506 40.6762087654107, -73.75680933196342 40.67630971493242, -73.75687349700972 40.67641731882217, -73.7569188171903 40.67652887087498, -73.75789961618119 40.67612340965339, -73.75801266805276 40.67607767618703, -73.75950918081469 40.67544721006855, -73.76031464000941 40.67510997137934, -73.76114911212815 40.67476362030322, -73.76248600364025 40.6741949817647, -73.76339040525815 40.67468111755348, -73.76343036853353 40.67470605311127, -73.76347503199428 40.67472583217693, -73.76352325866618 40.67473995124364, -73.76357382059432 40.67474805085278, -73.76362543090332 40.67474992491606, -73.76367677578411 40.67474552572669, -73.76371825104604 40.67431589223475, -73.76380287351138 40.6737843709174, -73.76561573131731 40.67477902045606, -73.76837330731247 40.6765502413365, -73.76932704626253 40.67714828377278, -73.77030295243003 40.67775050177016, -73.77109848747229 40.67824364764565, -73.77177730917782 40.67866778383026, -73.77346815406868 40.67971949984199, -73.77469730115997 40.68048604691013, -73.77408130137057 40.68076015443521, -73.77356539523514 40.68096392630873, -73.77299539387249 40.68120882455214, -73.77232211204058 40.68149096826254, -73.77220275281792 40.68161033878097, -73.77256209562047 40.68220949699194, -73.77297749089117 40.68293379290641, -73.77328704038121 40.68345473193421, -73.77349915269974 40.68348222705986, -73.77418414936854 40.68323792148526, -73.77441975408144 40.68365352187206, -73.7745579039526 40.68388562174161, -73.77462061099071 40.6839909701737, -73.77501231409921 40.6842755794544, -73.77567289870467 40.68474158947134, -73.77619769293233 40.68512440605981, -73.77632402116656 40.68521655626262, -73.776799124367 40.68596846483088, -73.77697494104939 40.68624671369306, -73.77699767603636 40.68628268900783, -73.77784971062751 40.68598927318101, -73.77870794514429 40.68570042040618, -73.77957347245253 40.68541503264893, -73.77966850635768 40.685377123123, -73.77976509191353 40.68574360262814, -73.78051569864354 40.68703652091895, -73.78148675618033 40.68869718331472, -73.78234452821738 40.6884074379887, -73.78326625044204 40.68999429273674, -73.78242712281634 40.69034436928372, -73.78160296575825 40.69068690440516, -73.78078155498301 40.69102994294878, -73.77977295070056 40.68928116998796, -73.77891249600707 40.68957064724992, -73.77796055159259 40.68989481020073, -73.77789337371739 40.68991769003259, -73.77919838506291 40.69165056842266, -73.78023723847282 40.69297233493296, -73.78018646112433 40.69301522981081, -73.77944081337645 40.69364510969767, -73.77863399814544 40.69401378826073, -73.77783593415641 40.69432133540328, -73.77725734344629 40.69506404240702, -73.77703882067713 40.69536433701949, -73.77659775517718 40.69596911441704, -73.77618932331842 40.69657434172068, -73.77608749166995 40.6967252309963, -73.77576287750391 40.69718286256565, -73.77567626121238 40.6973050299835, -73.77532842133529 40.69778566719985, -73.77513633783735 40.69805046602811, -73.77489224473878 40.69838744806141, -73.77459377478965 40.69879949818141, -73.77446186169766 40.69899514646067, -73.77395659465941 40.69980578158966, -73.77359394912469 40.69999438309469, -73.77343832933391 40.70007532232678, -73.77318719051388 40.70018646420709, -73.77293506615047 40.70029492046997, -73.77274622241571 40.70037864655052, -73.77230768599199 40.70057150782237, -73.77272432593394 40.70126221623502, -73.77312771651141 40.7019472767249, -73.77331744799446 40.70226169556536, -73.77353391273475 40.70262042851402, -73.77394353533994 40.70331150496028, -73.77434779094273 40.70398639706131, -73.77507462230417 40.70523998380055, -73.77559218703932 40.70532930872186, -73.77561355964721 40.70551157811208, -73.77561486296848 40.70569722174948, -73.77559530044678 40.70588431955507, -73.77555451090386 40.70607083568823, -73.77549258356063 40.70625467235192, -73.77541010568217 40.70643377643433, -73.77530808871066 40.70660617856834, -73.77518799493681 40.70677011665488, -73.77505158098602 40.70692403556126, -73.77490093235184 40.70706666191011, -73.77461091483518 40.70723572468926, -73.77430843648855 40.70739366845841, -73.77399462538675 40.70753971867664, -73.77373764354715 40.70764560778954, -73.77367069055342 40.70767319562394, -73.77333799416225 40.70779351571831, -73.77299790109386 40.70790021501122, -73.77278262904787 40.70795789439835, -73.77265188953196 40.70799292360789, -73.7723014162564 40.70807142202752, -73.77093585136581 40.7086258965765, -73.76918606483397 40.70933634193526, -73.76844546450798 40.70963702715851, -73.76825969052467 40.70952636787696, -73.76789085791742 40.70840640296608, -73.76776269713869 40.70799573506321, -73.7675558884099 40.70732195777871, -73.76734431943888 40.70663634649701, -73.76725075938906 40.70631255785004, -73.76705298532831 40.70547030223974, -73.76701441776621 40.70526813130765, -73.76679155725088 40.70400852680234, -73.76665413531103 40.7033376169261, -73.76657282468803 40.70275162101328, -73.76636925190464 40.70256339728287, -73.76612489310689 40.70233448577165, -73.76544147833857 40.70251231465966, -73.76455359344634 40.70274299710029, -73.76366846180174 40.70297297540406, -73.76278023605224 40.70320597529603, -73.76262946661488 40.70324155076509, -73.76126359340877 40.70359894045669, -73.7609554655067 40.70290957793809, -73.76006675303262 40.70314071141848, -73.75918228092296 40.70337203354075, -73.75829554399135 40.70360338147535, -73.75740580368175 40.7038353552058, -73.75651887288755 40.70406425772578, -73.75561453941788 40.70430046423962, -73.75471127038998 40.7045378907189, -73.75382395815086 40.7047658350313, -73.75293777165191 40.70499820570144, -73.75205066516907 40.70522802751699)))",535.1818181818181,51850.0,18498017.0,16.733174095114194,4082141.0,15.222132163646599,16462.0
1,BX28,25666124.5948,005,Van Cortlandt Village,21945.719299,Bronx,2,"MULTIPOLYGON (((-73.88705142536119 40.884349575846, -73.88704833400232 40.88423552061723, -73.88704304005113 40.88404023288032, -73.88708705719837 40.88379702782238, -73.88710004492282 40.88372994438706, -73.88710703352788 40.88367398645428, -73.88712303584811 40.88320093994548, -73.88713206547013 40.88315094495823, -73.88714697686299 40.88311793815625, -73.88718101566904 40.88308394223459, -73.88723194076044 40.88305497842906, -73.8872123861085 40.88282015763978, -73.8871975466179 40.88275243502502, -73.88716505265367 40.8825765108929, -73.88706962783775 40.88247689606618, -73.88595071730417 40.88050741213322, -73.88582680335445 40.87990789780886, -73.88578568284649 40.87961687421679, -73.88575540641655 40.87931311837912, -73.88567517959456 40.87887251080785, -73.88773577644082 40.87703388179025, -73.88808032200716 40.87627274630059, -73.88824333740202 40.87589219547007, -73.88855699788122 40.87519731342875, -73.88937163753195 40.87338229790122, -73.88863187298706 40.87276503124201, -73.88857987927005 40.87272163969446, -73.88798774411042 40.8722274910149, -73.88785196328796 40.87211417612792, -73.88793503730771 40.87203023235791, -73.88833547031597 40.87170983053297, -73.88868449911642 40.87149511301808, -73.88884301619326 40.87139806733247, -73.88950049155225 40.87102055659574, -73.8899174447573 40.87078063219609, -73.8904276391644 40.87048705432573, -73.89098696993578 40.87016071543083, -73.89119350421439 40.8700100333001, -73.89138947034837 40.86985099418488, -73.89157400109443 40.8696842528409, -73.89174633546492 40.86951054805492, -73.8919171826082 40.86930211007547, -73.89221258783861 40.86891549954433, -73.89243509112487 40.86862059828918, -73.89300269948345 40.86788106838976, -73.89368435627692 40.86698082111975, -73.89376139036888 40.86687505819983, -73.89397201751025 40.86660230441126, -73.8940869705087 40.86645343271272, -73.89431825320109 40.86615392687442, -73.89436438771088 40.86609167213985, -73.89438130324766 40.86606885121169, -73.89453048762439 40.86614380984758, -73.89536151622248 40.86656133070879, -73.89544263444235 40.86660208889506, -73.89631315736122 40.86703857544465, -73.89740323298722 40.86747418971119, -73.89656060597468 40.8685652000844, -73.89891854298266 40.86965857448669, -73.89907327253478 40.86952535560171, -73.89921387694793 40.86938138678487, -73.8993385117239 40.8692280281048, -73.89944561545242 40.86906684207892, -73.89953404372993 40.86889961388909, -73.89960300360639 40.86872820825632, -73.89965220207914 40.86855457878101, -73.89942436187407 40.86788083771621, -73.89996575648385 40.86801730151037, -73.90106540741084 40.8682839043885, -73.9012890331893 40.86833668003966, -73.90150981641064 40.86839595317702, -73.901727429628 40.86846163589367, -73.90194155020096 40.86853363085691, -73.90215186045386 40.86861183120288, -73.90235804846438 40.86869612095346, -73.90318667399625 40.86914899149061, -73.90374975893964 40.86959562714014, -73.90403592576762 40.86994916386093, -73.90442003143589 40.87036127600061, -73.90448860555915 40.87057854854825, -73.90443428798508 40.87224530928334, -73.90444007325019 40.87233032825171, -73.90444008459514 40.87233041939357, -73.90444010765235 40.87233049965612, -73.90446896704221 40.87241539499722, -73.90446901386888 40.87241552067814, -73.90446908610004 40.8724156289577, -73.90452057544907 40.87249502280229, -73.90452070450377 40.87249521120478, -73.90452088300438 40.87249539194215, -73.90459188940369 40.87256444630609, -73.90459194935461 40.87256450013049, -73.90459203247815 40.87256455397406, -73.90467728274545 40.87261987949894, -73.90571425362508 40.87313832210182, -73.9058661677818 40.87318266093011, -73.90591126405221 40.87319581742679, -73.90601809363189 40.87322698918098, -73.90607917977972 40.87324242069401, -73.90605379616375 40.87329322529221, -73.90556943283711 40.87423099218296, -73.90519207458178 40.87492852669653, -73.90517526172557 40.87495960528226, -73.90498296648417 40.87533368985744, -73.9048036506897 40.87571153747374, -73.90463748457752 40.87609276872472, -73.90448464902639 40.87647697790843, -73.90417988442144 40.87733663307753, -73.9038983378116 40.87812110805268, -73.90369454721947 40.87850161877124, -73.90333605438522 40.87897514559752, -73.90226256936742 40.88010809989407, -73.90150658353103 40.88095490632088, -73.89988688849074 40.88282880911014, -73.89914458816196 40.883687566309, -73.89855059876226 40.88437472709136, -73.89843428843375 40.88447464244868, -73.89835487801906 40.8845428652768, -73.89808000677819 40.88477900050655, -73.89781492112927 40.88499918269503, -73.89760048408434 40.88517729372067, -73.89711223266602 40.88556943559581, -73.89661546555915 40.88595525550797, -73.89652069065461 40.88593698919624, -73.89595674893191 40.8858283245205, -73.89508270659715 40.8856415110021, -73.8946794895308 40.88551994158625, -73.89453431343162 40.88559406387409, -73.89291643700875 40.88531143409424, -73.89288644520519 40.88526430630613, -73.89176617913928 40.88504984626201, -73.89080543980866 40.88486784346733, -73.88984701827064 40.88468574608964, -73.88889642181233 40.88450391865643, -73.8884015720717 40.88441707517052, -73.88774773449242 40.88428761812919, -73.88758612608922 40.88425561916046, -73.88705142536119 40.884349575846)))",1148.2,49289.0,20972031.0,16.858700250834826,5170033.0,15.458389629442964,20412.0
2,QN55,82461393.7368,081,South Ozone Park,36708.1693055,Queens,4,"MULTIPOLYGON (((-73.80576840191371 40.68293239125033, -73.80551811187087 40.68240821040141, -73.80522682790051 40.68179814988022, -73.80492976253596 40.68117697416888, -73.80464517030194 40.68057988974665, -73.80428288170151 40.67981735622729, -73.80410226589363 40.67942454965134, -73.80323027653603 40.67768105700576, -73.80307520494971 40.67734560124099, -73.80267769542516 40.67649796690408, -73.80238906440022 40.6758884791826, -73.80202521779665 40.67511427321621, -73.80168194759874 40.67438384845733, -73.80158716637172 40.67411584965485, -73.80156450583274 40.67404794807802, -73.80140210650889 40.67356131937727, -73.8013016639611 40.67312152223095, -73.80119461549117 40.67242246460444, -73.80117234251063 40.67220503174231, -73.80115934997582 40.6718938897192, -73.80115538597229 40.67179912084386, -73.80114238204219 40.67148794259766, -73.80113697195617 40.67135852938721, -73.80113430065896 40.67129446212734, -73.80113236214261 40.67054866761821, -73.80116000931925 40.66980042097367, -73.80117909108151 40.66910026571203, -73.80119956296947 40.66893882490367, -73.80121552846134 40.66884282894608, -73.80123401238428 40.66864223751135, -73.80126160375841 40.66839018989727, -73.80134286803295 40.66777379734383, -73.80141897651907 40.66735421613607, -73.80145398317055 40.667175673414, -73.80153052603339 40.66683715949181, -73.80155565335492 40.66675336394326, -73.80166776757214 40.66637296267058, -73.80168266553363 40.66632235257093, -73.80170297937693 40.66626407029414, -73.8018364634917 40.66588109373755, -73.80203207689965 40.66524802533243, -73.80214866502958 40.66524995296137, -73.80299527141456 40.66521661027794, -73.80377524451782 40.66516018377156, -73.80432050570943 40.66512073336707, -73.80572397782818 40.66496064061253, -73.80614395972853 40.66491273021004, -73.80764810718698 40.66461830623327, -73.8077977759376 40.66458900824622, -73.80845016180642 40.66446130076232, -73.80884594201746 40.66429766889295, -73.80945926931707 40.66404408886309, -73.81006836955518 40.66379225160114, -73.81061044897923 40.66348085401499, -73.81116608713805 40.66317747359982, -73.81176694941615 40.66293453537542, -73.81228672785198 40.66282283799326, -73.81281616319514 40.6627244361316, -73.81335011228022 40.6626400787078, -73.8138875902717 40.66256992606551, -73.81442763026917 40.6625141022415, -73.81496922485854 40.66247266823461, -73.81791759656932 40.66295601574933, -73.82305210566594 40.66355387763323, -73.82427005665801 40.6635765637497, -73.82486060919697 40.66357678974751, -73.82503467502444 40.66358013430492, -73.82571228011939 40.66359314004252, -73.82629450900431 40.66363833412228, -73.82687353924473 40.66370410749193, -73.82713313564101 40.66375536803223, -73.82789758779876 40.66390630702548, -73.82910033473578 40.66425073808715, -73.82938864108363 40.66436464920691, -73.83003156868254 40.66458188717536, -73.83225430870321 40.66530100017772, -73.83255286591695 40.66537035392555, -73.83270533904125 40.66540577261348, -73.83285442629635 40.66575125568436, -73.83288329246972 40.66581006720324, -73.83293516794706 40.66590272787697, -73.83334819203354 40.66677318701448, -73.83528117594392 40.67081364279986, -73.8354748573921 40.67120187004667, -73.83600752743811 40.67226955921446, -73.83641423893975 40.67311558923181, -73.83680894764291 40.67396111770303, -73.83713760391198 40.67466513477437, -73.83749571716102 40.67540682376831, -73.83784372189191 40.67607812466279, -73.83811946691175 40.67662988905892, -73.83794250969282 40.67679420925289, -73.83952065325147 40.67996186921118, -73.84012856127181 40.68114665058375, -73.83952877008814 40.68126341456764, -73.83865065785375 40.68143823715054, -73.83779738251098 40.68167058681249, -73.83778880355186 40.68167389746742, -73.8377203744884 40.68170030674444, -73.83713815477485 40.68192500000996, -73.83711511290669 40.68193389177399, -73.83697486217649 40.68198801776303, -73.83807769069335 40.68423890970305, -73.8371765161872 40.68449539241745, -73.83595082775011 40.68484354688491, -73.83511671898272 40.68508493305039, -73.83463115620145 40.68522321704486, -73.83425993108656 40.68532893699734, -73.8334219070658 40.68556778176954, -73.83257747644242 40.68580634542024, -73.83172298312515 40.68605070539819, -73.83088556230612 40.68628654740777, -73.83003934136111 40.68652935908679, -73.82918242264789 40.68677080525956, -73.82835620879963 40.68700280995328, -73.82753021325706 40.68723948273558, -73.82851136759183 40.68923905629595, -73.82768417666496 40.6894747996025, -73.82685467531799 40.68970953602841, -73.82599347388556 40.68995366225803, -73.82501128872681 40.6879523184278, -73.82398034338131 40.68824526825716, -73.82293216268151 40.68854300110559, -73.82189346689493 40.68883822600535, -73.82085264150263 40.68913438340991, -73.81993922429754 40.68939369293891, -73.81906075197898 40.68964244197321, -73.81818710974092 40.68989207480686, -73.81692641370546 40.6902501473674, -73.81607487492852 40.69049227096796, -73.8152282666958 40.69073347712899, -73.81438437980573 40.69097195326329, -73.81354014221486 40.69121136783571, -73.81309863128277 40.69131810196256, -73.81271762201652 40.69140780382332, -73.81186315059246 40.69163008016449, -73.8109881050938 40.69185504473328, -73.81072587521027 40.69192242230341, -73.8106329831089 40.69194738257676, -73.81024426178661 40.69126358681545, -73.80995601250667 40.69075611265783, -73.80972326740789 40.69034634414514, -73.80954787530305 40.69003754612454, -73.80918425134745 40.68940047896838, -73.8091446130455 40.68933103023048, -73.80892417145985 40.68894480920408, -73.80874358572507 40.68862588409126, -73.80857655104789 40.68833088979686, -73.80807342356427 40.68745282375495, -73.80787469685235 40.68709833779488, -73.80733621868711 40.6861254469912, -73.80709063398477 40.68563031078492, -73.8068607274577 40.68517995727178, -73.80660608802411 40.68468114578496, -73.80606202730917 40.68355436096245, -73.80576840191371 40.68293239125033)))",740.6,80824.0,22561314.0,16.93174722757883,5815079.0,15.57596492939722,21666.0
