census,county,state,income,population,tract,GEOID20,OBJECTID_1,OBJECTID,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,CBSA10,METRO_NAME,HRS2020,RHRS20,Shape_Leng,Shape_Area,EQINTER20,area
527.0,Kings County,New York,1479.0,6438.0,052700,36047052700,9733,11796,190002.0,0.0,40.7084001,-73.9536948,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02076469812,2.024722e-05,4,190002
528.0,Kings County,New York,431.0,1800.0,052800,36047052800,7748,9569,175595.0,0.0,40.6308472,-73.9626086,35620.0,"New York-Newark-Jersey City, N",2.024454,2.0,0.02324120946,1.869055e-05,2,175595
529.0,Kings County,New York,791.0,3473.0,052900,36047052900,9734,11797,174907.0,0.0,40.7058715,-73.9545059,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01999616037,1.863834e-05,4,174911
530.0,Kings County,New York,695.0,3862.0,053000,36047053000,9735,11798,173246.0,0.0,40.6273634,-73.9637344,35620.0,"New York-Newark-Jersey City, N",2.804441,2.8,0.01733143318,1.843974e-05,3,173248
531.01,Kings County,New York,540.0,2487.0,053101,36047053101,8911,10907,78833.0,0.0,40.7012477,-73.9550826,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.0137927142,8.39978e-06,4,78833
532.0,Kings County,New York,634.0,2756.0,053200,36047053200,9708,11771,174306.0,0.0,40.6262195,-73.9602546,35620.0,"New York-Newark-Jersey City, N",2.420013,2.4,0.02033747651,1.855184e-05,2,174304
533.0,Kings County,New York,1376.0,6617.0,053300,36047053300,9736,11799,193151.0,0.0,40.7037667,-73.95736,35620.0,"New York-Newark-Jersey City, N",3.402615,3.4,0.01871424658,2.058115e-05,4,193149
534.0,Kings County,New York,996.0,4659.0,053400,36047053400,9737,11800,173382.0,0.0,40.6225826,-73.9628302,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01733851505,1.84528e-05,3,173383
535.0,Kings County,New York,729.0,3767.0,053500,36047053500,9738,11801,130364.0,0.0,40.7061438,-73.9612198,35620.0,"New York-Newark-Jersey City, N",3.37466,3.4,0.0167645528,1.389156e-05,4,130364
537.0,Kings County,New York,669.0,3749.0,053700,36047053700,9780,11844,167454.0,0.0,40.7002979,-73.9599545,35620.0,"New York-Newark-Jersey City, N",3.897299,3.9,0.0176784202,1.784208e-05,4,167452
538.0,Kings County,New York,1271.0,5487.0,053800,36047053800,7749,9570,164451.0,0.0,40.6181982,-73.956835,35620.0,"New York-Newark-Jersey City, N",2.494314,2.5,0.01791612508,1.750094e-05,2,164450
539.0,Kings County,New York,664.0,2517.0,053900,36047053900,9783,11847,101381.0,0.0,40.7026477,-73.9625584,35620.0,"New York-Newark-Jersey City, N",3.886505,3.9,0.01358941442,1.080255e-05,4,101381
542.0,Kings County,New York,1074.0,4096.0,054200,36047054200,7750,9571,189169.0,0.0,40.6128027,-73.960979,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01823025302,2.012995e-05,3,189169
544.0,Kings County,New York,952.0,3590.0,054400,36047054400,9784,11849,190006.0,0.0,40.6132196,-73.9571904,35620.0,"New York-Newark-Jersey City, N",2.337656,2.3,0.01825880014,2.021922e-05,2,190006
545.0,Kings County,New York,1786.0,8035.0,054500,36047054500,9762,11825,167767.0,0.0,40.7052376,-73.9652859,35620.0,"New York-Newark-Jersey City, N",3.880483,3.9,0.01701591685,1.787682e-05,4,167766
199.0,Bronx County,New York,1935.0,7937.0,019900,36005019900,8738,10708,177088.0,0.0,40.8367437,-73.925447,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01910816893,1.890689e-05,3,177087
200.0,Bronx County,New York,1068.0,4750.0,020000,36005020000,9982,12068,341895.0,0.0,40.8428349,-73.8455162,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.03398869806,3.650589e-05,3,341894
201.0,Bronx County,New York,937.0,3887.0,020100,36005020100,8739,10709,281809.0,0.0,40.8421586,-73.9269632,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02222881346,3.008988e-05,3,281808
202.0,Bronx County,New York,516.0,2387.0,020200,36005020200,8692,10654,124813.0,0.0,40.8384911,-73.8475791,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.0152591849,1.332599e-05,3,124812
204.0,Bronx County,New York,780.0,3279.0,020400,36005020400,7614,9394,134279.0,0.0,40.8408659,-73.8508567,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01513447044,1.433735e-05,3,134280
205.01,Bronx County,New York,1673.0,6910.0,020501,36005020501,9971,12057,270135.0,0.0,40.8474128,-73.9236562,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02443113167,2.884599e-05,3,270138
205.02,Bronx County,New York,568.0,2285.0,020502,36005020502,9954,12040,101747.0,0.0,40.8513754,-73.9194914,35620.0,"New York-Newark-Jersey City, N",2.991267,3.0,0.01451468085,1.086554e-05,3,101748
206.01,Bronx County,New York,418.0,2469.0,020601,36005020601,7595,9375,151551.0,0.0,40.8366476,-73.8505404,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01783988721,1.618033e-05,3,151550
209.0,Bronx County,New York,1127.0,4466.0,020900,36005020900,9993,12079,132467.0,0.0,40.8430704,-73.9150173,35620.0,"New York-Newark-Jersey City, N",2.730165,2.7,0.01678879659,1.414423e-05,3,132467
210.01,Bronx County,New York,2182.0,8489.0,021001,36005021001,9972,12058,192407.0,0.0,40.8408055,-73.8582793,35620.0,"New York-Newark-Jersey City, N",1.14187,1.1,0.024223772,2.054358e-05,1,192406
210.02,Bronx County,New York,2159.0,7958.0,021002,36005021002,9973,12059,172053.0,0.0,40.8384785,-73.8565158,35620.0,"New York-Newark-Jersey City, N",1.400002,1.4,0.01989404899,1.836982e-05,1,172053
211.0,Bronx County,New York,1147.0,5642.0,021100,36005021100,7553,9331,151667.0,0.0,40.8403976,-73.9235077,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.0183342715,1.619372e-05,3,151667
212.0,Bronx County,New York,1348.0,4931.0,021200,36005021200,8741,10711,101018.0,0.0,40.8361273,-73.8589637,35620.0,"New York-Newark-Jersey City, N",1.318849,1.3,0.01400114425,1.078529e-05,1,101019
213.01,Bronx County,New York,282.0,1175.0,021301,36005021301,8742,10712,62053.0,0.0,40.8455444,-73.9198231,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01290029759,6.62625e-06,3,62055
213.02,Bronx County,New York,1055.0,5369.0,021302,36005021302,8743,10713,169266.0,0.0,40.8430485,-73.9203798,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01695582013,1.807368e-05,3,169267
215.01,Bronx County,New York,972.0,4478.0,021501,36005021501,8744,10714,91954.0,0.0,40.849466,-73.9182452,35620.0,"New York-Newark-Jersey City, N",2.952971,3.0,0.01585799215,9.81934e-06,3,91953
215.02,Bronx County,New York,1469.0,6397.0,021502,36005021502,8745,10715,155727.0,0.0,40.8480444,-73.9167104,35620.0,"New York-Newark-Jersey City, N",2.999037,3.0,0.01957674095,1.662899e-05,3,155726
216.01,Bronx County,New York,1010.0,4436.0,021601,36005021601,7610,9390,164047.0,0.0,40.8375386,-73.864822,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02266076422,1.751484e-05,3,164047
216.02,Bronx County,New York,1375.0,5880.0,021602,36005021602,8746,10716,165492.0,0.0,40.8371926,-73.8622718,35620.0,"New York-Newark-Jersey City, N",1.928934,1.9,0.02090258204,1.766906e-05,2,165492
217.0,Bronx County,New York,1092.0,5233.0,021700,36005021700,9773,11837,161510.0,0.0,40.8481818,-73.9133082,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.0238466343,1.724656e-05,3,161509
218.0,Bronx County,New York,1528.0,6010.0,021800,36005021800,8747,10717,299889.0,0.0,40.8374667,-73.869395,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02498773047,3.201818e-05,3,299888
219.0,Bronx County,New York,223.0,857.0,021900,36005021900,8748,10718,142939.0,0.0,40.8396448,-73.9196221,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02050113713,1.526143e-05,3,142937
220.0,Bronx County,New York,381.0,1985.0,022000,36005022000,8749,10719,228610.0,0.0,40.8433426,-73.872429,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.03535760979,2.440995e-05,3,228608
221.01,Bronx County,New York,1006.0,3908.0,022101,36005022101,9955,12041,68119.0,0.0,40.8382778,-73.9181232,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01223720457,7.27288e-06,3,68118
221.02,Bronx County,New York,1306.0,5433.0,022102,36005022102,9768,11832,78293.0,0.0,40.8376586,-73.9160957,35620.0,"New York-Newark-Jersey City, N",2.202916,2.2,0.01238151091,8.35906e-06,2,78292
222.0,Bronx County,New York,622.0,3064.0,022200,36005022200,9994,12080,221189.0,0.0,40.8356878,-73.855205,35620.0,"New York-Newark-Jersey City, N",2.969321,3.0,0.03110469972,2.36149e-05,3,221187
223.0,Bronx County,New York,1433.0,5168.0,022300,36005022300,8751,10721,92765.0,0.0,40.8405251,-73.9150885,35620.0,"New York-Newark-Jersey City, N",2.549256,2.5,0.01298153876,9.90467e-06,3,92765
224.03,Bronx County,New York,682.0,2920.0,022403,36005022403,9974,12060,124850.0,0.0,40.8564761,-73.8654307,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01831452499,1.333368e-05,3,124851
224.04,Bronx County,New York,1048.0,4384.0,022404,36005022404,9930,12008,92720.0,0.0,40.8527445,-73.8663009,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01227020619,9.90179e-06,3,92721
225.0,Bronx County,New York,1818.0,8937.0,022500,36005022500,8752,10722,180022.0,0.0,40.8401399,-73.910972,35620.0,"New York-Newark-Jersey City, N",2.568753,2.6,0.0180924807,1.922118e-05,3,180022
227.01,Bronx County,New York,1132.0,4748.0,022701,36005022701,7557,9335,117193.0,0.0,40.8468041,-73.9110601,35620.0,"New York-Newark-Jersey City, N",2.590946,2.6,0.01625057227,1.251411e-05,3,117193
227.02,Bronx County,New York,396.0,1494.0,022702,36005022702,8753,10723,47372.0,0.0,40.8444792,-73.9132689,35620.0,"New York-Newark-Jersey City, N",2.616039,2.6,0.01267403655,5.05837e-06,3,47373
227.03,Bronx County,New York,366.0,1858.0,022703,36005022703,7787,9621,38660.0,0.0,40.8440365,-73.9105204,35620.0,"New York-Newark-Jersey City, N",2.189259,2.2,0.00811990214,4.128e-06,2,38660
228.0,Bronx County,New York,1674.0,6238.0,022800,36005022800,7612,9392,172197.0,0.0,40.8534896,-73.8635363,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.0197154926,1.838917e-05,3,172195
229.01,Bronx County,New York,1143.0,5196.0,022901,36005022901,7788,9622,121893.0,0.0,40.8460928,-73.9072191,35620.0,"New York-Newark-Jersey City, N",2.53416,2.5,0.01646117158,1.301599e-05,3,121895
229.02,Bronx County,New York,598.0,3416.0,022902,36005022902,7600,9380,91601.0,0.0,40.8437952,-73.9071529,35620.0,"New York-Newark-Jersey City, N",2.993919,3.0,0.01355665954,9.78078e-06,3,91600
197.0,Bronx County,New York,1508.0,7126.0,019700,36005019700,8736,10706,148088.0,0.0,40.8352051,-73.9199778,35620.0,"New York-Newark-Jersey City, N",2.62268,2.6,0.01738717293,1.581052e-05,3,148089
230.0,Bronx County,New York,710.0,2821.0,023000,36005023000,7789,9623,159383.0,0.0,40.8492873,-73.8660154,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02088400589,1.701998e-05,3,159385
231.0,Bronx County,New York,320.0,1569.0,023100,36005023100,8773,10747,117143.0,0.0,40.8462192,-73.9024562,35620.0,"New York-Newark-Jersey City, N",3.318051,3.3,0.01499921063,1.250854e-05,4,117142
232.0,Bronx County,New York,606.0,2382.0,023200,36005023200,7790,9624,142706.0,0.0,40.8469746,-73.8633164,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01784379884,1.523848e-05,3,142706
233.01,Bronx County,New York,927.0,3855.0,023301,36005023301,7565,9343,119112.0,0.0,40.8495612,-73.9087543,35620.0,"New York-Newark-Jersey City, N",2.68998,2.7,0.01451025264,1.27194e-05,3,119111
233.02,Bronx County,New York,679.0,3581.0,023302,36005023302,7791,9625,62577.0,0.0,40.8481852,-73.9047291,35620.0,"New York-Newark-Jersey City, N",2.536527,2.5,0.01227159052,6.68234e-06,3,62578
235.01,Bronx County,New York,861.0,3222.0,023501,36005023501,7608,9388,68200.0,0.0,40.8521471,-73.9045719,35620.0,"New York-Newark-Jersey City, N",2.0019,2.0,0.01513457176,7.28297e-06,2,68199
235.02,Bronx County,New York,912.0,4346.0,023502,36005023502,7792,9626,96240.0,0.0,40.8512926,-73.9034696,35620.0,"New York-Newark-Jersey City, N",2.212972,2.2,0.01915600672,1.027725e-05,2,96239
236.0,Bronx County,New York,315.0,1609.0,023600,36005023600,7793,9627,92070.0,0.0,40.8450908,-73.8672583,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01567218873,9.83103e-06,3,92069
546.0,Kings County,New York,1280.0,4798.0,054600,36047054600,9657,11717,180669.0,0.0,40.6131411,-73.9531238,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02070232712,1.922566e-05,2,180670
547.0,Kings County,New York,1176.0,5970.0,054700,36047054700,9781,11845,170095.0,0.0,40.7085259,-73.9665937,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01902845253,1.812598e-05,4,170096
548.0,Kings County,New York,545.0,2134.0,054800,36047054800,9782,11846,173218.0,0.0,40.6092526,-73.9483771,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02400851601,1.843151e-05,2,173217
549.0,Kings County,New York,813.0,4434.0,054900,36047054900,9785,11850,195442.0,0.0,40.7111707,-73.965736,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02061910223,2.082772e-05,4,195442
550.0,Kings County,New York,766.0,3223.0,055000,36047055000,9786,11851,179814.0,0.0,40.6087339,-73.9523174,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01757294282,1.913331e-05,2,179814
551.0,Kings County,New York,1064.0,5033.0,055100,36047055100,9604,11664,231586.0,0.0,40.7139593,-73.9644095,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02283193101,2.468051e-05,4,231586
552.0,Kings County,New York,883.0,3393.0,055200,36047055200,9816,11883,167669.0,0.0,40.6083096,-73.9562588,35620.0,"New York-Newark-Jersey City, N",2.383531,2.4,0.01701427244,1.784101e-05,2,167670
553.0,Kings County,New York,571.0,2942.0,055300,36047055300,9787,11852,156271.0,0.0,40.7164576,-73.9592358,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01763889087,1.665482e-05,4,156272
554.0,Kings County,New York,1029.0,4064.0,055400,36047055400,9788,11853,169301.0,0.0,40.6078701,-73.9600716,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01720639745,1.801455e-05,3,169302
556.0,Kings County,New York,804.0,3657.0,055600,36047055600,9789,11855,193196.0,0.0,40.6031608,-73.9594057,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01817293679,2.055579e-05,3,193198
557.0,Kings County,New York,338.0,1633.0,055700,36047055700,9790,11856,282493.0,0.0,40.7219984,-73.9593366,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02274252757,3.010931e-05,4,282493
558.0,Kings County,New York,601.0,2496.0,055800,36047055800,9647,11707,171625.0,0.0,40.6036536,-73.9553779,35620.0,"New York-Newark-Jersey City, N",2.293226,2.3,0.01723143784,1.826067e-05,2,171626
560.0,Kings County,New York,1018.0,3390.0,056000,36047056000,9757,11820,184752.0,0.0,40.6040855,-73.9514358,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01781034533,1.965736e-05,2,184751
561.0,Kings County,New York,586.0,3561.0,056100,36047056100,8750,10720,338520.0,25811.0,40.7262636,-73.9568789,35620.0,"New York-Newark-Jersey City, N",3.46812,3.5,0.02742442589,3.883462e-05,4,364332
562.0,Kings County,New York,457.0,1747.0,056200,36047056200,9791,11857,170814.0,0.0,40.6045181,-73.9475034,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01719648533,1.817442e-05,2,170813
563.01,Kings County,New York,842.0,4024.0,056301,36047056301,8888,10873,179514.0,0.0,40.7340584,-73.9572128,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01855904103,1.913672e-05,4,179513
564.0,Kings County,New York,615.0,2491.0,056400,36047056400,9792,11858,183221.0,0.0,40.6069158,-73.9433735,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.0205521274,1.949531e-05,2,183220
565.0,Kings County,New York,503.0,3177.0,056500,36047056500,9831,11898,237963.0,0.0,40.730219,-73.957763,35620.0,"New York-Newark-Jersey City, N",3.481012,3.5,0.02232969512,2.536627e-05,4,237964
566.0,Kings County,New York,732.0,2748.0,056600,36047056600,9834,11901,171530.0,0.0,40.6028525,-73.9414035,35620.0,"New York-Newark-Jersey City, N",2.287621,2.3,0.01719431495,1.825034e-05,2,171530
568.0,Kings County,New York,421.0,1449.0,056800,36047056800,9835,11902,117817.0,0.0,40.6026717,-73.9378185,35620.0,"New York-Newark-Jersey City, N",2.447035,2.4,0.0163991878,1.253539e-05,2,117817
569.0,Kings County,New York,382.0,1559.0,056900,36047056900,9836,11903,127954.0,0.0,40.7237664,-73.9523673,35620.0,"New York-Newark-Jersey City, N",3.504549,3.5,0.01850512194,1.363835e-05,4,127955
570.0,Kings County,New York,858.0,3576.0,057000,36047057000,9837,11904,262372.0,0.0,40.5992668,-73.9368826,35620.0,"New York-Newark-Jersey City, N",3.902594,3.9,0.02871652022,2.791413e-05,4,262372
571.0,Kings County,New York,695.0,3956.0,057100,36047057100,9798,11864,175867.0,0.0,40.7247837,-73.9476188,35620.0,"New York-Newark-Jersey City, N",3.475555,3.5,0.01746004618,1.874549e-05,4,175867
572.0,Kings County,New York,1626.0,5222.0,057200,36047057200,9695,11757,243628.0,0.0,40.5963688,-73.9382159,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.02056076606,2.591885e-05,4,243628
573.0,Kings County,New York,500.0,2321.0,057300,36047057300,9838,11905,170142.0,0.0,40.7280487,-73.94883,35620.0,"New York-Newark-Jersey City, N",3.912271,3.9,0.01815229176,1.813613e-05,4,170142
574.0,Kings County,New York,841.0,2934.0,057400,36047057400,9639,11699,159204.0,0.0,40.6011498,-73.9443385,35620.0,"New York-Newark-Jersey City, N",2.577185,2.6,0.01936202954,1.693828e-05,3,159203
575.0,Kings County,New York,743.0,3873.0,057500,36047057500,9832,11899,181405.0,0.0,40.7321052,-73.9532306,35620.0,"New York-Newark-Jersey City, N",3.923641,3.9,0.0206135377,1.933788e-05,4,181406
576.0,Kings County,New York,833.0,3005.0,057600,36047057600,9833,11900,158605.0,0.0,40.5998731,-73.947571,35620.0,"New York-Newark-Jersey City, N",2.786702,2.8,0.0165113515,1.687426e-05,3,158604
578.0,Kings County,New York,698.0,2827.0,057800,36047057800,9839,11906,172233.0,0.0,40.5994398,-73.9515127,35620.0,"New York-Newark-Jersey City, N",2.785973,2.8,0.0171587278,1.832418e-05,3,172233
580.0,Kings County,New York,875.0,4099.0,058000,36047058000,9843,11912,158641.0,0.0,40.5990067,-73.9554539,35620.0,"New York-Newark-Jersey City, N",2.858973,2.9,0.016505134,1.687806e-05,3,158642
582.0,Kings County,New York,629.0,2554.0,058200,36047058200,9563,11623,161534.0,0.0,40.5985399,-73.9592618,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01664506597,1.71858e-05,3,161535
584.0,Kings County,New York,922.0,3530.0,058400,36047058400,9495,11555,188225.0,0.0,40.5940748,-73.9586719,35620.0,"New York-Newark-Jersey City, N",3.869891,3.9,0.01792198699,2.002391e-05,4,188224
586.0,Kings County,New York,708.0,2689.0,058600,36047058600,9712,11775,163424.0,0.0,40.594564,-73.9546136,35620.0,"New York-Newark-Jersey City, N",3.327475,3.3,0.01678475052,1.738586e-05,4,163425
588.0,Kings County,New York,812.0,3357.0,058800,36047058800,9844,11913,159611.0,0.0,40.5896217,-73.9585479,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01650281559,1.697893e-05,4,159612
589.01,Kings County,New York,386.0,1624.0,058901,36047058901,8909,10905,201626.0,0.0,40.7283712,-73.9435539,35620.0,"New York-Newark-Jersey City, N",3.787794,3.8,0.02292817226,2.149214e-05,4,201625
590.0,Kings County,New York,419.0,1722.0,059000,36047059000,9845,11914,158383.0,0.0,40.5899909,-73.954687,35620.0,"New York-Newark-Jersey City, N",3.618974,3.6,0.01769819804,1.684832e-05,4,158383
591.0,Kings County,New York,734.0,3595.0,059100,36047059100,9872,11944,192105.0,0.0,40.7235304,-73.9429338,35620.0,"New York-Newark-Jersey City, N",3.383682,3.4,0.018322047,2.047565e-05,4,192103
592.0,Kings County,New York,1162.0,4013.0,059200,36047059200,9868,11940,219306.0,0.0,40.5923379,-73.9514508,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02406324647,2.332981e-05,3,219305
593.0,Kings County,New York,463.0,2121.0,059300,36047059300,7751,9572,187979.0,0.0,40.7259963,-73.9383333,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01942879971,2.003671e-05,4,187978
594.02,Kings County,New York,1492.0,5248.0,059402,36047059402,9693,11755,322477.0,0.0,40.5946146,-73.9430181,35620.0,"New York-Newark-Jersey City, N",3.029523,3.0,0.02502020211,3.430646e-05,3,322477
594.03,Kings County,New York,920.0,3367.0,059403,36047059403,8870,10851,206719.0,0.0,40.5952707,-73.9481901,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01878958416,2.199185e-05,3,206719
237.03,Bronx County,New York,1311.0,5662.0,023703,36005023703,9769,11833,100593.0,0.0,40.8600426,-73.8995706,35620.0,"New York-Newark-Jersey City, N",2.475748,2.5,0.0151938396,1.074358e-05,2,100593
237.04,Bronx County,New York,886.0,3838.0,023704,36005023704,9932,12010,67466.0,0.0,40.8562675,-73.9019054,35620.0,"New York-Newark-Jersey City, N",2.540077,2.5,0.01135249945,7.20504e-06,3,67465
238.0,Bronx County,New York,530.0,2281.0,023800,36005023800,9995,12081,339546.0,0.0,40.8437081,-73.8610936,35620.0,"New York-Newark-Jersey City, N",2.04295,2.0,0.02989087503,3.625574e-05,2,339546
239.0,Bronx County,New York,1836.0,7947.0,023900,36005023900,7794,9628,178487.0,0.0,40.8589133,-73.9028682,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02216217604,1.906289e-05,3,178490
240.0,Bronx County,New York,950.0,3932.0,024000,36005024000,7795,9629,239779.0,0.0,40.8416234,-73.8688759,35620.0,"New York-Newark-Jersey City, N",2.999963,3.0,0.02375407416,2.560224e-05,3,239781
241.0,Bronx County,New York,1364.0,6546.0,024100,36005024100,8774,10748,134661.0,0.0,40.8531471,-73.9061863,35620.0,"New York-Newark-Jersey City, N",2.952136,3.0,0.01679364681,1.43807e-05,3,134661
243.0,Bronx County,New York,1228.0,5467.0,024300,36005024300,7796,9630,150432.0,0.0,40.8524282,-73.9115345,35620.0,"New York-Newark-Jersey City, N",2.78652,2.8,0.02021496454,1.60647e-05,3,150432
244.0,Bronx County,New York,575.0,2015.0,024400,36005024400,8305,10213,175718.0,0.0,40.8462265,-73.8575198,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02026457659,1.876335e-05,3,175718
245.01,Bronx County,New York,1088.0,4804.0,024501,36005024501,9956,12042,113064.0,0.0,40.8528793,-73.9154618,35620.0,"New York-Newark-Jersey City, N",2.021513,2.0,0.01548259403,1.207436e-05,2,113065
245.02,Bronx County,New York,802.0,3632.0,024502,36005024502,9975,12061,100154.0,0.0,40.8551094,-73.9135653,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01396635409,1.069592e-05,2,100154
246.0,Bronx County,New York,530.0,2095.0,024600,36005024600,7797,9631,152436.0,0.0,40.8516098,-73.8611557,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02227521882,1.627844e-05,3,152435
247.0,Bronx County,New York,477.0,1906.0,024700,36005024700,7798,9632,149162.0,0.0,40.855495,-73.9184721,35620.0,"New York-Newark-Jersey City, N",2.98958,3.0,0.02159915015,1.592975e-05,3,149161
248.0,Bronx County,New York,769.0,3178.0,024800,36005024800,7799,9633,277911.0,0.0,40.8553409,-73.8584097,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02361531313,2.967945e-05,3,277911
250.0,Bronx County,New York,706.0,2604.0,025000,36005025000,7801,9635,181711.0,0.0,40.8517064,-73.8557006,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.0224246427,1.940497e-05,3,181712
251.0,Bronx County,New York,1613.0,6430.0,025100,36005025100,9929,12007,209328.0,0.0,40.8565412,-73.9077336,35620.0,"New York-Newark-Jersey City, N",2.930975,2.9,0.01995974162,2.23555e-05,3,209327
252.0,Bronx County,New York,665.0,2677.0,025200,36005025200,7607,9387,190718.0,0.0,40.8471319,-73.8549662,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.021518433,2.036499e-05,3,190715
253.0,Bronx County,New York,1345.0,6155.0,025300,36005025300,7802,9636,124459.0,0.0,40.8610069,-73.9045549,35620.0,"New York-Newark-Jersey City, N",2.912441,2.9,0.01744682481,1.329242e-05,3,124457
254.0,Bronx County,New York,473.0,1912.0,025400,36005025400,7803,9637,169924.0,0.0,40.8484985,-73.8524773,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01999576381,1.814522e-05,3,169924
255.0,Bronx County,New York,1943.0,7726.0,025500,36005025500,7804,9638,168637.0,0.0,40.8605351,-73.9089405,35620.0,"New York-Newark-Jersey City, N",2.022429,2.0,0.02124929258,1.80111e-05,2,168636
256.0,Bronx County,New York,361.0,1547.0,025600,36005025600,7805,9639,189283.0,0.0,40.8443911,-73.850219,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02392389307,2.02111e-05,3,189282
257.0,Bronx County,New York,457.0,1732.0,025700,36005025700,7806,9640,161279.0,17989.0,40.8603147,-73.9140946,35620.0,"New York-Newark-Jersey City, N",2.875996,2.9,0.02827533161,1.914643e-05,3,179269
261.0,Bronx County,New York,410.0,1994.0,026100,36005026100,7807,9641,174730.0,0.0,40.866639,-73.9059021,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02006463565,1.866351e-05,3,174730
263.0,Bronx County,New York,1407.0,6314.0,026300,36005026300,7593,9373,158774.0,0.0,40.8647665,-73.9044669,35620.0,"New York-Newark-Jersey City, N",2.866149,2.9,0.0241099293,1.695874e-05,3,158774
264.0,Bronx County,New York,1435.0,5411.0,026400,36005026400,7808,9642,426510.0,0.0,40.8417813,-73.8320889,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.03132973812,4.554058e-05,3,426514
265.0,Bronx County,New York,1386.0,7426.0,026500,36005026500,7809,9643,202137.0,0.0,40.8662234,-73.9002412,35620.0,"New York-Newark-Jersey City, N",2.148483,2.1,0.02347130426,2.15907e-05,2,202136
266.01,Bronx County,New York,782.0,3108.0,026601,36005026601,7810,9644,170250.0,0.0,40.8474521,-73.8341053,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01980844962,1.817961e-05,3,170248
266.02,Bronx County,New York,1369.0,5229.0,026602,36005026602,7811,9645,303397.0,0.0,40.845973,-73.8306203,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02665181433,3.239681e-05,3,303397
267.01,Bronx County,New York,900.0,3986.0,026701,36005026701,9976,12062,69160.0,0.0,40.8693519,-73.9012276,35620.0,"New York-Newark-Jersey City, N",2.140506,2.1,0.01194658311,7.38752e-06,2,69160
