ct2010,building count,census,county,state,income,population,tract,GEOID20,INTPTLAT20,INTPTLON20
110.0,1041,110.0,New York County,New York,1652.0,7630.0,11000,36061011000,40.7621475,-73.9631393
110.0,1041,110.0,Queens County,New York,658.0,2846.0,11000,36081011000,40.6873142,-73.8350142
111.0,591,111.0,New York County,New York,965.0,4720.0,11100,36061011100,40.7546475,-73.9953878
111.0,591,111.0,Queens County,New York,740.0,3164.0,11100,36081011100,40.7787953,-73.9073131
112.0,761,112.0,Kings County,New York,1547.0,6088.0,11200,36047011200,40.6422528,-73.9956749
112.0,761,112.0,Queens County,New York,588.0,2275.0,11200,36081011200,40.6841012,-73.8390726
112.01,2330,112.01,New York County,New York,301.0,985.0,11201,36061011201,40.7639781,-73.9753455
112.01,2330,112.01,Richmond County,New York,1565.0,5913.0,11201,36085011201,40.5769871,-74.0867381
112.03,59,112.03,New York County,New York,253.0,1228.0,11203,36061011203,40.7612444,-73.9689142
112.03,59,112.03,Richmond County,New York,1606.0,6237.0,11203,36085011203,40.5737677,-74.0973899
113.0,504,113.0,Queens County,New York,894.0,4326.0,11300,36081011300,40.7762579,-73.9084659
114.0,579,114.0,Kings County,New York,786.0,3846.0,11400,36047011400,40.6394233,-73.9992118
114.0,579,114.0,Queens County,New York,342.0,1323.0,11400,36081011400,40.6879308,-73.8418285
114.01,685,114.01,New York County,New York,294.0,1129.0,11401,36061011401,40.7648402,-73.9704939
114.01,685,114.01,Richmond County,New York,875.0,2960.0,11401,36085011401,40.5857439,-74.0990981
114.02,1082,114.02,New York County,New York,384.0,2087.0,11402,36061011402,40.7634831,-73.9672789
114.02,1082,114.02,Richmond County,New York,892.0,3524.0,11402,36085011402,40.5811925,-74.1049524
115.0,516,115.0,New York County,New York,508.0,3538.0,11500,36061011500,40.7571679,-73.9935486
115.0,516,115.0,Queens County,New York,511.0,2486.0,11500,36081011500,40.7744206,-73.9133464
115.02,280,115.02,Bronx County,New York,992.0,4297.0,11502,36005011502,40.8200657,-73.8865202
116.0,798,116.0,Kings County,New York,838.0,3510.0,11600,36047011600,40.6358731,-74.0036488
116.0,798,116.0,New York County,New York,706.0,3827.0,11600,36061011600,40.7625331,-73.9557917
116.0,798,116.0,Queens County,New York,451.0,1951.0,11600,36081011600,40.6887757,-73.8388054
117.0,1271,117.0,Kings County,New York,676.0,2949.0,11700,36047011700,40.6685626,-73.9933107
117.0,1271,117.0,Queens County,New York,648.0,3706.0,11700,36081011700,40.7722297,-73.9104558
118.0,1620,118.0,Kings County,New York,453.0,1951.0,11800,36047011800,40.6351044,-74.0114899
118.0,1620,118.0,Bronx County,New York,1083.0,5645.0,11800,36005011800,40.8097065,-73.8001663
118.0,1620,118.0,New York County,New York,1918.0,9054.0,11800,36061011800,40.7652748,-73.9608554
118.0,1620,118.0,Queens County,New York,498.0,2398.0,11800,36081011800,40.6906515,-73.8338967
119.0,867,119.0,Bronx County,New York,1148.0,5399.0,11900,36005011900,40.8232738,-73.889572
119.0,867,119.0,Queens County,New York,263.0,1419.0,11900,36081011900,40.7712054,-73.9060641
120.0,785,120.0,Kings County,New York,340.0,1327.0,12000,36047012000,40.6327817,-74.0117295
120.0,785,120.0,New York County,New York,797.0,3103.0,12000,36061012000,40.7669264,-73.9647673
120.0,785,120.0,Queens County,New York,497.0,2485.0,12000,36081012000,40.6915009,-73.8286536
121.0,2164,121.0,Kings County,New York,415.0,1968.0,12100,36047012100,40.671479,-73.991049
121.0,2164,121.0,Queens County,New York,449.0,1935.0,12100,36081012100,40.7727587,-73.9035141
121.0,2164,121.0,Richmond County,New York,913.0,2912.0,12100,36085012100,40.6258789,-74.1096443
121.01,237,121.01,Bronx County,New York,698.0,3072.0,12101,36005012101,40.8282758,-73.8888941
121.01,237,121.01,New York County,New York,358.0,2926.0,12101,36061012101,40.7591106,-73.9902796
121.02,44,121.02,Bronx County,New York,369.0,1338.0,12102,36005012102,40.8260035,-73.8879696
121.02,44,121.02,New York County,New York,982.0,4735.0,12102,36061012102,40.7603073,-73.99312
122.0,2380,122.0,Kings County,New York,1063.0,5144.0,12200,36047012200,40.638166,-74.0175772
122.0,2380,122.0,Queens County,New York,585.0,2933.0,12200,36081012200,40.696497,-73.8310666
122.0,2380,122.0,New York County,New York,803.0,2608.0,12200,36061012200,40.7682812,-73.9679849
122.0,2380,122.0,Richmond County,New York,937.0,4022.0,12200,36085012200,40.5759718,-74.1114581
123.0,225,123.0,Bronx County,New York,957.0,4371.0,12300,36005012300,40.830115,-73.8860075
123.01,780,123.01,Queens County,New York,632.0,2917.0,12301,36081012301,40.7757875,-73.8990845
124.0,536,124.0,Queens County,New York,694.0,3101.0,12400,36081012400,40.6952063,-73.8343035
124.0,536,124.0,New York County,New York,2380.0,10626.0,12400,36061012400,40.7660559,-73.9529175
125.0,1416,125.0,Bronx County,New York,917.0,3859.0,12500,36005012500,40.828636,-73.8935227
125.0,1416,125.0,Queens County,New York,355.0,1587.0,12500,36081012500,40.7709267,-73.9156695
125.0,1416,125.0,Richmond County,New York,753.0,3103.0,12500,36085012500,40.6286776,-74.1188468
126.0,538,126.0,Kings County,New York,599.0,2799.0,12600,36047012600,40.634819,-74.0190415
126.01,386,126.01,Queens County,New York,584.0,2749.0,12601,36081012601,40.6936535,-73.8374117
126.01,386,126.01,New York County,New York,1609.0,6791.0,12601,36061012601,40.7679933,-73.9574068
126.02,428,126.02,Queens County,New York,639.0,2715.0,12602,36081012602,40.6931695,-73.8407053
126.02,428,126.02,New York County,New York,1582.0,5076.0,12602,36061012602,40.7689663,-73.9597087
127.0,517,127.0,Kings County,New York,779.0,4066.0,12700,36047012700,40.6817476,-73.9828507
127.0,517,127.0,New York County,New York,1010.0,6783.0,12700,36061012700,40.762237,-73.9898561
127.01,167,127.01,Bronx County,New York,495.0,2046.0,12701,36005012701,40.8256346,-73.8923283
128.0,584,128.0,Queens County,New York,617.0,2187.0,12800,36081012800,40.6982524,-73.8401182
128.0,584,128.0,New York County,New York,1437.0,5029.0,12800,36061012800,40.7713809,-73.9615172
128.01,219,128.01,Kings County,New York,510.0,2279.0,12801,36047012801,40.6308009,-74.0133027
128.04,1420,128.04,Richmond County,New York,1115.0,4096.0,12804,36085012804,40.5626143,-74.1008025
128.05,1216,128.05,Richmond County,New York,688.0,2534.0,12805,36085012805,40.5528682,-74.1153369
128.06,1230,128.06,Richmond County,New York,1307.0,5304.0,12806,36085012806,40.557671,-74.1076715
129.01,491,129.01,Kings County,New York,477.0,2246.0,12901,36047012901,40.6816216,-73.9786547
129.01,491,129.01,Bronx County,New York,1110.0,4677.0,12901,36005012901,40.8226294,-73.8987339
129.02,313,129.02,Kings County,New York,511.0,2724.0,12902,36047012902,40.6809277,-73.9760597
130.0,1290,130.0,Kings County,New York,964.0,4416.0,13000,36047013000,40.6325873,-74.0213843
130.0,1290,130.0,Bronx County,New York,275.0,1462.0,13000,36005013000,40.8193055,-73.8147485
130.0,1290,130.0,Queens County,New York,388.0,1787.0,13000,36081013000,40.7003482,-73.8378392
130.0,1290,130.0,New York County,New York,929.0,3581.0,13000,36061013000,40.7727364,-73.9647332
131.0,870,131.0,Kings County,New York,964.0,4267.0,13100,36047013100,40.6777175,-73.9796019
131.0,870,131.0,Bronx County,New York,1074.0,5221.0,13100,36005013100,40.8259541,-73.8978983
132.0,2094,132.0,Kings County,New York,541.0,2299.0,13200,36047013200,40.6279744,-74.0156708
132.0,2094,132.0,Bronx County,New York,1874.0,7367.0,13200,36005013200,40.8151962,-73.8170505
132.0,2094,132.0,Queens County,New York,450.0,2112.0,13200,36081013200,40.701294,-73.8343887
132.01,557,132.01,New York County,New York,321.0,2614.0,13201,36061013201,40.7686024,-73.9508486
132.01,557,132.01,Richmond County,New York,399.0,1347.0,13201,36085013201,40.5647779,-74.1225721
132.03,1654,132.03,New York County,New York,1284.0,4717.0,13203,36061013203,40.7708902,-73.9522736
132.03,1654,132.03,Richmond County,New York,1703.0,5986.0,13203,36085013203,40.5490558,-74.1423045
132.04,1502,132.04,Richmond County,New York,1229.0,4809.0,13204,36085013204,40.5594209,-74.1302418
133.0,789,133.0,Kings County,New York,1088.0,4465.0,13300,36047013300,40.6751824,-73.9813092
133.0,789,133.0,Bronx County,New York,1475.0,5785.0,13300,36005013300,40.8228225,-73.9034849
133.0,789,133.0,New York County,New York,744.0,6235.0,13300,36061013300,40.7647381,-73.9880352
133.01,17,133.01,Richmond County,New York,271.0,1067.0,13301,36085013301,40.6355984,-74.1189103
133.02,942,133.02,Richmond County,New York,836.0,3320.0,13302,36085013302,40.6358875,-74.1235004
134.0,2343,134.0,Kings County,New York,948.0,4163.0,13400,36047013400,40.6295241,-74.0202705
134.0,2343,134.0,Queens County,New York,897.0,4253.0,13400,36081013400,40.7052797,-73.8349794
134.0,2343,134.0,New York County,New York,1978.0,10759.0,13400,36061013400,40.7717015,-73.9561657
134.0,2343,134.0,Richmond County,New York,1069.0,4127.0,13400,36085013400,40.5698839,-74.1174466
135.0,1026,135.0,Kings County,New York,995.0,4240.0,13500,36047013500,40.672811,-73.9833133
135.0,1026,135.0,Bronx County,New York,949.0,3633.0,13500,36005013500,40.8271333,-73.9020965
135.0,1026,135.0,Queens County,New York,313.0,1236.0,13500,36081013500,40.7706488,-73.898977
136.0,1048,136.0,Kings County,New York,889.0,3829.0,13600,36047013600,40.6268984,-74.0225939
136.0,1048,136.0,Queens County,New York,355.0,1866.0,13600,36081013600,40.706597,-73.8286538
137.0,864,137.0,Kings County,New York,762.0,3484.0,13700,36047013700,40.6703973,-73.9853274
137.0,864,137.0,Queens County,New York,465.0,1785.0,13700,36081013700,40.7689714,-73.9049147
137.0,864,137.0,New York County,New York,1391.0,6428.0,13700,36061013700,40.7652144,-73.9802379
138.0,3511,138.0,Kings County,New York,847.0,3527.0,13800,36047013800,40.6243111,-74.0255174
138.0,3511,138.0,Bronx County,New York,717.0,2853.0,13800,36005013800,40.8197569,-73.8064593
138.0,3511,138.0,Queens County,New York,919.0,3724.0,13800,36081013800,40.7065798,-73.8251631
138.0,3511,138.0,New York County,New York,2356.0,12448.0,13800,36061013800,40.7749214,-73.9538152
138.0,3511,138.0,Richmond County,New York,1992.0,6558.0,13800,36085013800,40.5704889,-74.1318818
139.0,683,139.0,Kings County,New York,829.0,3574.0,13900,36047013900,40.6679862,-73.9873365
139.0,683,139.0,New York County,New York,1889.0,10593.0,13900,36061013900,40.7672922,-73.9861712
140.0,1094,140.0,Kings County,New York,602.0,1944.0,14000,36047014000,40.6207782,-74.0196779
140.0,1094,140.0,Queens County,New York,738.0,3716.0,14000,36081014000,40.7037257,-73.8290482
140.0,1094,140.0,New York County,New York,1522.0,7245.0,14000,36061014000,40.7759141,-73.95821
141.0,1456,141.0,Bronx County,New York,1225.0,5752.0,14100,36005014100,40.8237653,-73.912295
141.0,1456,141.0,Queens County,New York,383.0,1690.0,14100,36081014100,40.7669906,-73.90669
141.0,1456,141.0,Richmond County,New York,654.0,2564.0,14100,36085014100,40.6288617,-74.1268936
142.0,605,142.0,Kings County,New York,746.0,2992.0,14200,36047014200,40.6225046,-74.0224901
142.0,605,142.0,New York County,New York,1308.0,4878.0,14200,36061014200,40.7772742,-73.9614257
142.01,532,142.01,Queens County,New York,981.0,4541.0,14201,36081014201,40.7009734,-73.8246417
142.02,472,142.02,Queens County,New York,579.0,2721.0,14202,36081014202,40.6986663,-73.8203471
143.0,947,143.0,Kings County,New York,777.0,3599.0,14300,36047014300,40.6636266,-73.9926558
143.0,947,143.0,Queens County,New York,754.0,3456.0,14300,36081014300,40.7662996,-73.9115113
144.0,605,144.0,Bronx County,New York,1281.0,5479.0,14400,36005014400,40.821257,-73.8233396
144.0,605,144.0,Queens County,New York,468.0,1971.0,14400,36081014400,40.6984968,-73.8284961
144.01,108,144.01,New York County,New York,1220.0,4551.0,14401,36061014401,40.7752485,-73.9475522
144.02,202,144.02,New York County,New York,1481.0,6630.0,14402,36061014402,40.7762431,-73.9453169
145.0,1077,145.0,Kings County,New York,783.0,3909.0,14500,36047014500,40.6613672,-73.9949634
145.0,1077,145.0,Bronx County,New York,1553.0,7112.0,14500,36005014500,40.8315139,-73.9070259
145.0,1077,145.0,Queens County,New York,576.0,2331.0,14500,36081014500,40.7642808,-73.9075078
145.0,1077,145.0,New York County,New York,1398.0,6270.0,14500,36061014500,40.7698209,-73.9842729
146.01,118,146.01,New York County,New York,853.0,4263.0,14601,36061014601,40.7771916,-73.9521608
146.02,149,146.02,New York County,New York,1637.0,8006.0,14602,36061014602,40.7788147,-73.950975
146.04,1847,146.04,Richmond County,New York,1962.0,7041.0,14604,36085014604,40.5500383,-74.1597547
146.07,1230,146.07,Richmond County,New York,1259.0,4725.0,14607,36085014607,40.556922,-74.1641209
147.0,1736,147.0,Kings County,New York,537.0,2646.0,14700,36047014700,40.6598558,-73.989672
147.0,1736,147.0,Queens County,New York,607.0,2712.0,14700,36081014700,40.7629976,-73.9107521
147.0,1736,147.0,Richmond County,New York,888.0,3188.0,14700,36085014700,40.6187861,-74.1123456
147.0,1736,147.0,New York County,New York,790.0,3162.0,14700,36061014700,40.7713286,-73.9888036
147.01,21,147.01,Bronx County,New York,1493.0,6162.0,14701,36005014701,40.8342314,-73.905331
147.02,18,147.02,Bronx County,New York,1318.0,5274.0,14702,36005014702,40.836535,-73.9043914
148.0,677,148.0,Kings County,New York,354.0,1242.0,14800,36047014800,40.6167077,-74.012961
148.0,677,148.0,Queens County,New York,385.0,1615.0,14800,36081014800,40.6945021,-73.8223729
148.01,53,148.01,New York County,New York,672.0,2724.0,14801,36061014801,40.7788416,-73.9560743
148.02,157,148.02,New York County,New York,1650.0,6735.0,14802,36061014802,40.7810927,-73.9544321
149.0,1341,149.0,Bronx County,New York,919.0,4611.0,14900,36005014900,40.832603,-73.9014881
149.0,1341,149.0,Queens County,New York,406.0,1822.0,14900,36081014900,40.7618538,-73.9144442
149.0,1341,149.0,New York County,New York,1032.0,5156.0,14900,36061014900,40.7723543,-73.9824832
150.0,743,150.0,Kings County,New York,437.0,1592.0,15000,36047015000,40.6153783,-74.0107586
150.0,743,150.0,Queens County,New York,604.0,2562.0,15000,36081015000,40.6934064,-73.821155
150.01,37,150.01,New York County,New York,600.0,2159.0,15001,36061015001,40.7801987,-73.9592834
150.02,91,150.02,New York County,New York,1518.0,4545.0,15002,36061015002,40.7824499,-73.9576478
151.0,2991,151.0,Kings County,New York,1046.0,4170.0,15100,36047015100,40.665689,-73.9825855
151.0,2991,151.0,Bronx County,New York,1155.0,5165.0,15100,36005015100,40.8310843,-73.8984813
151.0,2991,151.0,Queens County,New York,536.0,2582.0,15100,36081015100,40.7601669,-73.9108442
151.0,2991,151.0,Richmond County,New York,1372.0,5602.0,15100,36085015100,40.6195298,-74.1275942
152.0,1443,152.0,Kings County,New York,681.0,2650.0,15200,36047015200,40.6145072,-74.0244665
152.0,1443,152.0,Bronx County,New York,661.0,2604.0,15200,36005015200,40.8263809,-73.8249096
152.0,1443,152.0,Queens County,New York,624.0,2906.0,15200,36081015200,40.6937454,-73.8137824
152.0,1443,152.0,New York County,New York,1924.0,7576.0,15200,36061015200,40.7792328,-73.9390563
153.0,1281,153.0,Kings County,New York,534.0,2530.0,15300,36047015300,40.6681002,-73.9805759
153.0,1281,153.0,Bronx County,New York,901.0,4311.0,15300,36005015300,40.8334809,-73.8941429
153.0,1281,153.0,Queens County,New York,386.0,1922.0,15300,36081015300,40.7580816,-73.9136474
154.0,560,154.0,Queens County,New York,441.0,1916.0,15400,36081015400,40.6921955,-73.8205589
155.0,941,155.0,Kings County,New York,1099.0,3927.0,15500,36047015500,40.6705136,-73.9785613
155.0,941,155.0,Bronx County,New York,764.0,2934.0,15500,36005015500,40.8355262,-73.8899864
155.0,941,155.0,Queens County,New York,447.0,2269.0,15500,36081015500,40.7600351,-73.9175962
156.0,511,156.0,Queens County,New York,630.0,2976.0,15600,36081015600,40.6903444,-73.8206072
156.01,2306,156.01,Richmond County,New York,1832.0,6075.0,15601,36085015601,40.5421524,-74.1545777
156.01,2306,156.01,New York County,New York,1009.0,5077.0,15601,36061015601,40.7835685,-73.9475024
156.02,1197,156.02,Richmond County,New York,934.0,3325.0,15602,36085015602,40.5360199,-74.1618034
156.02,1197,156.02,New York County,New York,633.0,2282.0,15602,36061015602,40.785182,-73.9463253
156.03,1531,156.03,Richmond County,New York,1401.0,4636.0,15603,36085015603,40.5314236,-74.1553663
157.0,1208,157.0,Kings County,New York,989.0,4332.0,15700,36047015700,40.6730524,-73.9764165
157.0,1208,157.0,Bronx County,New York,1018.0,4861.0,15700,36005015700,40.8329991,-73.88545
157.0,1208,157.0,Queens County,New York,291.0,1278.0,15700,36081015700,40.7550147,-73.9219258
157.0,1208,157.0,New York County,New York,1707.0,9814.0,15700,36061015700,40.7774174,-73.9787895
158.0,262,158.0,Bronx County,New York,268.0,1307.0,15800,36005015800,40.8248672,-73.8186182
158.01,897,158.01,Queens County,New York,755.0,3991.0,15801,36081015801,40.6888829,-73.8123322
158.01,897,158.01,New York County,New York,1132.0,4532.0,15801,36061015801,40.7842784,-73.9521037
158.02,849,158.02,Queens County,New York,918.0,4629.0,15802,36081015802,40.6875454,-73.819636
158.02,849,158.02,New York County,New York,615.0,4465.0,15802,36061015802,40.7865243,-73.9504649
159.0,1197,159.0,Kings County,New York,944.0,4778.0,15900,36047015900,40.6751934,-73.9730667
159.0,1197,159.0,Bronx County,New York,436.0,2115.0,15900,36005015900,40.8223738,-73.8935545
159.0,1197,159.0,Queens County,New York,627.0,3359.0,15900,36081015900,40.7557869,-73.9183424
159.0,1197,159.0,New York County,New York,2216.0,9272.0,15900,36061015900,40.7806226,-73.9874341
160.0,1376,160.0,Kings County,New York,997.0,4134.0,16000,36047016000,40.6189797,-74.0268721
160.0,1376,160.0,Bronx County,New York,1081.0,3769.0,16000,36005016000,40.8276681,-73.8148621
160.01,180,160.01,New York County,New York,975.0,3290.0,16001,36061016001,40.7856349,-73.9553223
160.02,46,160.02,New York County,New York,709.0,3515.0,16002,36061016002,40.7878787,-73.9536852
161.0,1086,161.0,Kings County,New York,876.0,3552.0,16100,36047016100,40.6798885,-73.9731895
161.0,1086,161.0,Bronx County,New York,1262.0,4633.0,16100,36005016100,40.8368465,-73.8850152
161.0,1086,161.0,Queens County,New York,545.0,2301.0,16100,36081016100,40.7550818,-73.9145861
161.0,1086,161.0,New York County,New York,1230.0,6572.0,16100,36061016100,40.779949,-73.9771935
162.0,663,162.0,Kings County,New York,415.0,2169.0,16200,36047016200,40.6132236,-74.0313837
162.0,663,162.0,Bronx County,New York,377.0,1839.0,16200,36005016200,40.8288502,-73.8217592
163.0,741,163.0,Kings County,New York,730.0,3489.0,16300,36047016300,40.6791843,-73.9700051
163.0,741,163.0,Queens County,New York,928.0,3422.0,16300,36081016300,40.7563079,-73.909882
163.0,741,163.0,New York County,New York,1852.0,7528.0,16300,36061016300,40.7832251,-73.9850648
164.0,969,164.0,Bronx County,New York,238.0,1019.0,16400,36005016400,40.8322025,-73.824847
164.0,969,164.0,Queens County,New York,857.0,4082.0,16400,36081016400,40.68508,-73.8165574
164.0,969,164.0,New York County,New York,1843.0,7547.0,16400,36061016400,40.7877141,-73.9444745
165.0,842,165.0,Kings County,New York,1467.0,5973.0,16500,36047016500,40.6699761,-73.9740401
165.0,842,165.0,Bronx County,New York,233.0,1028.0,16500,36005016500,40.8431089,-73.9002773
165.0,842,165.0,New York County,New York,1671.0,6674.0,16500,36061016500,40.7823577,-73.9749988
166.0,1948,166.0,Kings County,New York,544.0,1852.0,16600,36047016600,40.6187031,-74.0162624
166.0,1948,166.0,Bronx County,New York,548.0,2229.0,16600,36005016600,40.829528,-73.830183
166.0,1948,166.0,New York County,New York,1043.0,6002.0,16600,36061016600,40.7893731,-73.9483928
166.0,1948,166.0,Queens County,New York,971.0,3840.0,16600,36081016600,40.6812765,-73.8207045
167.0,818,167.0,Kings County,New York,1192.0,4906.0,16700,36047016700,40.6642969,-73.9787754
167.0,818,167.0,Bronx County,New York,740.0,3568.0,16700,36005016700,40.8404808,-73.9021708
167.0,818,167.0,New York County,New York,1431.0,6058.0,16700,36061016700,40.7861484,-73.9838791
168.0,882,168.0,New York County,New York,1061.0,5189.0,16800,36061016800,40.7910751,-73.9513565
168.0,882,168.0,Queens County,New York,737.0,3405.0,16800,36081016800,40.6793675,-73.8172334
169.0,1547,169.0,Kings County,New York,1287.0,4817.0,16900,36047016900,40.6592927,-73.9812838
169.0,1547,169.0,Bronx County,New York,294.0,1658.0,16900,36005016900,40.8377899,-73.9027247
169.0,1547,169.0,New York County,New York,1700.0,8272.0,16900,36061016900,40.7851959,-73.9731196
169.01,913,169.01,Richmond County,New York,887.0,3679.0,16901,36085016901,40.6123868,-74.1094587
170.0,1206,170.0,Kings County,New York,786.0,2935.0,17000,36047017000,40.6101331,-74.012634
170.0,1206,170.0,New York County,New York,1808.0,8100.0,17000,36061017000,40.7909025,-73.9421468
170.0,1206,170.0,Queens County,New York,588.0,2751.0,17000,36081017000,40.6843144,-73.8120017
170.05,1548,170.05,Richmond County,New York,1263.0,4913.0,17005,36085017005,40.5385208,-74.1819957
170.09,1301,170.09,Richmond County,New York,1223.0,4710.0,17009,36085017009,40.5429309,-74.1895874
170.11,1284,170.11,Richmond County,New York,1250.0,4514.0,17011,36085017011,40.5456376,-74.1702297
170.12,1336,170.12,Richmond County,New York,1041.0,4020.0,17012,36085017012,40.5529791,-74.1734596
171.0,932,171.0,Kings County,New York,1228.0,4213.0,17100,36047017100,40.6569638,-73.9768619
171.0,932,171.0,New York County,New York,2370.0,9168.0,17100,36061017100,40.7888333,-73.9828254
172.0,1281,172.0,Kings County,New York,857.0,3275.0,17200,36047017200,40.6088822,-74.0103463
172.0,1281,172.0,New York County,New York,1064.0,5120.0,17200,36061017200,40.793827,-73.9451333
172.0,1281,172.0,Queens County,New York,401.0,1845.0,17200,36081017200,40.6823328,-73.8114011
173.0,965,173.0,Bronx County,New York,1337.0,5963.0,17300,36005017300,40.826296,-73.9165227
173.0,965,173.0,New York County,New York,1724.0,7868.0,17300,36061017300,40.7877705,-73.9712361
174.0,910,174.0,Kings County,New York,551.0,2155.0,17400,36047017400,40.6035123,-74.012107
174.0,910,174.0,Queens County,New York,536.0,2277.0,17400,36081017400,40.6805787,-73.8105518
174.01,38,174.01,New York County,New York,885.0,4531.0,17401,36061017401,40.7948875,-73.948576
174.02,31,174.02,New York County,New York,572.0,2661.0,17402,36061017402,40.7968026,-73.9471624
175.0,371,175.0,Bronx County,New York,1404.0,6584.0,17500,36005017500,40.8308225,-73.9136512
175.0,371,175.0,New York County,New York,2395.0,10750.0,17500,36061017500,40.7915227,-73.9798883
176.0,2792,176.0,Kings County,New York,679.0,2455.0,17600,36047017600,40.6019273,-74.0088041
176.0,2792,176.0,Richmond County,New York,1246.0,4897.0,17600,36085017600,40.5252077,-74.1711061
176.0,2792,176.0,Queens County,New York,475.0,2011.0,17600,36081017600,40.678825,-73.8097137
177.0,2626,177.0,New York County,New York,2267.0,9437.0,17700,36061017700,40.7903082,-73.969389
177.01,191,177.01,Bronx County,New York,932.0,4501.0,17701,36005017701,40.8331958,-73.9111774
177.01,191,177.01,Richmond County,New York,1067.0,3456.0,17701,36085017701,40.6028548,-74.1067914
177.02,323,177.02,Bronx County,New York,1110.0,5201.0,17702,36005017702,40.8361776,-73.9095498
177.02,323,177.02,Richmond County,New York,823.0,2562.0,17702,36085017702,40.5981757,-74.097294
178.0,1045,178.0,Kings County,New York,756.0,3041.0,17800,36047017800,40.6069686,-74.0047234
178.0,1045,178.0,New York County,New York,739.0,4278.0,17800,36061017800,40.7935107,-73.9326073
178.0,1045,178.0,Queens County,New York,491.0,2214.0,17800,36081017800,40.6770911,-73.8087606
179.0,657,179.0,Kings County,New York,842.0,4385.0,17900,36047017900,40.6842401,-73.9713282
179.0,657,179.0,New York County,New York,2003.0,8916.0,17900,36061017900,40.7944258,-73.9789459
179.01,68,179.01,Bronx County,New York,1160.0,4955.0,17901,36005017901,40.834835,-73.9151867
179.01,68,179.01,Queens County,New York,256.0,1139.0,17901,36081017901,40.7447208,-73.9259769
179.02,53,179.02,Bronx County,New York,950.0,3966.0,17902,36005017902,40.8370142,-73.9134989
180.0,879,180.0,Kings County,New York,834.0,3424.0,18000,36047018000,40.6083001,-74.0071511
180.0,879,180.0,New York County,New York,1376.0,6324.0,18000,36061018000,40.7944017,-73.939595
180.0,879,180.0,Queens County,New York,320.0,1458.0,18000,36081018000,40.6757857,-73.8054115
181.0,1705,181.0,Kings County,New York,671.0,3785.0,18100,36047018100,40.6877689,-73.9723701
181.0,1705,181.0,New York County,New York,2013.0,8859.0,18100,36061018100,40.792556,-73.9677459
181.01,296,181.01,Bronx County,New York,854.0,3451.0,18101,36005018101,40.8316074,-73.9161112
181.01,296,181.01,Queens County,New York,812.0,3589.0,18101,36081018101,40.7445099,-73.9241233
181.02,153,181.02,Bronx County,New York,960.0,5404.0,18102,36005018102,40.832265,-73.9181384
181.02,153,181.02,Queens County,New York,661.0,3147.0,18102,36081018102,40.7442918,-73.9222696
182.0,1257,182.0,Kings County,New York,841.0,3421.0,18200,36047018200,40.6124597,-74.0026813
182.0,1257,182.0,New York County,New York,1612.0,7434.0,18200,36061018200,40.7983211,-73.9418511
182.0,1257,182.0,Queens County,New York,581.0,2422.0,18200,36081018200,40.6761566,-73.7991566
183.0,888,183.0,Kings County,New York,510.0,2663.0,18300,36047018300,40.691376,-73.9714779
183.0,888,183.0,New York County,New York,1732.0,7963.0,18300,36061018300,40.7967863,-73.9769266
183.0,888,183.0,Queens County,New York,1339.0,6126.0,18300,36081018300,40.7453409,-73.9196687
183.01,26,183.01,Bronx County,New York,961.0,4490.0,18301,36005018301,40.8286371,-73.9208133
183.02,88,183.02,Bronx County,New York,796.0,3503.0,18302,36005018302,40.8279119,-73.9187521
184.0,1554,184.0,Kings County,New York,710.0,2318.0,18400,36047018400,40.6137054,-74.0071446
184.0,1554,184.0,Bronx County,New York,905.0,3997.0,18400,36005018400,40.8374159,-73.8292813
184.0,1554,184.0,New York County,New York,1761.0,7387.0,18400,36061018400,40.7996841,-73.9450687
184.01,370,184.01,Queens County,New York,476.0,1999.0,18401,36081018401,40.6751912,-73.7922208
184.02,501,184.02,Queens County,New York,490.0,2399.0,18402,36081018402,40.6789477,-73.7943611
185.0,468,185.0,New York County,New York,1198.0,4756.0,18500,36061018500,40.7944999,-73.9663637
185.01,248,185.01,Kings County,New York,887.0,4130.0,18501,36047018501,40.6947866,-73.9741567
185.01,248,185.01,Bronx County,New York,714.0,2764.0,18501,36005018501,40.8271796,-73.9093253
185.01,248,185.01,Queens County,New York,854.0,3377.0,18501,36081018501,40.7387096,-73.9224312
185.02,152,185.02,Bronx County,New York,1351.0,6395.0,18502,36005018502,40.8263118,-73.9059778
185.02,152,185.02,Queens County,New York,702.0,3061.0,18502,36081018502,40.7405546,-73.9220647
186.0,761,186.0,Kings County,New York,543.0,2255.0,18600,36047018600,40.6156439,-74.0051063
186.0,761,186.0,New York County,New York,1160.0,6282.0,18600,36061018600,40.799106,-73.9497088
186.0,761,186.0,Queens County,New York,457.0,1847.0,18600,36081018600,40.6798776,-73.7989572
187.0,830,187.0,Kings County,New York,300.0,1459.0,18700,36047018700,40.6946579,-73.9706403
187.0,830,187.0,New York County,New York,2052.0,9524.0,18700,36061018700,40.7994227,-73.9754109
187.0,830,187.0,Queens County,New York,589.0,2922.0,18700,36081018700,40.7366248,-73.9246582
187.01,588,187.01,Richmond County,New York,469.0,1791.0,18701,36085018701,40.6107434,-74.1272545
188.0,1065,188.0,Kings County,New York,821.0,2905.0,18800,36047018800,40.6174779,-74.00274
