ct2010,building count,census,county,state,income,population,tract,GEOID20,INTPTLAT20,INTPTLON20
188.0,1065,188.0,New York County,New York,795.0,4888.0,18800,36061018800,40.7975948,-73.9372599
188.0,1065,188.0,Queens County,New York,239.0,1364.0,18800,36081018800,40.6816256,-73.7998473
189.0,808,189.0,Bronx County,New York,1813.0,8112.0,18900,36005018900,40.8317231,-73.9302072
189.0,808,189.0,New York County,New York,2685.0,11014.0,18900,36061018900,40.7973281,-73.9642508
189.0,808,189.0,Queens County,New York,672.0,3098.0,18900,36081018900,40.7400819,-73.927999
189.01,1767,189.01,Richmond County,New York,1167.0,4562.0,18901,36085018901,40.6119223,-74.140048
189.02,1264,189.02,Richmond County,New York,1446.0,5742.0,18902,36085018902,40.6050832,-74.1379801
190.0,1120,190.0,Kings County,New York,1163.0,4543.0,19000,36047019000,40.621038,-74.0003857
190.0,1120,190.0,New York County,New York,842.0,3790.0,19000,36061019000,40.8019615,-73.9476195
190.0,1120,190.0,Queens County,New York,649.0,2461.0,19000,36081019000,40.6853862,-73.795222
191.0,621,191.0,Kings County,New York,530.0,2964.0,19100,36047019100,40.6952427,-73.9644277
191.0,621,191.0,New York County,New York,1830.0,9124.0,19100,36061019100,40.8015611,-73.9722959
192.0,959,192.0,Kings County,New York,532.0,2716.0,19200,36047019200,40.6284585,-73.9989281
192.0,959,192.0,New York County,New York,971.0,4259.0,19200,36061019200,40.7987751,-73.9294062
192.0,959,192.0,Queens County,New York,527.0,1928.0,19200,36081019200,40.6838157,-73.8006369
193.0,359,193.0,Kings County,New York,860.0,6140.0,19300,36047019300,40.6912794,-73.9626407
193.0,359,193.0,Bronx County,New York,1692.0,6289.0,19300,36005019300,40.8363471,-73.929323
193.0,359,193.0,New York County,New York,1754.0,9896.0,19300,36061019300,40.8005051,-73.9619565
194.0,1590,194.0,Kings County,New York,887.0,3465.0,19400,36047019400,40.6258369,-74.0011077
194.0,1590,194.0,Bronx County,New York,550.0,2285.0,19400,36005019400,40.8335215,-73.83607
194.0,1590,194.0,New York County,New York,982.0,5982.0,19400,36061019400,40.8004651,-73.9351859
194.0,1590,194.0,Queens County,New York,653.0,2934.0,19400,36081019400,40.68592,-73.8034759
195.0,491,195.0,Kings County,New York,595.0,3128.0,19500,36047019500,40.6914102,-73.9674997
195.0,491,195.0,Bronx County,New York,1509.0,7097.0,19500,36005019500,40.8304774,-73.9225235
195.0,491,195.0,New York County,New York,1557.0,7226.0,19500,36061019500,40.804003,-73.9705048
196.0,1165,196.0,Kings County,New York,991.0,4238.0,19600,36047019600,40.6234234,-74.004185
196.0,1165,196.0,New York County,New York,637.0,4297.0,19600,36061019600,40.8028054,-73.9385762
196.0,1165,196.0,Queens County,New York,615.0,3170.0,19600,36081019600,40.6894694,-73.7999085
197.0,1045,197.0,Kings County,New York,844.0,3669.0,19700,36047019700,40.6880022,-73.9667469
197.0,1045,197.0,Bronx County,New York,1508.0,7126.0,19700,36005019700,40.8352051,-73.9199778
197.0,1045,197.0,Richmond County,New York,471.0,1756.0,19700,36085019700,40.6169844,-74.1352404
197.02,75,197.02,New York County,New York,501.0,2720.0,19702,36061019702,40.802189,-73.9579879
198.0,3213,198.0,Kings County,New York,460.0,1877.0,19800,36047019800,40.6193594,-74.0066177
198.0,3213,198.0,New York County,New York,468.0,2433.0,19800,36061019800,40.8043025,-73.9423627
198.0,3213,198.0,Richmond County,New York,1969.0,7075.0,19800,36085019800,40.5135721,-74.2021256
198.0,3213,198.0,Queens County,New York,598.0,2820.0,19800,36081019800,40.6918446,-73.8028034
199.0,916,199.0,Kings County,New York,746.0,3769.0,19900,36047019900,40.6840329,-73.9669265
199.0,916,199.0,Bronx County,New York,1935.0,7937.0,19900,36005019900,40.8367437,-73.925447
199.0,916,199.0,New York County,New York,1248.0,8344.0,19900,36061019900,40.806543,-73.9687765
200.0,1145,200.0,Kings County,New York,607.0,2296.0,20000,36047020000,40.620689,-74.0088197
200.0,1145,200.0,Bronx County,New York,1068.0,4750.0,20000,36005020000,40.8428349,-73.8455162
200.0,1145,200.0,New York County,New York,630.0,3324.0,20000,36061020000,40.8057858,-73.9452337
201.0,1618,201.0,Kings County,New York,669.0,3940.0,20100,36047020100,40.6838477,-73.9633875
201.0,1618,201.0,Bronx County,New York,937.0,3887.0,20100,36005020100,40.8421586,-73.9269632
201.0,1618,201.0,Richmond County,New York,983.0,3655.0,20100,36085020100,40.6240388,-74.1342646
201.01,26,201.01,New York County,New York,138.0,1759.0,20101,36061020101,40.8064355,-73.9602048
201.02,132,201.02,New York County,New York,746.0,4044.0,20102,36061020102,40.8050511,-73.9566329
202.0,1020,202.0,Kings County,New York,492.0,1963.0,20200,36047020200,40.62202,-74.0110215
202.0,1020,202.0,Bronx County,New York,516.0,2387.0,20200,36005020200,40.8384911,-73.8475791
202.0,1020,202.0,Queens County,New York,334.0,1688.0,20200,36081020200,40.689757,-73.8078112
203.0,345,203.0,Kings County,New York,357.0,1773.0,20300,36047020300,40.6799568,-73.9648123
203.0,345,203.0,New York County,New York,196.0,3834.0,20300,36061020300,40.808669,-73.9615617
204.0,1236,204.0,Kings County,New York,499.0,1710.0,20400,36047020400,40.6233502,-74.0132239
204.0,1236,204.0,Bronx County,New York,780.0,3279.0,20400,36005020400,40.8408659,-73.8508567
204.0,1236,204.0,Queens County,New York,403.0,2133.0,20400,36081020400,40.6951701,-73.8034154
205.0,743,205.0,Kings County,New York,627.0,3164.0,20500,36047020500,40.6774755,-73.9657037
205.0,743,205.0,New York County,New York,725.0,5287.0,20500,36061020500,40.8105786,-73.9651393
205.0,743,205.0,Queens County,New York,324.0,1283.0,20500,36081020500,40.7303893,-73.9218036
205.01,142,205.01,Bronx County,New York,1673.0,6910.0,20501,36005020501,40.8474128,-73.9236562
205.02,178,205.02,Bronx County,New York,568.0,2285.0,20502,36005020502,40.8513754,-73.9194914
206.0,1010,206.0,Kings County,New York,690.0,2355.0,20600,36047020600,40.6248807,-74.0154509
206.0,1010,206.0,New York County,New York,626.0,3405.0,20600,36061020600,40.8082917,-73.9387853
206.0,1010,206.0,Queens County,New York,374.0,1721.0,20600,36081020600,40.6943396,-73.8092386
206.01,345,206.01,Bronx County,New York,418.0,2469.0,20601,36005020601,40.8366476,-73.8505404
207.0,1668,207.0,Kings County,New York,1209.0,4490.0,20700,36047020700,40.6749547,-73.9666124
207.01,28,207.01,New York County,New York,423.0,2825.0,20701,36061020701,40.8089775,-73.95846
207.01,28,207.01,Richmond County,New York,703.0,3164.0,20701,36085020701,40.6391004,-74.1389016
208.0,1377,208.0,Kings County,New York,824.0,3159.0,20800,36047020800,40.6259761,-74.0097676
208.0,1377,208.0,New York County,New York,956.0,5686.0,20800,36061020800,40.8096485,-73.942008
208.0,1377,208.0,Queens County,New York,652.0,3188.0,20800,36081020800,40.6983846,-73.8068764
208.03,1912,208.03,Richmond County,New York,2003.0,7595.0,20803,36085020803,40.5328231,-74.2106656
208.04,1616,208.04,Richmond County,New York,1811.0,6228.0,20804,36085020804,40.5358036,-74.1995324
209.0,74,209.0,Bronx County,New York,1127.0,4466.0,20900,36005020900,40.8430704,-73.9150173
209.01,67,209.01,New York County,New York,788.0,3498.0,20901,36061020901,40.8115578,-73.9550032
210.0,445,210.0,Kings County,New York,974.0,3935.0,21000,36047021000,40.627626,-74.0081561
210.01,9,210.01,Bronx County,New York,2182.0,8489.0,21001,36005021001,40.8408055,-73.8582793
210.02,9,210.02,Bronx County,New York,2159.0,7958.0,21002,36005021002,40.8384785,-73.8565158
211.0,512,211.0,Kings County,New York,592.0,2795.0,21100,36047021100,40.6970856,-73.9719259
211.0,512,211.0,Bronx County,New York,1147.0,5642.0,21100,36005021100,40.8403976,-73.9235077
211.0,512,211.0,New York County,New York,1772.0,10709.0,21100,36061021100,40.8159057,-73.9631154
212.0,869,212.0,Kings County,New York,962.0,4123.0,21200,36047021200,40.6294745,-74.0058501
212.0,869,212.0,Bronx County,New York,1348.0,4931.0,21200,36005021200,40.8361273,-73.8589637
212.0,869,212.0,New York County,New York,793.0,4160.0,21200,36061021200,40.813761,-73.9390011
212.0,869,212.0,Queens County,New York,556.0,2496.0,21200,36081021200,40.7009025,-73.8116224
213.0,1325,213.0,Kings County,New York,898.0,4166.0,21300,36047021300,40.6683548,-73.9604674
213.0,1325,213.0,Richmond County,New York,1168.0,4866.0,21300,36085021300,40.6326156,-74.138903
213.01,48,213.01,Bronx County,New York,282.0,1175.0,21301,36005021301,40.8455444,-73.9198231
213.02,144,213.02,Bronx County,New York,1055.0,5369.0,21302,36005021302,40.8430485,-73.9203798
213.03,140,213.03,New York County,New York,1048.0,6307.0,21303,36061021303,40.8145587,-73.9531391
214.0,926,214.0,Kings County,New York,433.0,2128.0,21400,36047021400,40.6316104,-74.0031816
214.0,926,214.0,New York County,New York,473.0,3143.0,21400,36061021400,40.8177873,-73.9362053
214.0,926,214.0,Queens County,New York,1485.0,6723.0,21400,36081021400,40.7060668,-73.8152035
215.0,244,215.0,Kings County,New York,1275.0,6013.0,21500,36047021500,40.6733751,-73.9632899
215.0,244,215.0,New York County,New York,1070.0,4277.0,21500,36061021500,40.8135272,-73.9494713
215.01,68,215.01,Bronx County,New York,972.0,4478.0,21501,36005021501,40.849466,-73.9182452
215.02,151,215.02,Bronx County,New York,1469.0,6397.0,21502,36005021502,40.8480444,-73.9167104
216.0,885,216.0,Kings County,New York,809.0,3790.0,21600,36047021600,40.6327947,-73.9997692
216.0,885,216.0,New York County,New York,1860.0,9267.0,21600,36061021600,40.8006768,-73.954388
216.01,225,216.01,Bronx County,New York,1010.0,4436.0,21601,36005021601,40.8375386,-73.864822
216.01,225,216.01,Queens County,New York,599.0,2588.0,21601,36081021601,40.7130842,-73.8265474
216.02,77,216.02,Bronx County,New York,1375.0,5880.0,21602,36005021602,40.8371926,-73.8622718
216.02,77,216.02,Queens County,New York,428.0,1831.0,21602,36081021602,40.7043945,-73.8192723
217.0,296,217.0,Kings County,New York,666.0,3407.0,21700,36047021700,40.6727657,-73.9590256
217.0,296,217.0,Bronx County,New York,1092.0,5233.0,21700,36005021700,40.8481818,-73.9133082
218.0,1112,218.0,Kings County,New York,618.0,2891.0,21800,36047021800,40.6343541,-73.9978229
218.0,1112,218.0,Bronx County,New York,1528.0,6010.0,21800,36005021800,40.8374667,-73.869395
218.0,1112,218.0,New York County,New York,1140.0,6198.0,21800,36061021800,40.8032221,-73.9525241
219.0,745,219.0,Kings County,New York,696.0,3677.0,21900,36047021900,40.6719738,-73.9552592
219.0,745,219.0,Bronx County,New York,223.0,857.0,21900,36005021900,40.8396448,-73.9196221
219.0,745,219.0,New York County,New York,1348.0,6121.0,21900,36061021900,40.8185701,-73.9603228
220.0,984,220.0,Kings County,New York,891.0,4894.0,22000,36047022000,40.6361633,-73.9955594
220.0,984,220.0,Bronx County,New York,381.0,1985.0,22000,36005022000,40.8433426,-73.872429
220.0,984,220.0,New York County,New York,1455.0,6503.0,22000,36061022000,40.8057836,-73.950657
220.02,513,220.02,Queens County,New York,1740.0,7421.0,22002,36081022002,40.7132012,-73.8144646
221.0,355,221.0,Kings County,New York,770.0,3813.0,22100,36047022100,40.676167,-73.9543559
221.01,41,221.01,Bronx County,New York,1006.0,3908.0,22101,36005022101,40.8382778,-73.9181232
221.02,216,221.02,Bronx County,New York,1306.0,5433.0,22102,36005022102,40.8376586,-73.9160957
221.02,216,221.02,New York County,New York,587.0,2690.0,22102,36061022102,40.8186544,-73.9461862
222.0,994,222.0,Kings County,New York,827.0,3991.0,22200,36047022200,40.6382394,-73.9929635
222.0,994,222.0,Bronx County,New York,622.0,3064.0,22200,36005022200,40.8356878,-73.855205
222.0,994,222.0,New York County,New York,680.0,3479.0,22200,36061022200,40.8083402,-73.9487876
223.0,884,223.0,Bronx County,New York,1433.0,5168.0,22300,36005022300,40.8405251,-73.9150885
223.0,884,223.0,Richmond County,New York,603.0,2739.0,22300,36085022300,40.6366982,-74.149025
223.01,129,223.01,New York County,New York,1494.0,8102.0,22301,36061022301,40.8221683,-73.9578271
224.0,711,224.0,Kings County,New York,1072.0,5393.0,22400,36047022400,40.6405156,-73.9903118
224.0,711,224.0,New York County,New York,1692.0,7363.0,22400,36061022400,40.8111222,-73.9469598
224.03,28,224.03,Bronx County,New York,682.0,2920.0,22403,36005022403,40.8564761,-73.8654307
224.04,29,224.04,Bronx County,New York,1048.0,4384.0,22404,36005022404,40.8527445,-73.8663009
225.0,312,225.0,Bronx County,New York,1818.0,8937.0,22500,36005022500,40.8401399,-73.910972
225.0,312,225.0,New York County,New York,1907.0,10897.0,22500,36061022500,40.8250966,-73.9571997
226.0,3904,226.0,Kings County,New York,455.0,2167.0,22600,36047022600,40.641984,-73.9863474
226.0,3904,226.0,New York County,New York,774.0,4704.0,22600,36061022600,40.8134304,-73.9448115
227.0,835,227.0,Kings County,New York,790.0,3873.0,22700,36047022700,40.6815084,-73.9572531
227.0,835,227.0,New York County,New York,804.0,5321.0,22700,36061022700,40.8229662,-73.9464621
227.01,98,227.01,Bronx County,New York,1132.0,4748.0,22701,36005022701,40.8468041,-73.9110601
227.02,22,227.02,Bronx County,New York,396.0,1494.0,22702,36005022702,40.8444792,-73.9132689
227.03,17,227.03,Bronx County,New York,366.0,1858.0,22703,36005022703,40.8440365,-73.9105204
228.0,986,228.0,Kings County,New York,751.0,3938.0,22800,36047022800,40.6391243,-73.9815297
228.0,986,228.0,Bronx County,New York,1674.0,6238.0,22800,36005022800,40.8534896,-73.8635363
228.0,986,228.0,New York County,New York,1285.0,6106.0,22800,36061022800,40.8159297,-73.9432453
229.0,720,229.0,Kings County,New York,601.0,3832.0,22900,36047022900,40.6851316,-73.9567615
229.0,720,229.0,New York County,New York,1825.0,9075.0,22900,36061022900,40.8270084,-73.9554483
229.01,157,229.01,Bronx County,New York,1143.0,5196.0,22901,36005022901,40.8460928,-73.9072191
229.02,133,229.02,Bronx County,New York,598.0,3416.0,22902,36005022902,40.8437952,-73.9071529
230.0,1278,230.0,Kings County,New York,865.0,4619.0,23000,36047023000,40.637816,-73.9842809
230.0,1278,230.0,Bronx County,New York,710.0,2821.0,23000,36005023000,40.8492873,-73.8660154
230.0,1278,230.0,New York County,New York,1585.0,8589.0,23000,36061023000,40.8184725,-73.9413895
230.0,1278,230.0,Queens County,New York,414.0,2018.0,23000,36081023000,40.7126448,-73.8081463
231.0,1798,231.0,Kings County,New York,965.0,3652.0,23100,36047023100,40.6857866,-73.9608381
231.0,1798,231.0,Bronx County,New York,320.0,1569.0,23100,36005023100,40.8462192,-73.9024562
231.0,1798,231.0,New York County,New York,1270.0,6750.0,23100,36061023100,40.8258302,-73.9440935
231.0,1798,231.0,Richmond County,New York,1118.0,5041.0,23100,36085023100,40.6301244,-74.1563206
232.0,1621,232.0,Kings County,New York,1075.0,5865.0,23200,36047023200,40.6360999,-73.9862206
232.0,1621,232.0,Bronx County,New York,606.0,2382.0,23200,36005023200,40.8469746,-73.8633164
232.0,1621,232.0,New York County,New York,1925.0,9518.0,23200,36061023200,40.8210133,-73.9395314
232.0,1621,232.0,Queens County,New York,1282.0,5487.0,23200,36081023200,40.7095892,-73.8112809
233.0,629,233.0,Kings County,New York,1032.0,6023.0,23300,36047023300,40.6887957,-73.95749
233.0,629,233.0,New York County,New York,1085.0,6974.0,23300,36061023300,40.8289458,-73.9513615
233.01,96,233.01,Bronx County,New York,927.0,3855.0,23301,36005023301,40.8495612,-73.9087543
233.02,75,233.02,Bronx County,New York,679.0,3581.0,23302,36005023302,40.8481852,-73.9047291
234.0,472,234.0,Kings County,New York,917.0,4833.0,23400,36047023400,40.6338712,-73.9879406
234.0,472,234.0,New York County,New York,863.0,4945.0,23400,36061023400,40.8237307,-73.9386704
235.0,737,235.0,Kings County,New York,882.0,5036.0,23500,36047023500,40.692513,-73.9577849
235.01,225,235.01,Bronx County,New York,861.0,3222.0,23501,36005023501,40.8521471,-73.9045719
235.01,225,235.01,New York County,New York,1336.0,6751.0,23501,36061023501,40.8289967,-73.9418352
235.01,225,235.01,Queens County,New York,981.0,4786.0,23501,36081023501,40.7376585,-73.9180728
235.02,135,235.02,Bronx County,New York,912.0,4346.0,23502,36005023502,40.8512926,-73.9034696
235.02,135,235.02,New York County,New York,295.0,1845.0,23502,36061023502,40.8278881,-73.9389277
235.02,135,235.02,Queens County,New York,717.0,2804.0,23502,36081023502,40.7413362,-73.9170317
236.0,848,236.0,Kings County,New York,1072.0,5352.0,23600,36047023600,40.6321905,-73.9896876
236.0,848,236.0,Bronx County,New York,315.0,1609.0,23600,36005023600,40.8450908,-73.8672583
236.0,848,236.0,New York County,New York,1915.0,7679.0,23600,36061023600,40.8249736,-73.9354598
236.0,848,236.0,Queens County,New York,639.0,3018.0,23600,36081023600,40.7073435,-73.8049191
237.0,164,237.0,New York County,New York,1303.0,6439.0,23700,36061023700,40.8306255,-73.94856
237.02,36,237.02,Bronx County,New York,341.0,1395.0,23702,36005023702,40.8606441,-73.8973195
237.03,82,237.03,Bronx County,New York,1311.0,5662.0,23703,36005023703,40.8600426,-73.8995706
237.04,57,237.04,Bronx County,New York,886.0,3838.0,23704,36005023704,40.8562675,-73.9019054
238.0,1040,238.0,Kings County,New York,804.0,3817.0,23800,36047023800,40.6305112,-73.9914376
238.0,1040,238.0,Bronx County,New York,530.0,2281.0,23800,36005023800,40.8437081,-73.8610936
238.0,1040,238.0,Queens County,New York,1096.0,4621.0,23800,36081023800,40.7052221,-73.8090375
239.0,1124,239.0,Bronx County,New York,1836.0,7947.0,23900,36005023900,40.8589133,-73.9028682
239.0,1124,239.0,New York County,New York,526.0,3122.0,23900,36061023900,40.8323375,-73.9410642
239.0,1124,239.0,Richmond County,New York,879.0,3809.0,23900,36085023900,40.6295171,-74.1493007
240.0,1195,240.0,Kings County,New York,1164.0,5167.0,24000,36047024000,40.6288316,-73.9931862
240.0,1195,240.0,Bronx County,New York,950.0,3932.0,24000,36005024000,40.8416234,-73.8688759
240.0,1195,240.0,Queens County,New York,1651.0,6950.0,24000,36081024000,40.7032775,-73.8050793
241.0,523,241.0,Kings County,New York,493.0,2955.0,24100,36047024100,40.6922221,-73.9538035
241.0,523,241.0,Bronx County,New York,1364.0,6546.0,24100,36005024100,40.8531471,-73.9061863
241.0,523,241.0,New York County,New York,1586.0,8177.0,24100,36061024100,40.8351464,-73.9480107
242.0,523,242.0,Kings County,New York,622.0,2826.0,24200,36047024200,40.6258678,-73.9928098
243.0,1709,243.0,Kings County,New York,669.0,4214.0,24300,36047024300,40.6874555,-73.952856
243.0,1709,243.0,Bronx County,New York,1228.0,5467.0,24300,36005024300,40.8524282,-73.9115345
243.0,1709,243.0,Queens County,New York,1160.0,4873.0,24300,36081024300,40.7366667,-73.9020404
243.01,137,243.01,New York County,New York,923.0,5192.0,24301,36061024301,40.8359721,-73.9387601
244.0,856,244.0,Kings County,New York,844.0,3547.0,24400,36047024400,40.6217475,-73.9862364
244.0,856,244.0,Bronx County,New York,575.0,2015.0,24400,36005024400,40.8462265,-73.8575198
244.01,2072,244.01,Richmond County,New York,1544.0,5917.0,24401,36085024401,40.5086733,-74.2386183
245.0,1125,245.0,Kings County,New York,950.0,4688.0,24500,36047024500,40.682881,-73.9519012
245.0,1125,245.0,New York County,New York,2068.0,14089.0,24500,36061024500,40.8366264,-73.942098
245.0,1125,245.0,Queens County,New York,902.0,4372.0,24500,36081024500,40.739354,-73.9050486
245.01,166,245.01,Bronx County,New York,1088.0,4804.0,24501,36005024501,40.8528793,-73.9154618
245.02,132,245.02,Bronx County,New York,802.0,3632.0,24502,36005024502,40.8551094,-73.9135653
246.0,902,246.0,Kings County,New York,725.0,2868.0,24600,36047024600,40.6181698,-73.9811393
246.0,902,246.0,Bronx County,New York,530.0,2095.0,24600,36005024600,40.8516098,-73.8611557
247.0,1160,247.0,Kings County,New York,567.0,2697.0,24700,36047024700,40.6794431,-73.9492698
247.0,1160,247.0,Bronx County,New York,477.0,1906.0,24700,36005024700,40.855495,-73.9184721
247.0,1160,247.0,New York County,New York,1354.0,7170.0,24700,36061024700,40.8385682,-73.9473733
247.0,1160,247.0,Richmond County,New York,725.0,3163.0,24700,36085024700,40.6275152,-74.1417619
247.0,1160,247.0,Queens County,New York,284.0,1394.0,24700,36081024700,40.7422779,-73.89945
248.0,2304,248.0,Kings County,New York,622.0,2548.0,24800,36047024800,40.6213629,-73.9899931
248.0,2304,248.0,Bronx County,New York,769.0,3178.0,24800,36005024800,40.8553409,-73.8584097
248.0,2304,248.0,Richmond County,New York,1239.0,4907.0,24800,36085024800,40.5174031,-74.243356
249.0,970,249.0,Kings County,New York,748.0,4147.0,24900,36047024900,40.6829833,-73.9483904
249.0,970,249.0,New York County,New York,145.0,957.0,24900,36061024900,40.8391286,-73.9364494
249.0,970,249.0,Queens County,New York,1208.0,4996.0,24900,36081024900,40.7431151,-73.9042554
250.0,773,250.0,Kings County,New York,374.0,1799.0,25000,36047025000,40.6236257,-73.9958382
250.0,773,250.0,Bronx County,New York,706.0,2604.0,25000,36005025000,40.8517064,-73.8557006
251.0,2745,251.0,Kings County,New York,798.0,3716.0,25100,36047025100,40.6878546,-73.9493878
251.0,2745,251.0,Bronx County,New York,1613.0,6430.0,25100,36005025100,40.8565412,-73.9077336
251.0,2745,251.0,New York County,New York,517.0,2779.0,25100,36061025100,40.840326,-73.9399227
251.0,2745,251.0,Richmond County,New York,1507.0,5789.0,25100,36085025100,40.6180182,-74.146035
251.0,2745,251.0,Queens County,New York,1479.0,5552.0,25100,36081025100,40.7448223,-73.9096562
252.0,989,252.0,Kings County,New York,1468.0,5257.0,25200,36047025200,40.6198289,-73.9921391
252.0,989,252.0,Bronx County,New York,665.0,2677.0,25200,36005025200,40.8471319,-73.8549662
253.0,727,253.0,Kings County,New York,698.0,3616.0,25300,36047025300,40.6926218,-73.9503365
253.0,727,253.0,Bronx County,New York,1345.0,6155.0,25300,36005025300,40.8610069,-73.9045549
253.0,727,253.0,New York County,New York,2000.0,12515.0,25300,36061025300,40.8428948,-73.9383791
253.01,194,253.01,Queens County,New York,927.0,3945.0,25301,36081025301,40.7445685,-73.9165163
253.02,136,253.02,Queens County,New York,669.0,3202.0,25302,36081025302,40.7441688,-73.9131355
254.0,2053,254.0,Kings County,New York,810.0,3178.0,25400,36047025400,40.6166972,-73.9838448
254.0,2053,254.0,Bronx County,New York,473.0,1912.0,25400,36005025400,40.8484985,-73.8524773
255.0,525,255.0,Kings County,New York,1394.0,5203.0,25500,36047025500,40.6973919,-73.9512862
255.0,525,255.0,Bronx County,New York,1943.0,7726.0,25500,36005025500,40.8605351,-73.9089405
255.0,525,255.0,New York County,New York,1395.0,6173.0,25500,36061025500,40.8453597,-73.9446867
255.0,525,255.0,Queens County,New York,374.0,1555.0,25500,36081025500,40.7504263,-73.90792
256.0,764,256.0,Kings County,New York,726.0,3166.0,25600,36047025600,40.614995,-73.9856662
256.0,764,256.0,Bronx County,New York,361.0,1547.0,25600,36005025600,40.8443911,-73.850219
257.0,812,257.0,Kings County,New York,509.0,2541.0,25700,36047025700,40.6982179,-73.9473443
257.0,812,257.0,Bronx County,New York,457.0,1732.0,25700,36005025700,40.8603147,-73.9140946
257.0,812,257.0,New York County,New York,896.0,4738.0,25700,36061025700,40.8084355,-73.9540741
257.0,812,257.0,Queens County,New York,362.0,1592.0,25700,36081025700,40.7501044,-73.9051748
258.0,870,258.0,Kings County,New York,1158.0,4467.0,25800,36047025800,40.6132884,-73.9874098
258.0,870,258.0,Queens County,New York,431.0,2179.0,25800,36081025800,40.696042,-73.7872795
259.0,412,259.0,New York County,New York,852.0,3642.0,25900,36061025900,40.8232145,-73.9423561
259.0,412,259.0,Queens County,New York,702.0,3272.0,25900,36081025900,40.7485778,-73.9035261
259.01,155,259.01,Kings County,New York,314.0,1874.0,25901,36047025901,40.6949673,-73.9462243
259.02,1,259.02,Kings County,New York,1027.0,3650.0,25902,36047025902,40.6969655,-73.9451536
260.0,808,260.0,Kings County,New York,773.0,3184.0,26000,36047026000,40.6169171,-73.9923457
260.0,808,260.0,Queens County,New York,570.0,2664.0,26000,36081026000,40.6927524,-73.7933078
261.0,1214,261.0,Kings County,New York,821.0,4798.0,26100,36047026100,40.6923989,-73.9457142
261.0,1214,261.0,Bronx County,New York,410.0,1994.0,26100,36005026100,40.866639,-73.9059021
261.0,1214,261.0,New York County,New York,2419.0,11981.0,26100,36061026100,40.8457845,-73.9344552
261.0,1214,261.0,Queens County,New York,1619.0,6549.0,26100,36081026100,40.7472116,-73.900601
262.0,773,262.0,Kings County,New York,677.0,2513.0,26200,36047026200,40.6187285,-73.9970786
262.0,773,262.0,Queens County,New York,344.0,1365.0,26200,36081026200,40.6910079,-73.7920924
263.0,948,263.0,Kings County,New York,495.0,2047.0,26300,36047026300,40.6894684,-73.9451314
263.0,948,263.0,Bronx County,New York,1407.0,6314.0,26300,36005026300,40.8647665,-73.9044669
263.0,948,263.0,New York County,New York,1690.0,9116.0,26300,36061026300,40.8468225,-73.9374754
263.0,948,263.0,Queens County,New York,1210.0,5566.0,26300,36081026300,40.7457619,-73.8970294
264.0,2054,264.0,Kings County,New York,1042.0,4491.0,26400,36047026400,40.6148678,-73.9974816
264.0,2054,264.0,Bronx County,New York,1435.0,5411.0,26400,36005026400,40.8417813,-73.8320889
264.0,2054,264.0,Queens County,New York,543.0,2418.0,26400,36081026400,40.6922318,-73.7857904
265.0,1068,265.0,Kings County,New York,780.0,4032.0,26500,36047026500,40.6869045,-73.9446206
265.0,1068,265.0,Bronx County,New York,1386.0,7426.0,26500,36005026500,40.8662234,-73.9002412
265.0,1068,265.0,New York County,New York,1221.0,7618.0,26500,36061026500,40.8496217,-73.9401308
266.0,795,266.0,Kings County,New York,896.0,3592.0,26600,36047026600,40.6126303,-73.9903254
266.0,795,266.0,Queens County,New York,333.0,1719.0,26600,36081026600,40.6918812,-73.7816949
266.01,308,266.01,Bronx County,New York,782.0,3108.0,26601,36005026601,40.8474521,-73.8341053
266.02,600,266.02,Bronx County,New York,1369.0,5229.0,26602,36005026602,40.845973,-73.8306203
267.0,881,267.0,Kings County,New York,867.0,4277.0,26700,36047026700,40.6839731,-73.9440382
267.0,881,267.0,New York County,New York,404.0,1966.0,26700,36061026700,40.8503283,-73.9286454
267.0,881,267.0,Queens County,New York,1070.0,4836.0,26700,36081026700,40.7453276,-73.8880321
267.01,54,267.01,Bronx County,New York,900.0,3986.0,26701,36005026701,40.8693519,-73.9012276
267.02,156,267.02,Bronx County,New York,1668.0,7862.0,26702,36005026702,40.8722664,-73.900119
268.0,461,268.0,Kings County,New York,1118.0,4299.0,26800,36047026800,40.6104494,-73.9903619
269.0,701,269.0,Kings County,New York,687.0,3365.0,26900,36047026900,40.6812827,-73.9433173
269.0,701,269.0,Bronx County,New York,804.0,3652.0,26900,36005026900,40.8659029,-73.9094996
269.0,701,269.0,New York County,New York,1813.0,9586.0,26900,36061026900,40.8505567,-73.9309745
269.01,205,269.01,Queens County,New York,1034.0,5105.0,26901,36081026901,40.7468744,-73.8822114
269.02,138,269.02,Queens County,New York,742.0,3452.0,26902,36081026902,40.7446146,-73.8829538
270.0,680,270.0,Kings County,New York,552.0,2147.0,27000,36047027000,40.6058611,-73.989985
270.0,680,270.0,Queens County,New York,370.0,2002.0,27000,36081027000,40.6886843,-73.7913978
271.0,719,271.0,Kings County,New York,702.0,3351.0,27100,36047027100,40.6787956,-73.9369686
271.0,719,271.0,New York County,New York,1716.0,8916.0,27100,36061027100,40.8519438,-73.934294
272.0,760,272.0,Kings County,New York,999.0,3725.0,27200,36047027200,40.6081765,-73.9927384
272.0,760,272.0,Queens County,New York,511.0,2050.0,27200,36081027200,40.6835771,-73.79132
